S,3,T,prob,Connected,5,7,4,6
0,0.0,0,0.56,True,,,,
1,0.0,0,0.56,True,,,,
0,1.0,0,0.44,True,,,,
1,1.0,0,0.44,True,,,,
0,0.0,1,0.56,True,,,,
1,0.0,1,0.56,True,,,,
0,1.0,1,0.44,True,,,,
1,1.0,1,0.44,True,,,,
0,,0,0.44099999999999995,True,0.0,0.0,,
1,,0,0.44099999999999995,False,0.0,0.0,,
0,,0,0.259,True,1.0,0.0,,
1,,0,0.259,True,1.0,0.0,,
0,,0,0.189,False,0.0,1.0,,
1,,0,0.189,False,0.0,1.0,,
0,,0,0.111,False,1.0,1.0,,
1,,0,0.111,False,1.0,1.0,,
0,,1,0.44099999999999995,True,0.0,0.0,,
1,,1,0.44099999999999995,False,0.0,0.0,,
0,,1,0.259,True,1.0,0.0,,
1,,1,0.259,True,1.0,0.0,,
0,,1,0.189,False,0.0,1.0,,
1,,1,0.189,False,0.0,1.0,,
0,,1,0.111,False,1.0,1.0,,
1,,1,0.111,False,1.0,1.0,,
0,,0,0.4745,False,,,0.0,0.0
1,,0,0.4745,False,,,0.0,0.0
0,,0,0.17550000000000002,False,,,1.0,0.0
1,,0,0.17550000000000002,False,,,1.0,0.0
0,,0,0.2555,False,,,0.0,1.0
1,,0,0.2555,True,,,0.0,1.0
0,,0,0.0945,True,,,1.0,1.0
1,,0,0.0945,True,,,1.0,1.0
0,,1,0.4745,False,,,0.0,0.0
1,,1,0.4745,False,,,0.0,0.0
0,,1,0.17550000000000002,False,,,1.0,0.0
1,,1,0.17550000000000002,False,,,1.0,0.0
0,,1,0.2555,False,,,0.0,1.0
1,,1,0.2555,False,,,0.0,1.0
0,,1,0.0945,False,,,1.0,1.0
1,,1,0.0945,False,,,1.0,1.0
