S,9,11,T,prob,Connected,1,8
0,0.0,0.0,0,0.34219999999999995,True,,
1,0.0,0.0,0,0.34219999999999995,True,,
0,1.0,0.0,0,0.24779999999999996,False,,
1,1.0,0.0,0,0.24779999999999996,False,,
0,0.0,1.0,0,0.23779999999999996,False,,
1,0.0,1.0,0,0.23779999999999996,False,,
0,1.0,1.0,0,0.1722,False,,
1,1.0,1.0,0,0.1722,False,,
0,0.0,0.0,1,0.34219999999999995,True,,
1,0.0,0.0,1,0.34219999999999995,True,,
0,1.0,0.0,1,0.24779999999999996,False,,
1,1.0,0.0,1,0.24779999999999996,False,,
0,0.0,1.0,1,0.23779999999999996,True,,
1,0.0,1.0,1,0.23779999999999996,True,,
0,1.0,1.0,1,0.1722,False,,
1,1.0,1.0,1,0.1722,True,,
0,,,0,0.3588,True,0.0,0.0
1,,,0,0.3588,True,0.0,0.0
0,,,0,0.1612,True,1.0,0.0
1,,,0,0.1612,True,1.0,0.0
0,,,0,0.33119999999999994,False,0.0,1.0
1,,,0,0.33119999999999994,False,0.0,1.0
0,,,0,0.1488,False,1.0,1.0
1,,,0,0.1488,False,1.0,1.0
0,,,1,0.3588,True,0.0,0.0
1,,,1,0.3588,True,0.0,0.0
0,,,1,0.1612,True,1.0,0.0
1,,,1,0.1612,True,1.0,0.0
0,,,1,0.33119999999999994,False,0.0,1.0
1,,,1,0.33119999999999994,False,0.0,1.0
0,,,1,0.1488,True,1.0,1.0
1,,,1,0.1488,True,1.0,1.0
