S,22,T,prob,Connected,21,5,4,32,33,26,30,25,31,23,28,20,27,17,19,11,14,10,13,9,12
0,0.0,0,0.72,True,,,,,,,,,,,,,,,,,,,,,
1,0.0,0,0.72,True,,,,,,,,,,,,,,,,,,,,,
0,1.0,0,0.28,False,,,,,,,,,,,,,,,,,,,,,
1,1.0,0,0.28,True,,,,,,,,,,,,,,,,,,,,,
0,0.0,1,0.72,True,,,,,,,,,,,,,,,,,,,,,
1,0.0,1,0.72,True,,,,,,,,,,,,,,,,,,,,,
0,1.0,1,0.28,False,,,,,,,,,,,,,,,,,,,,,
1,1.0,1,0.28,True,,,,,,,,,,,,,,,,,,,,,
0,,0,0.57,True,0.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.57,False,0.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.43,True,1.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.43,True,1.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.57,True,0.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.57,False,0.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.43,True,1.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.43,True,1.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.63,True,,0.0,,,,,,,,,,,,,,,,,,,
1,,0,0.63,True,,0.0,,,,,,,,,,,,,,,,,,,
0,,0,0.37,False,,1.0,,,,,,,,,,,,,,,,,,,
1,,0,0.37,True,,1.0,,,,,,,,,,,,,,,,,,,
0,,1,0.63,True,,0.0,,,,,,,,,,,,,,,,,,,
1,,1,0.63,True,,0.0,,,,,,,,,,,,,,,,,,,
0,,1,0.37,False,,1.0,,,,,,,,,,,,,,,,,,,
1,,1,0.37,True,,1.0,,,,,,,,,,,,,,,,,,,
0,,0,0.76,False,,,0.0,,,,,,,,,,,,,,,,,,
1,,0,0.76,False,,,0.0,,,,,,,,,,,,,,,,,,
0,,0,0.24,False,,,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.24,False,,,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.76,True,,,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.76,True,,,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.24,True,,,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.24,True,,,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.4087,True,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.4087,True,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.2013,True,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.2013,False,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.26130000000000003,False,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.26130000000000003,False,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.1287,True,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.1287,False,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.4087,True,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.4087,True,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.2013,True,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.2013,False,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.26130000000000003,False,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.26130000000000003,False,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.1287,True,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.1287,False,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.275,True,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,0,0.275,True,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,0,0.275,True,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,0,0.275,True,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,0,0.225,False,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,0,0.225,False,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,0,0.225,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,0,0.225,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,1,0.275,True,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,1,0.275,True,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,1,0.275,True,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,1,0.275,True,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,1,0.225,False,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,1,0.225,False,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,1,0.225,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,1,0.225,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,0,0.40280000000000005,True,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.40280000000000005,True,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.35719999999999996,True,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.35719999999999996,True,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.1272,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.1272,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.11279999999999998,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.11279999999999998,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.40280000000000005,True,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.40280000000000005,True,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.35719999999999996,True,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.35719999999999996,True,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.1272,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.1272,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.11279999999999998,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.11279999999999998,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.5599999999999999,True,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.5599999999999999,True,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.13999999999999999,True,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.13999999999999999,True,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.24,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.24,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.06,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.06,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.5599999999999999,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.5599999999999999,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.13999999999999999,False,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.13999999999999999,False,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.24,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.24,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.06,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.06,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.26,True,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.26,True,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.24,True,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.24,True,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.26,True,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.26,True,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.24,True,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.24,True,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.26,True,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.26,True,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.24,True,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.24,True,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.26,True,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.26,True,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.24,True,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.24,True,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.37520000000000003,False,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.37520000000000003,True,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.2948,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.2948,True,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.18480000000000002,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.18480000000000002,True,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.1452,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.1452,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.37520000000000003,False,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.37520000000000003,False,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.2948,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.2948,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.18480000000000002,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.18480000000000002,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.1452,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.1452,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.378,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.378,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.252,True,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.252,True,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.222,False,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.222,True,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.148,True,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.148,True,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.378,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.378,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.252,True,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.252,True,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.222,False,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.222,True,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.148,True,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.148,True,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.2964,True,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.2964,False,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.27359999999999995,True,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.27359999999999995,True,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.2236,True,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.2236,False,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.2064,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.2064,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.2964,True,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.2964,False,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.27359999999999995,True,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.27359999999999995,True,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.2236,True,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.2236,False,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.2064,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.2064,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.255,True,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.255,True,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.245,True,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.245,True,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.255,True,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.255,True,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.245,True,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.245,True,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.255,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.255,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.245,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.245,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.255,True,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.255,True,,,,,,,,,,,,,,,,,,,,0.0,1.0
