S,1,T,prob,Connected,9,10,5,7,2,4
0,0.0,0,0.63,False,,,,,,
1,0.0,0,0.63,False,,,,,,
0,1.0,0,0.37,False,,,,,,
1,1.0,0,0.37,False,,,,,,
0,0.0,1,0.63,False,,,,,,
1,0.0,1,0.63,False,,,,,,
0,1.0,1,0.37,False,,,,,,
1,1.0,1,0.37,False,,,,,,
0,,0,0.4,False,0.0,0.0,,,,
1,,0,0.4,False,0.0,0.0,,,,
0,,0,0.1,True,1.0,0.0,,,,
1,,0,0.1,True,1.0,0.0,,,,
0,,0,0.4,False,0.0,1.0,,,,
1,,0,0.4,False,0.0,1.0,,,,
0,,0,0.1,False,1.0,1.0,,,,
1,,0,0.1,False,1.0,1.0,,,,
0,,1,0.4,False,0.0,0.0,,,,
1,,1,0.4,False,0.0,0.0,,,,
0,,1,0.1,True,1.0,0.0,,,,
1,,1,0.1,True,1.0,0.0,,,,
0,,1,0.4,False,0.0,1.0,,,,
1,,1,0.4,False,0.0,1.0,,,,
0,,1,0.1,True,1.0,1.0,,,,
1,,1,0.1,True,1.0,1.0,,,,
0,,0,0.39899999999999997,False,,,0.0,0.0,,
1,,0,0.39899999999999997,True,,,0.0,0.0,,
0,,0,0.17099999999999999,False,,,1.0,0.0,,
1,,0,0.17099999999999999,False,,,1.0,0.0,,
0,,0,0.301,False,,,0.0,1.0,,
1,,0,0.301,False,,,0.0,1.0,,
0,,0,0.129,False,,,1.0,1.0,,
1,,0,0.129,False,,,1.0,1.0,,
0,,1,0.39899999999999997,False,,,0.0,0.0,,
1,,1,0.39899999999999997,True,,,0.0,0.0,,
0,,1,0.17099999999999999,False,,,1.0,0.0,,
1,,1,0.17099999999999999,False,,,1.0,0.0,,
0,,1,0.301,False,,,0.0,1.0,,
1,,1,0.301,False,,,0.0,1.0,,
0,,1,0.129,False,,,1.0,1.0,,
1,,1,0.129,False,,,1.0,1.0,,
0,,0,0.43200000000000005,False,,,,,0.0,0.0
1,,0,0.43200000000000005,False,,,,,0.0,0.0
0,,0,0.36800000000000005,False,,,,,1.0,0.0
1,,0,0.36800000000000005,False,,,,,1.0,0.0
0,,0,0.10800000000000001,False,,,,,0.0,1.0
1,,0,0.10800000000000001,False,,,,,0.0,1.0
0,,0,0.09200000000000001,False,,,,,1.0,1.0
1,,0,0.09200000000000001,False,,,,,1.0,1.0
0,,1,0.43200000000000005,False,,,,,0.0,0.0
1,,1,0.43200000000000005,False,,,,,0.0,0.0
0,,1,0.36800000000000005,False,,,,,1.0,0.0
1,,1,0.36800000000000005,False,,,,,1.0,0.0
0,,1,0.10800000000000001,False,,,,,0.0,1.0
1,,1,0.10800000000000001,False,,,,,0.0,1.0
0,,1,0.09200000000000001,False,,,,,1.0,1.0
1,,1,0.09200000000000001,True,,,,,1.0,1.0
