S,2,T,prob,Connected,5,7
0,0.0,0,0.6,False,,
1,0.0,0,0.6,False,,
0,1.0,0,0.4,False,,
1,1.0,0,0.4,False,,
0,0.0,1,0.6,False,,
1,0.0,1,0.6,False,,
0,1.0,1,0.4,False,,
1,1.0,1,0.4,False,,
0,,0,0.41340000000000005,True,0.0,0.0
1,,0,0.41340000000000005,True,0.0,0.0
0,,0,0.3666,False,1.0,0.0
1,,0,0.3666,False,1.0,0.0
0,,0,0.11660000000000001,False,0.0,1.0
1,,0,0.11660000000000001,False,0.0,1.0
0,,0,0.10339999999999999,False,1.0,1.0
1,,0,0.10339999999999999,False,1.0,1.0
0,,1,0.41340000000000005,True,0.0,0.0
1,,1,0.41340000000000005,True,0.0,0.0
0,,1,0.3666,False,1.0,0.0
1,,1,0.3666,False,1.0,0.0
0,,1,0.11660000000000001,False,0.0,1.0
1,,1,0.11660000000000001,False,0.0,1.0
0,,1,0.10339999999999999,False,1.0,1.0
1,,1,0.10339999999999999,False,1.0,1.0
