S,5,T,prob,Connected,2,1
3,,1,0.13,True,1.0,
0,,1,0.32,False,2.0,
1,,1,0.32,False,2.0,
2,,1,0.32,False,2.0,
3,,1,0.32,False,2.0,
0,,1,0.28,False,3.0,
1,,1,0.28,True,3.0,
2,,1,0.28,True,3.0,
3,,1,0.28,False,3.0,
0,,2,0.27,True,0.0,
1,,2,0.27,True,0.0,
2,,2,0.27,True,0.0,
3,,2,0.27,False,0.0,
0,,2,0.13,False,1.0,
1,,2,0.13,False,1.0,
2,,2,0.13,False,1.0,
3,,2,0.13,False,1.0,
0,,2,0.32,False,2.0,
1,,2,0.32,True,2.0,
2,,2,0.32,True,2.0,
3,,2,0.32,True,2.0,
0,,2,0.28,False,3.0,
1,,2,0.28,False,3.0,
2,,2,0.28,False,3.0,
3,,2,0.28,False,3.0,
0,,3,0.27,True,0.0,
1,,3,0.27,True,0.0,
2,,3,0.27,True,0.0,
3,,3,0.27,False,0.0,
0,,3,0.13,False,1.0,
1,,3,0.13,False,1.0,
2,,3,0.13,False,1.0,
3,,3,0.13,False,1.0,
0,,3,0.32,False,2.0,
1,,3,0.32,True,2.0,
2,,3,0.32,True,2.0,
3,,3,0.32,True,2.0,
0,,3,0.28,False,3.0,
1,,3,0.28,True,3.0,
2,,3,0.28,True,3.0,
3,,3,0.28,False,3.0,
0,,0,0.19,True,,0.0
1,,0,0.19,True,,0.0
2,,0,0.19,True,,0.0
3,,0,0.19,False,,0.0
0,,0,0.3,True,,1.0
1,,0,0.3,False,,1.0
2,,0,0.3,True,,1.0
3,,0,0.3,True,,1.0
0,,0,0.51,False,,2.0
1,,0,0.51,True,,2.0
2,,0,0.51,True,,2.0
3,,0,0.51,True,,2.0
0,,1,0.19,True,,0.0
1,,1,0.19,True,,0.0
2,,1,0.19,True,,0.0
3,,1,0.19,False,,0.0
0,,1,0.3,True,,1.0
1,,1,0.3,False,,1.0
2,,1,0.3,True,,1.0
3,,1,0.3,True,,1.0
0,,1,0.51,False,,2.0
1,,1,0.51,True,,2.0
2,,1,0.51,True,,2.0
3,,1,0.51,True,,2.0
0,,2,0.19,True,,0.0
1,,2,0.19,True,,0.0
2,,2,0.19,True,,0.0
3,,2,0.19,False,,0.0
0,,2,0.3,False,,1.0
1,,2,0.3,False,,1.0
2,,2,0.3,False,,1.0
3,,2,0.3,False,,1.0
0,,2,0.51,False,,2.0
1,,2,0.51,False,,2.0
2,,2,0.51,False,,2.0
3,,2,0.51,False,,2.0
0,,3,0.19,True,,0.0
1,,3,0.19,True,,0.0
2,,3,0.19,True,,0.0
3,,3,0.19,False,,0.0
0,,3,0.3,True,,1.0
1,,3,0.3,False,,1.0
2,,3,0.3,True,,1.0
3,,3,0.3,True,,1.0
0,,3,0.51,False,,2.0
1,,3,0.51,False,,2.0
2,,3,0.51,False,,2.0
3,,3,0.51,False,,2.0
