S,73,T,prob,Connected,67,63,60,31,24,23,15,11,10,4,2,69,70,66,68,64,65,56,59,54,58,53,55,44,52,40,48,38,47,37,46,18,36,8,34
2,,1,0.1551,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.09240000000000001,False,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.09240000000000001,False,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
2,,1,0.09240000000000001,False,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.2015,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.2015,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
2,,0,0.2015,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.1625,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.1625,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
2,,0,0.1625,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.28600000000000003,False,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.28600000000000003,False,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
2,,0,0.28600000000000003,False,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.1085,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.1085,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
2,,0,0.1085,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.0875,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.0875,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
2,,0,0.0875,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.154,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.154,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
2,,0,0.154,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.2015,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.2015,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
2,,1,0.2015,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.1625,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.1625,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
2,,1,0.1625,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.28600000000000003,False,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.28600000000000003,False,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
2,,1,0.28600000000000003,False,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.1085,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.1085,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
2,,1,0.1085,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.0875,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.0875,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
2,,1,0.0875,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.154,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.154,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
2,,1,0.154,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.3534,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,0,0.3534,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
2,,0,0.3534,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,0,0.2166,True,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,0,0.2166,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
2,,0,0.2166,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,0,0.2666,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,0,0.2666,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
2,,0,0.2666,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,0,0.1634,True,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,0,0.1634,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
2,,0,0.1634,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,1,0.3534,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,1,0.3534,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
2,,1,0.3534,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,1,0.2166,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,1,0.2166,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
2,,1,0.2166,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,1,0.2666,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,1,0.2666,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
2,,1,0.2666,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,1,0.1634,True,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,1,0.1634,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
2,,1,0.1634,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,0,0.1564,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.1564,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
2,,0,0.1564,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.0506,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.0506,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
2,,0,0.0506,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.023000000000000003,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
1,,0,0.023000000000000003,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
2,,0,0.023000000000000003,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
0,,0,0.5236000000000001,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.5236000000000001,True,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
2,,0,0.5236000000000001,True,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.1694,True,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.1694,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
2,,0,0.1694,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.07700000000000001,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
1,,0,0.07700000000000001,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
2,,0,0.07700000000000001,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
0,,1,0.1564,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.1564,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
2,,1,0.1564,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.0506,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.0506,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
2,,1,0.0506,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.023000000000000003,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
1,,1,0.023000000000000003,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
2,,1,0.023000000000000003,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
0,,1,0.5236000000000001,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.5236000000000001,True,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
2,,1,0.5236000000000001,True,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.1694,True,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.1694,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
2,,1,0.1694,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.07700000000000001,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
1,,1,0.07700000000000001,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
2,,1,0.07700000000000001,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
0,,0,0.2268,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.2268,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
2,,0,0.2268,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.21420000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.21420000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
2,,0,0.21420000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.189,True,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
1,,0,0.189,False,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
2,,0,0.189,True,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
0,,0,0.13319999999999999,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.13319999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
2,,0,0.13319999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.1258,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.1258,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
2,,0,0.1258,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.111,True,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
1,,0,0.111,False,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
2,,0,0.111,True,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
0,,1,0.2268,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.2268,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
2,,1,0.2268,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.21420000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.21420000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
2,,1,0.21420000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.189,True,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
1,,1,0.189,False,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
2,,1,0.189,True,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
0,,1,0.13319999999999999,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.13319999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
2,,1,0.13319999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.1258,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.1258,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
2,,1,0.1258,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.111,True,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
1,,1,0.111,False,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
2,,1,0.111,True,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
0,,0,0.36479999999999996,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.36479999999999996,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
2,,0,0.36479999999999996,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.2752,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.2752,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
2,,0,0.2752,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.20519999999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.20519999999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
2,,0,0.20519999999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.1548,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.1548,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
2,,0,0.1548,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.36479999999999996,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.36479999999999996,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
2,,1,0.36479999999999996,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.2752,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.2752,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
2,,1,0.2752,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.20519999999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.20519999999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
2,,1,0.20519999999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.1548,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.1548,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
2,,1,0.1548,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.2623,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.2623,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2,,0,0.2623,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.2806,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.2806,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
2,,0,0.2806,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.06709999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
1,,0,0.06709999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
2,,0,0.06709999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
0,,0,0.16770000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.16770000000000002,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
2,,0,0.16770000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.1794,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.1794,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
2,,0,0.1794,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.0429,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
1,,0,0.0429,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
2,,0,0.0429,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
0,,1,0.2623,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.2623,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2,,1,0.2623,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.2806,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.2806,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
2,,1,0.2806,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.06709999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
1,,1,0.06709999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
2,,1,0.06709999999999999,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
0,,1,0.16770000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.16770000000000002,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
2,,1,0.16770000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.1794,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.1794,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
2,,1,0.1794,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.0429,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
1,,1,0.0429,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
2,,1,0.0429,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
0,,0,0.098,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.098,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2,,0,0.098,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.15400000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.15400000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
2,,0,0.15400000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.028000000000000004,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
1,,0,0.028000000000000004,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
2,,0,0.028000000000000004,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
0,,0,0.252,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.252,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
2,,0,0.252,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.396,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.396,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
2,,0,0.396,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.072,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
1,,0,0.072,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
2,,0,0.072,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
0,,1,0.098,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.098,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2,,1,0.098,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.15400000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.15400000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
2,,1,0.15400000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.028000000000000004,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
1,,1,0.028000000000000004,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
2,,1,0.028000000000000004,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
0,,1,0.252,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.252,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
2,,1,0.252,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.396,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.396,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
2,,1,0.396,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.072,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
1,,1,0.072,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
2,,1,0.072,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
0,,0,0.1276,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.1276,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
2,,0,0.1276,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.22039999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.22039999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
2,,0,0.22039999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.23199999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
1,,0,0.23199999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
2,,0,0.23199999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
0,,0,0.0924,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.0924,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
2,,0,0.0924,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.1596,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.1596,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
2,,0,0.1596,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.168,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
1,,0,0.168,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
2,,0,0.168,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
0,,1,0.1276,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.1276,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
2,,1,0.1276,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.22039999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.22039999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
2,,1,0.22039999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.23199999999999998,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,
