S,6,T,prob,Connected,5,4,2
1,,2,0.32,False,1.0,,
2,,2,0.32,True,1.0,,
3,,2,0.32,True,1.0,,
0,,2,0.25,False,2.0,,
1,,2,0.25,False,2.0,,
2,,2,0.25,False,2.0,,
3,,2,0.25,False,2.0,,
0,,2,0.23,True,3.0,,
1,,2,0.23,False,3.0,,
2,,2,0.23,True,3.0,,
3,,2,0.23,True,3.0,,
0,,3,0.2,False,0.0,,
1,,3,0.2,True,0.0,,
2,,3,0.2,False,0.0,,
3,,3,0.2,True,0.0,,
0,,3,0.32,True,1.0,,
1,,3,0.32,False,1.0,,
2,,3,0.32,True,1.0,,
3,,3,0.32,True,1.0,,
0,,3,0.25,True,2.0,,
1,,3,0.25,False,2.0,,
2,,3,0.25,False,2.0,,
3,,3,0.25,True,2.0,,
0,,3,0.23,True,3.0,,
1,,3,0.23,False,3.0,,
2,,3,0.23,True,3.0,,
3,,3,0.23,True,3.0,,
0,,0,0.31,True,,0.0,
1,,0,0.31,True,,0.0,
2,,0,0.31,False,,0.0,
3,,0,0.31,True,,0.0,
0,,0,0.36,True,,1.0,
1,,0,0.36,True,,1.0,
2,,0,0.36,True,,1.0,
3,,0,0.36,True,,1.0,
0,,0,0.33,True,,2.0,
1,,0,0.33,False,,2.0,
2,,0,0.33,True,,2.0,
3,,0,0.33,True,,2.0,
0,,1,0.31,True,,0.0,
1,,1,0.31,True,,0.0,
2,,1,0.31,False,,0.0,
3,,1,0.31,True,,0.0,
0,,1,0.36,True,,1.0,
1,,1,0.36,True,,1.0,
2,,1,0.36,True,,1.0,
3,,1,0.36,True,,1.0,
0,,1,0.33,False,,2.0,
1,,1,0.33,False,,2.0,
2,,1,0.33,False,,2.0,
3,,1,0.33,False,,2.0,
0,,2,0.31,True,,0.0,
1,,2,0.31,True,,0.0,
2,,2,0.31,False,,0.0,
3,,2,0.31,True,,0.0,
0,,2,0.36,True,,1.0,
1,,2,0.36,True,,1.0,
2,,2,0.36,True,,1.0,
3,,2,0.36,True,,1.0,
0,,2,0.33,False,,2.0,
1,,2,0.33,False,,2.0,
2,,2,0.33,False,,2.0,
3,,2,0.33,False,,2.0,
0,,3,0.31,True,,0.0,
1,,3,0.31,True,,0.0,
2,,3,0.31,False,,0.0,
3,,3,0.31,True,,0.0,
0,,3,0.36,True,,1.0,
1,,3,0.36,True,,1.0,
2,,3,0.36,True,,1.0,
3,,3,0.36,True,,1.0,
0,,3,0.33,True,,2.0,
1,,3,0.33,False,,2.0,
2,,3,0.33,True,,2.0,
3,,3,0.33,True,,2.0,
0,,0,0.26,False,,,0.0
1,,0,0.26,False,,,0.0
2,,0,0.26,False,,,0.0
3,,0,0.26,False,,,0.0
0,,0,0.4,True,,,1.0
1,,0,0.4,True,,,1.0
2,,0,0.4,True,,,1.0
3,,0,0.4,True,,,1.0
0,,0,0.34,True,,,2.0
1,,0,0.34,True,,,2.0
2,,0,0.34,True,,,2.0
3,,0,0.34,True,,,2.0
0,,1,0.26,True,,,0.0
1,,1,0.26,True,,,0.0
2,,1,0.26,True,,,0.0
3,,1,0.26,True,,,0.0
0,,1,0.4,True,,,1.0
1,,1,0.4,True,,,1.0
2,,1,0.4,True,,,1.0
3,,1,0.4,True,,,1.0
0,,1,0.34,True,,,2.0
1,,1,0.34,True,,,2.0
2,,1,0.34,True,,,2.0
3,,1,0.34,True,,,2.0
0,,2,0.26,True,,,0.0
1,,2,0.26,True,,,0.0
2,,2,0.26,True,,,0.0
3,,2,0.26,True,,,0.0
0,,2,0.4,False,,,1.0
1,,2,0.4,False,,,1.0
2,,2,0.4,False,,,1.0
3,,2,0.4,False,,,1.0
0,,2,0.34,True,,,2.0
1,,2,0.34,True,,,2.0
2,,2,0.34,True,,,2.0
3,,2,0.34,True,,,2.0
0,,3,0.26,True,,,0.0
1,,3,0.26,True,,,0.0
2,,3,0.26,True,,,0.0
3,,3,0.26,True,,,0.0
0,,3,0.4,True,,,1.0
1,,3,0.4,True,,,1.0
2,,3,0.4,True,,,1.0
3,,3,0.4,True,,,1.0
0,,3,0.34,True,,,2.0
1,,3,0.34,True,,,2.0
2,,3,0.34,True,,,2.0
3,,3,0.34,True,,,2.0
