0,,1,0.46149999999999997,True,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,1,0.46149999999999997,True,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,1,0.1885,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,1,0.1885,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,1,0.24849999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,1,0.24849999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,1,0.10149999999999999,True,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,1,0.10149999999999999,True,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,0,0.41340000000000005,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.41340000000000005,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.11660000000000001,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.11660000000000001,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.3666,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.3666,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.10339999999999999,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.10339999999999999,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.41340000000000005,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.41340000000000005,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.11660000000000001,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.11660000000000001,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.3666,True,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.3666,True,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.10339999999999999,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.10339999999999999,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.44880000000000003,True,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.44880000000000003,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.21120000000000003,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.21120000000000003,False,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.23120000000000004,True,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.23120000000000004,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.10880000000000001,True,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.10880000000000001,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.44880000000000003,True,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.44880000000000003,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.21120000000000003,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.21120000000000003,False,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.23120000000000004,True,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.23120000000000004,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.10880000000000001,True,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.10880000000000001,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.3843,True,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.3843,True,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.22569999999999998,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.22569999999999998,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.2457,True,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.2457,True,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.1443,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.1443,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.3843,True,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.3843,True,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.22569999999999998,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.22569999999999998,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.2457,True,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.2457,True,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.1443,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.1443,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.3392,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.3392,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.3008,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.3008,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.1908,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.1908,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.1692,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.1692,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.3392,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.3392,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.3008,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.3008,True,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.1908,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.1908,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.1692,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.1692,True,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.5032,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.5032,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.1768,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.1768,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.2368,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.2368,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.08320000000000001,True,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.08320000000000001,True,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.5032,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.5032,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.1768,True,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.1768,True,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.2368,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.2368,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.08320000000000001,True,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.08320000000000001,True,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.32480000000000003,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.32480000000000003,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.2552,True,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.2552,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.23520000000000002,True,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.23520000000000002,True,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.1848,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.1848,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.32480000000000003,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.32480000000000003,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.2552,True,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.2552,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.23520000000000002,True,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.23520000000000002,True,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.1848,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.1848,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.41340000000000005,True,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.41340000000000005,True,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.3666,True,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.3666,True,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.11660000000000001,True,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.11660000000000001,True,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.10339999999999999,True,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.10339999999999999,True,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.41340000000000005,True,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.41340000000000005,True,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.3666,True,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.3666,True,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.11660000000000001,True,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.11660000000000001,True,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.10339999999999999,True,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.10339999999999999,True,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
