S,5,6,T,prob,Connected,3,4
0,0.0,0.0,0,0.54,False,,
1,0.0,0.0,0,0.54,True,,
0,1.0,0.0,0,0.21000000000000002,True,,
1,1.0,0.0,0,0.21000000000000002,True,,
0,0.0,1.0,0,0.18,False,,
1,0.0,1.0,0,0.18,False,,
0,1.0,1.0,0,0.07,False,,
1,1.0,1.0,0,0.07,False,,
0,0.0,0.0,1,0.54,False,,
1,0.0,0.0,1,0.54,True,,
0,1.0,0.0,1,0.21000000000000002,True,,
1,1.0,0.0,1,0.21000000000000002,True,,
0,0.0,1.0,1,0.18,False,,
1,0.0,1.0,1,0.18,True,,
0,1.0,1.0,1,0.07,True,,
1,1.0,1.0,1,0.07,True,,
0,,,0,0.504,True,0.0,0.0
1,,,0,0.504,True,0.0,0.0
0,,,0,0.296,False,1.0,0.0
1,,,0,0.296,False,1.0,0.0
0,,,0,0.126,False,0.0,1.0
1,,,0,0.126,False,0.0,1.0
0,,,0,0.074,False,1.0,1.0
1,,,0,0.074,False,1.0,1.0
0,,,1,0.504,True,0.0,0.0
1,,,1,0.504,True,0.0,0.0
0,,,1,0.296,False,1.0,0.0
1,,,1,0.296,False,1.0,0.0
0,,,1,0.126,True,0.0,1.0
1,,,1,0.126,True,0.0,1.0
0,,,1,0.074,False,1.0,1.0
1,,,1,0.074,False,1.0,1.0
