0,,0,0.52,True,,,,0.0,,,,,,,,,,,,,
1,,0,0.52,False,,,,0.0,,,,,,,,,,,,,
0,,0,0.48,True,,,,1.0,,,,,,,,,,,,,
1,,0,0.48,False,,,,1.0,,,,,,,,,,,,,
0,,1,0.52,False,,,,0.0,,,,,,,,,,,,,
1,,1,0.52,False,,,,0.0,,,,,,,,,,,,,
0,,1,0.48,True,,,,1.0,,,,,,,,,,,,,
1,,1,0.48,False,,,,1.0,,,,,,,,,,,,,
0,,0,0.67,True,,,,,0.0,,,,,,,,,,,,
1,,0,0.67,True,,,,,0.0,,,,,,,,,,,,
0,,0,0.33,False,,,,,1.0,,,,,,,,,,,,
1,,0,0.33,False,,,,,1.0,,,,,,,,,,,,
0,,1,0.67,False,,,,,0.0,,,,,,,,,,,,
1,,1,0.67,False,,,,,0.0,,,,,,,,,,,,
0,,1,0.33,True,,,,,1.0,,,,,,,,,,,,
1,,1,0.33,False,,,,,1.0,,,,,,,,,,,,
0,,0,0.76,True,,,,,,0.0,,,,,,,,,,,
1,,0,0.76,False,,,,,,0.0,,,,,,,,,,,
0,,0,0.24,False,,,,,,1.0,,,,,,,,,,,
1,,0,0.24,True,,,,,,1.0,,,,,,,,,,,
0,,1,0.76,True,,,,,,0.0,,,,,,,,,,,
1,,1,0.76,False,,,,,,0.0,,,,,,,,,,,
0,,1,0.24,False,,,,,,1.0,,,,,,,,,,,
1,,1,0.24,True,,,,,,1.0,,,,,,,,,,,
0,,0,0.51,False,,,,,,,0.0,,,,,,,,,,
1,,0,0.51,False,,,,,,,0.0,,,,,,,,,,
0,,0,0.49,False,,,,,,,1.0,,,,,,,,,,
1,,0,0.49,False,,,,,,,1.0,,,,,,,,,,
0,,1,0.51,True,,,,,,,0.0,,,,,,,,,,
1,,1,0.51,False,,,,,,,0.0,,,,,,,,,,
0,,1,0.49,False,,,,,,,1.0,,,,,,,,,,
1,,1,0.49,False,,,,,,,1.0,,,,,,,,,,
0,,0,0.66,False,,,,,,,,0.0,,,,,,,,,
1,,0,0.66,False,,,,,,,,0.0,,,,,,,,,
0,,0,0.34,True,,,,,,,,1.0,,,,,,,,,
1,,0,0.34,True,,,,,,,,1.0,,,,,,,,,
0,,1,0.66,False,,,,,,,,0.0,,,,,,,,,
1,,1,0.66,False,,,,,,,,0.0,,,,,,,,,
0,,1,0.34,True,,,,,,,,1.0,,,,,,,,,
1,,1,0.34,True,,,,,,,,1.0,,,,,,,,,
0,,0,0.65,True,,,,,,,,,0.0,,,,,,,,
1,,0,0.65,True,,,,,,,,,0.0,,,,,,,,
0,,0,0.35,True,,,,,,,,,1.0,,,,,,,,
1,,0,0.35,True,,,,,,,,,1.0,,,,,,,,
0,,1,0.65,False,,,,,,,,,0.0,,,,,,,,
1,,1,0.65,False,,,,,,,,,0.0,,,,,,,,
0,,1,0.35,False,,,,,,,,,1.0,,,,,,,,
1,,1,0.35,False,,,,,,,,,1.0,,,,,,,,
0,,0,0.4312,False,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.4312,True,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.3388,False,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.3388,False,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.12880000000000003,False,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.12880000000000003,True,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.1012,False,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.1012,False,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.4312,False,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.4312,True,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.3388,False,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.3388,False,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.12880000000000003,False,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.12880000000000003,True,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.1012,False,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.1012,False,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.6240000000000001,False,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.6240000000000001,True,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.15600000000000003,True,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.15600000000000003,False,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.17600000000000002,False,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.17600000000000002,False,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.044000000000000004,False,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.044000000000000004,False,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.6240000000000001,False,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.6240000000000001,True,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.15600000000000003,True,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.15600000000000003,False,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.17600000000000002,False,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.17600000000000002,False,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.044000000000000004,False,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.044000000000000004,False,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.6400000000000001,False,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.6400000000000001,False,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.16000000000000003,False,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.16000000000000003,False,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.16000000000000003,False,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.16000000000000003,False,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.04000000000000001,False,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.04000000000000001,False,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.6400000000000001,False,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.6400000000000001,True,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.16000000000000003,False,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.16000000000000003,True,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.16000000000000003,False,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.16000000000000003,False,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.04000000000000001,False,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.04000000000000001,False,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.4446,False,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.4446,False,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.33540000000000003,False,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.33540000000000003,False,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.12539999999999998,False,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.12539999999999998,False,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.0946,False,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.0946,False,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.4446,False,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.4446,False,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.33540000000000003,False,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.33540000000000003,False,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.12539999999999998,False,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.12539999999999998,False,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.0946,False,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.0946,False,,,,,,,,,,,,,,,,1.0,1.0
