S,5,6,T,prob,Connected,1,3
0,1.0,0.0,3,0.10200000000000001,True,,
1,1.0,0.0,3,0.10200000000000001,True,,
2,1.0,0.0,3,0.10200000000000001,True,,
3,1.0,0.0,3,0.10200000000000001,True,,
0,2.0,0.0,3,0.078,False,,
1,2.0,0.0,3,0.078,False,,
2,2.0,0.0,3,0.078,False,,
3,2.0,0.0,3,0.078,True,,
0,0.0,1.0,3,0.136,False,,
1,0.0,1.0,3,0.136,False,,
2,0.0,1.0,3,0.136,False,,
3,0.0,1.0,3,0.136,False,,
0,1.0,1.0,3,0.11560000000000002,False,,
1,1.0,1.0,3,0.11560000000000002,False,,
2,1.0,1.0,3,0.11560000000000002,False,,
3,1.0,1.0,3,0.11560000000000002,False,,
0,2.0,1.0,3,0.0884,False,,
1,2.0,1.0,3,0.0884,False,,
2,2.0,1.0,3,0.0884,False,,
3,2.0,1.0,3,0.0884,False,,
0,0.0,2.0,3,0.128,True,,
1,0.0,2.0,3,0.128,True,,
2,0.0,2.0,3,0.128,True,,
3,0.0,2.0,3,0.128,False,,
0,1.0,2.0,3,0.10880000000000001,True,,
1,1.0,2.0,3,0.10880000000000001,True,,
2,1.0,2.0,3,0.10880000000000001,True,,
3,1.0,2.0,3,0.10880000000000001,True,,
0,2.0,2.0,3,0.08320000000000001,False,,
1,2.0,2.0,3,0.08320000000000001,False,,
2,2.0,2.0,3,0.08320000000000001,False,,
3,2.0,2.0,3,0.08320000000000001,True,,
0,0.0,3.0,3,0.016,False,,
1,0.0,3.0,3,0.016,False,,
2,0.0,3.0,3,0.016,False,,
3,0.0,3.0,3,0.016,False,,
0,1.0,3.0,3,0.013600000000000001,True,,
1,1.0,3.0,3,0.013600000000000001,True,,
2,1.0,3.0,3,0.013600000000000001,True,,
3,1.0,3.0,3,0.013600000000000001,True,,
0,2.0,3.0,3,0.010400000000000001,False,,
1,2.0,3.0,3,0.010400000000000001,False,,
2,2.0,3.0,3,0.010400000000000001,False,,
3,2.0,3.0,3,0.010400000000000001,True,,
0,,,0,0.0429,True,0.0,0.0
1,,,0,0.0429,False,0.0,0.0
2,,,0,0.0429,True,0.0,0.0
3,,,0,0.0429,True,0.0,0.0
0,,,0,0.1443,False,1.0,0.0
1,,,0,0.1443,True,1.0,0.0
2,,,0,0.1443,True,1.0,0.0
3,,,0,0.1443,True,1.0,0.0
0,,,0,0.2028,False,2.0,0.0
1,,,0,0.2028,False,2.0,0.0
2,,,0,0.2028,True,2.0,0.0
3,,,0,0.2028,True,2.0,0.0
0,,,0,0.044000000000000004,False,0.0,1.0
1,,,0,0.044000000000000004,False,0.0,1.0
2,,,0,0.044000000000000004,False,0.0,1.0
3,,,0,0.044000000000000004,False,0.0,1.0
0,,,0,0.148,False,1.0,1.0
1,,,0,0.148,False,1.0,1.0
2,,,0,0.148,False,1.0,1.0
3,,,0,0.148,False,1.0,1.0
0,,,0,0.20800000000000002,False,2.0,1.0
1,,,0,0.20800000000000002,False,2.0,1.0
2,,,0,0.20800000000000002,False,2.0,1.0
3,,,0,0.20800000000000002,False,2.0,1.0
0,,,0,0.0231,False,0.0,2.0
1,,,0,0.0231,False,0.0,2.0
2,,,0,0.0231,False,0.0,2.0
3,,,0,0.0231,False,0.0,2.0
0,,,0,0.07769999999999999,False,1.0,2.0
1,,,0,0.07769999999999999,False,1.0,2.0
2,,,0,0.07769999999999999,False,1.0,2.0
3,,,0,0.07769999999999999,False,1.0,2.0
0,,,0,0.1092,False,2.0,2.0
1,,,0,0.1092,False,2.0,2.0
2,,,0,0.1092,False,2.0,2.0
3,,,0,0.1092,False,2.0,2.0
0,,,1,0.0429,True,0.0,0.0
1,,,1,0.0429,False,0.0,0.0
2,,,1,0.0429,True,0.0,0.0
3,,,1,0.0429,True,0.0,0.0
0,,,1,0.1443,False,1.0,0.0
1,,,1,0.1443,True,1.0,0.0
2,,,1,0.1443,True,1.0,0.0
3,,,1,0.1443,True,1.0,0.0
0,,,1,0.2028,False,2.0,0.0
1,,,1,0.2028,False,2.0,0.0
2,,,1,0.2028,True,2.0,0.0
3,,,1,0.2028,True,2.0,0.0
0,,,1,0.044000000000000004,False,0.0,1.0
1,,,1,0.044000000000000004,False,0.0,1.0
2,,,1,0.044000000000000004,False,0.0,1.0
3,,,1,0.044000000000000004,False,0.0,1.0
0,,,1,0.148,False,1.0,1.0
1,,,1,0.148,True,1.0,1.0
2,,,1,0.148,True,1.0,1.0
3,,,1,0.148,True,1.0,1.0
0,,,1,0.20800000000000002,False,2.0,1.0
1,,,1,0.20800000000000002,False,2.0,1.0
2,,,1,0.20800000000000002,True,2.0,1.0
3,,,1,0.20800000000000002,True,2.0,1.0
0,,,1,0.0231,True,0.0,2.0
1,,,1,0.0231,False,0.0,2.0
2,,,1,0.0231,True,0.0,2.0
3,,,1,0.0231,True,0.0,2.0
0,,,1,0.07769999999999999,False,1.0,2.0
1,,,1,0.07769999999999999,False,1.0,2.0
2,,,1,0.07769999999999999,False,1.0,2.0
3,,,1,0.07769999999999999,False,1.0,2.0
0,,,1,0.1092,False,2.0,2.0
1,,,1,0.1092,False,2.0,2.0
2,,,1,0.1092,True,2.0,2.0
3,,,1,0.1092,True,2.0,2.0
0,,,2,0.0429,True,0.0,0.0
1,,,2,0.0429,False,0.0,0.0
2,,,2,0.0429,True,0.0,0.0
3,,,2,0.0429,True,0.0,0.0
0,,,2,0.1443,False,1.0,0.0
1,,,2,0.1443,True,1.0,0.0
2,,,2,0.1443,True,1.0,0.0
3,,,2,0.1443,True,1.0,0.0
0,,,2,0.2028,False,2.0,0.0
1,,,2,0.2028,False,2.0,0.0
2,,,2,0.2028,True,2.0,0.0
3,,,2,0.2028,True,2.0,0.0
0,,,2,0.044000000000000004,False,0.0,1.0
1,,,2,0.044000000000000004,False,0.0,1.0
2,,,2,0.044000000000000004,False,0.0,1.0
3,,,2,0.044000000000000004,False,0.0,1.0
0,,,2,0.148,False,1.0,1.0
1,,,2,0.148,True,1.0,1.0
2,,,2,0.148,True,1.0,1.0
3,,,2,0.148,True,1.0,1.0
0,,,2,0.20800000000000002,False,2.0,1.0
1,,,2,0.20800000000000002,False,2.0,1.0
2,,,2,0.20800000000000002,True,2.0,1.0
3,,,2,0.20800000000000002,True,2.0,1.0
0,,,2,0.0231,True,0.0,2.0
1,,,2,0.0231,False,0.0,2.0
2,,,2,0.0231,True,0.0,2.0
3,,,2,0.0231,True,0.0,2.0
0,,,2,0.07769999999999999,False,1.0,2.0
1,,,2,0.07769999999999999,False,1.0,2.0
2,,,2,0.07769999999999999,False,1.0,2.0
3,,,2,0.07769999999999999,False,1.0,2.0
0,,,2,0.1092,False,2.0,2.0
1,,,2,0.1092,False,2.0,2.0
2,,,2,0.1092,True,2.0,2.0
3,,,2,0.1092,True,2.0,2.0
0,,,3,0.0429,True,0.0,0.0
1,,,3,0.0429,False,0.0,0.0
2,,,3,0.0429,True,0.0,0.0
3,,,3,0.0429,True,0.0,0.0
0,,,3,0.1443,False,1.0,0.0
1,,,3,0.1443,True,1.0,0.0
2,,,3,0.1443,True,1.0,0.0
3,,,3,0.1443,True,1.0,0.0
0,,,3,0.2028,False,2.0,0.0
1,,,3,0.2028,False,2.0,0.0
2,,,3,0.2028,True,2.0,0.0
3,,,3,0.2028,True,2.0,0.0
0,,,3,0.044000000000000004,False,0.0,1.0
1,,,3,0.044000000000000004,False,0.0,1.0
2,,,3,0.044000000000000004,False,0.0,1.0
3,,,3,0.044000000000000004,False,0.0,1.0
0,,,3,0.148,False,1.0,1.0
1,,,3,0.148,False,1.0,1.0
2,,,3,0.148,False,1.0,1.0
3,,,3,0.148,False,1.0,1.0
0,,,3,0.20800000000000002,False,2.0,1.0
1,,,3,0.20800000000000002,False,2.0,1.0
2,,,3,0.20800000000000002,False,2.0,1.0
3,,,3,0.20800000000000002,False,2.0,1.0
0,,,3,0.0231,True,0.0,2.0
1,,,3,0.0231,False,0.0,2.0
2,,,3,0.0231,True,0.0,2.0
3,,,3,0.0231,True,0.0,2.0
0,,,3,0.07769999999999999,False,1.0,2.0
1,,,3,0.07769999999999999,False,1.0,2.0
2,,,3,0.07769999999999999,False,1.0,2.0
3,,,3,0.07769999999999999,False,1.0,2.0
0,,,3,0.1092,False,2.0,2.0
1,,,3,0.1092,False,2.0,2.0
2,,,3,0.1092,True,2.0,2.0
3,,,3,0.1092,True,2.0,2.0
