S,8,T,prob,Connected,7,5,1
0,0.0,0,0.72,True,,,
1,0.0,0,0.72,False,,,
0,1.0,0,0.28,True,,,
1,1.0,0,0.28,True,,,
0,0.0,1,0.72,True,,,
1,0.0,1,0.72,False,,,
0,1.0,1,0.28,False,,,
1,1.0,1,0.28,False,,,
0,,0,0.8,True,0.0,,
1,,0,0.8,False,0.0,,
0,,0,0.2,True,1.0,,
1,,0,0.2,True,1.0,,
0,,1,0.8,True,0.0,,
1,,1,0.8,False,0.0,,
0,,1,0.2,True,1.0,,
1,,1,0.2,True,1.0,,
0,,0,0.77,True,,0.0,
1,,0,0.77,True,,0.0,
0,,0,0.23,True,,1.0,
1,,0,0.23,True,,1.0,
0,,1,0.77,True,,0.0,
1,,1,0.77,True,,0.0,
0,,1,0.23,False,,1.0,
1,,1,0.23,False,,1.0,
0,,0,0.54,True,,,0.0
1,,0,0.54,True,,,0.0
0,,0,0.46,False,,,1.0
1,,0,0.46,True,,,1.0
0,,1,0.54,True,,,0.0
1,,1,0.54,True,,,0.0
0,,1,0.46,False,,,1.0
1,,1,0.46,True,,,1.0
