S,4,T,prob,Connected,3,6,1,5
0,0.0,0,0.78,False,,,,
1,0.0,0,0.78,False,,,,
0,1.0,0,0.22,False,,,,
1,1.0,0,0.22,False,,,,
0,0.0,1,0.78,False,,,,
1,0.0,1,0.78,False,,,,
0,1.0,1,0.22,False,,,,
1,1.0,1,0.22,False,,,,
0,,0,0.4332,False,0.0,0.0,,
1,,0,0.4332,False,0.0,0.0,,
0,,0,0.13679999999999998,False,1.0,0.0,,
1,,0,0.13679999999999998,False,1.0,0.0,,
0,,0,0.3268,True,0.0,1.0,,
1,,0,0.3268,True,0.0,1.0,,
0,,0,0.1032,True,1.0,1.0,,
1,,0,0.1032,True,1.0,1.0,,
0,,1,0.4332,True,0.0,0.0,,
1,,1,0.4332,True,0.0,0.0,,
0,,1,0.13679999999999998,True,1.0,0.0,,
1,,1,0.13679999999999998,True,1.0,0.0,,
0,,1,0.3268,True,0.0,1.0,,
1,,1,0.3268,True,0.0,1.0,,
0,,1,0.1032,True,1.0,1.0,,
1,,1,0.1032,True,1.0,1.0,,
0,,0,0.45560000000000006,False,,,0.0,0.0
1,,0,0.45560000000000006,False,,,0.0,0.0
0,,0,0.22440000000000002,True,,,1.0,0.0
1,,0,0.22440000000000002,True,,,1.0,0.0
0,,0,0.2144,False,,,0.0,1.0
1,,0,0.2144,False,,,0.0,1.0
0,,0,0.10560000000000001,True,,,1.0,1.0
1,,0,0.10560000000000001,True,,,1.0,1.0
0,,1,0.45560000000000006,False,,,0.0,0.0
1,,1,0.45560000000000006,False,,,0.0,0.0
0,,1,0.22440000000000002,False,,,1.0,0.0
1,,1,0.22440000000000002,False,,,1.0,0.0
0,,1,0.2144,False,,,0.0,1.0
1,,1,0.2144,False,,,0.0,1.0
0,,1,0.10560000000000001,True,,,1.0,1.0
1,,1,0.10560000000000001,True,,,1.0,1.0
