S,6,T,prob,Connected,5,3
0,0.0,0,0.69,False,,
1,0.0,0,0.69,False,,
0,1.0,0,0.31,False,,
1,1.0,0,0.31,False,,
0,0.0,1,0.69,False,,
1,0.0,1,0.69,False,,
0,1.0,1,0.31,False,,
1,1.0,1,0.31,False,,
0,,0,0.69,True,0.0,
1,,0,0.69,True,0.0,
0,,0,0.31,True,1.0,
1,,0,0.31,False,1.0,
0,,1,0.69,True,0.0,
1,,1,0.69,True,0.0,
0,,1,0.31,False,1.0,
1,,1,0.31,False,1.0,
0,,0,0.67,True,,0.0
1,,0,0.67,True,,0.0
0,,0,0.33,True,,1.0
1,,0,0.33,False,,1.0
0,,1,0.67,False,,0.0
1,,1,0.67,False,,0.0
0,,1,0.33,True,,1.0
1,,1,0.33,False,,1.0
