S,13,T,prob,Connected,29,34,24,28,23,27,16,25,14,22,12,20,11,18,10,19,2,8,1,6
0,0.0,0,0.8,False,,,,,,,,,,,,,,,,,,,,
1,0.0,0,0.8,False,,,,,,,,,,,,,,,,,,,,
0,1.0,0,0.2,False,,,,,,,,,,,,,,,,,,,,
1,1.0,0,0.2,True,,,,,,,,,,,,,,,,,,,,
0,0.0,1,0.8,True,,,,,,,,,,,,,,,,,,,,
1,0.0,1,0.8,True,,,,,,,,,,,,,,,,,,,,
0,1.0,1,0.2,False,,,,,,,,,,,,,,,,,,,,
1,1.0,1,0.2,True,,,,,,,,,,,,,,,,,,,,
0,,0,0.3074,False,0.0,0.0,,,,,,,,,,,,,,,,,,
1,,0,0.3074,False,0.0,0.0,,,,,,,,,,,,,,,,,,
0,,0,0.27259999999999995,False,1.0,0.0,,,,,,,,,,,,,,,,,,
1,,0,0.27259999999999995,False,1.0,0.0,,,,,,,,,,,,,,,,,,
0,,0,0.2226,False,0.0,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.2226,False,0.0,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.1974,False,1.0,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.1974,False,1.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.3074,False,0.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.3074,False,0.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.27259999999999995,False,1.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.27259999999999995,False,1.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.2226,False,0.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.2226,False,0.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.1974,False,1.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.1974,False,1.0,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.377,False,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.377,False,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.273,True,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.273,False,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.20299999999999999,False,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.20299999999999999,False,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.147,True,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.147,False,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.377,False,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.377,False,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.273,True,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.273,False,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.20299999999999999,False,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.20299999999999999,False,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.147,True,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.147,False,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.3763,False,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,0,0.3763,True,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,0,0.1537,False,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,0,0.1537,False,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,0,0.33369999999999994,False,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,0,0.33369999999999994,True,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,0,0.13629999999999998,False,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,0,0.13629999999999998,True,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,1,0.3763,False,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,1,0.3763,False,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,1,0.1537,False,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,1,0.1537,False,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,1,0.33369999999999994,False,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,1,0.33369999999999994,True,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,1,0.13629999999999998,False,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,1,0.13629999999999998,True,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,0,0.44000000000000006,False,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.44000000000000006,False,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.36000000000000004,False,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.36000000000000004,False,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.11000000000000001,False,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.11000000000000001,False,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.09000000000000001,False,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.09000000000000001,False,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.44000000000000006,False,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.44000000000000006,False,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.36000000000000004,False,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.36000000000000004,False,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.11000000000000001,False,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.11000000000000001,False,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.09000000000000001,False,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.09000000000000001,False,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.40709999999999996,False,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.40709999999999996,False,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.2829,False,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.2829,False,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.18289999999999998,False,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.18289999999999998,False,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.1271,False,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.1271,False,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.40709999999999996,True,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.40709999999999996,False,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.2829,False,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.2829,False,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.18289999999999998,False,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.18289999999999998,False,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.1271,False,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.1271,False,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.3016,False,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.3016,False,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.2784,False,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.2784,False,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.2184,False,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.2184,False,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.20159999999999997,False,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.20159999999999997,False,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.3016,False,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.3016,False,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.2784,False,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.2784,False,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.2184,False,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.2184,False,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.20159999999999997,True,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.20159999999999997,False,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.4148,False,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.4148,False,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.1952,False,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.1952,False,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.26520000000000005,True,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.26520000000000005,True,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.12480000000000001,False,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.12480000000000001,False,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.4148,False,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.4148,False,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.1952,False,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.1952,False,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.26520000000000005,False,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.26520000000000005,False,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.12480000000000001,False,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.12480000000000001,False,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.4672,False,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.4672,False,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.1728,False,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.1728,False,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.2628,False,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.2628,False,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.09720000000000001,False,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.09720000000000001,False,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.4672,True,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.4672,True,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.1728,True,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.1728,True,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.2628,True,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.2628,True,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.09720000000000001,True,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.09720000000000001,True,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.4148,False,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.4148,False,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.1952,False,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.1952,False,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.26520000000000005,False,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.26520000000000005,False,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.12480000000000001,False,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.12480000000000001,False,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.4148,True,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.4148,True,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.1952,False,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.1952,False,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.26520000000000005,True,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.26520000000000005,True,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.12480000000000001,False,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.12480000000000001,False,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.3927,False,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.3927,True,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.3773,True,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.3773,True,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.1173,False,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.1173,False,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.11270000000000001,False,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.11270000000000001,False,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.3927,False,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.3927,True,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.3773,True,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.3773,True,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.1173,False,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.1173,False,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.11270000000000001,False,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.11270000000000001,False,,,,,,,,,,,,,,,,,,,1.0,1.0
