S,3,4,T,prob,Connected,1,2
0,0.0,0.0,0,0.3432,False,,
1,0.0,0.0,0,0.3432,False,,
0,1.0,0.0,0,0.3168,False,,
1,1.0,0.0,0,0.3168,False,,
0,0.0,1.0,0,0.1768,False,,
1,0.0,1.0,0,0.1768,False,,
0,1.0,1.0,0,0.1632,False,,
1,1.0,1.0,0,0.1632,False,,
0,0.0,0.0,1,0.3432,False,,
1,0.0,0.0,1,0.3432,False,,
0,1.0,0.0,1,0.3168,False,,
1,1.0,0.0,1,0.3168,False,,
0,0.0,1.0,1,0.1768,False,,
1,0.0,1.0,1,0.1768,False,,
0,1.0,1.0,1,0.1632,False,,
1,1.0,1.0,1,0.1632,False,,
0,,,0,0.34840000000000004,True,0.0,0.0
1,,,0,0.34840000000000004,True,0.0,0.0
0,,,0,0.1716,True,1.0,0.0
1,,,0,0.1716,True,1.0,0.0
0,,,0,0.3216,True,0.0,1.0
1,,,0,0.3216,True,0.0,1.0
0,,,0,0.1584,True,1.0,1.0
1,,,0,0.1584,True,1.0,1.0
0,,,1,0.34840000000000004,True,0.0,0.0
1,,,1,0.34840000000000004,True,0.0,0.0
0,,,1,0.1716,True,1.0,0.0
1,,,1,0.1716,True,1.0,0.0
0,,,1,0.3216,False,0.0,1.0
1,,,1,0.3216,False,0.0,1.0
0,,,1,0.1584,False,1.0,1.0
1,,,1,0.1584,False,1.0,1.0
