0,,1,0.65,True,,,,0.0,,,,,,,,,,
1,,1,0.65,True,,,,0.0,,,,,,,,,,
0,,1,0.35,True,,,,1.0,,,,,,,,,,
1,,1,0.35,True,,,,1.0,,,,,,,,,,
0,,0,0.38880000000000003,False,,,,,0.0,0.0,,,,,,,,
1,,0,0.38880000000000003,True,,,,,0.0,0.0,,,,,,,,
0,,0,0.3312,True,,,,,1.0,0.0,,,,,,,,
1,,0,0.3312,True,,,,,1.0,0.0,,,,,,,,
0,,0,0.15120000000000003,False,,,,,0.0,1.0,,,,,,,,
1,,0,0.15120000000000003,False,,,,,0.0,1.0,,,,,,,,
0,,0,0.12880000000000003,True,,,,,1.0,1.0,,,,,,,,
1,,0,0.12880000000000003,True,,,,,1.0,1.0,,,,,,,,
0,,1,0.38880000000000003,False,,,,,0.0,0.0,,,,,,,,
1,,1,0.38880000000000003,True,,,,,0.0,0.0,,,,,,,,
0,,1,0.3312,True,,,,,1.0,0.0,,,,,,,,
1,,1,0.3312,True,,,,,1.0,0.0,,,,,,,,
0,,1,0.15120000000000003,False,,,,,0.0,1.0,,,,,,,,
1,,1,0.15120000000000003,False,,,,,0.0,1.0,,,,,,,,
0,,1,0.12880000000000003,True,,,,,1.0,1.0,,,,,,,,
1,,1,0.12880000000000003,True,,,,,1.0,1.0,,,,,,,,
0,,0,0.3366,False,,,,,,,0.0,0.0,,,,,,
1,,0,0.3366,True,,,,,,,0.0,0.0,,,,,,
0,,0,0.3234,False,,,,,,,1.0,0.0,,,,,,
1,,0,0.3234,False,,,,,,,1.0,0.0,,,,,,
0,,0,0.17340000000000003,False,,,,,,,0.0,1.0,,,,,,
1,,0,0.17340000000000003,True,,,,,,,0.0,1.0,,,,,,
0,,0,0.1666,True,,,,,,,1.0,1.0,,,,,,
1,,0,0.1666,False,,,,,,,1.0,1.0,,,,,,
0,,1,0.3366,False,,,,,,,0.0,0.0,,,,,,
1,,1,0.3366,True,,,,,,,0.0,0.0,,,,,,
0,,1,0.3234,False,,,,,,,1.0,0.0,,,,,,
1,,1,0.3234,False,,,,,,,1.0,0.0,,,,,,
0,,1,0.17340000000000003,False,,,,,,,0.0,1.0,,,,,,
1,,1,0.17340000000000003,True,,,,,,,0.0,1.0,,,,,,
0,,1,0.1666,True,,,,,,,1.0,1.0,,,,,,
1,,1,0.1666,False,,,,,,,1.0,1.0,,,,,,
0,,0,0.472,True,,,,,,,,,0.0,0.0,,,,
1,,0,0.472,True,,,,,,,,,0.0,0.0,,,,
0,,0,0.328,False,,,,,,,,,1.0,0.0,,,,
1,,0,0.328,False,,,,,,,,,1.0,0.0,,,,
0,,0,0.118,True,,,,,,,,,0.0,1.0,,,,
1,,0,0.118,True,,,,,,,,,0.0,1.0,,,,
0,,0,0.082,False,,,,,,,,,1.0,1.0,,,,
1,,0,0.082,True,,,,,,,,,1.0,1.0,,,,
0,,1,0.472,False,,,,,,,,,0.0,0.0,,,,
1,,1,0.472,False,,,,,,,,,0.0,0.0,,,,
0,,1,0.328,False,,,,,,,,,1.0,0.0,,,,
1,,1,0.328,False,,,,,,,,,1.0,0.0,,,,
0,,1,0.118,True,,,,,,,,,0.0,1.0,,,,
1,,1,0.118,True,,,,,,,,,0.0,1.0,,,,
0,,1,0.082,False,,,,,,,,,1.0,1.0,,,,
1,,1,0.082,True,,,,,,,,,1.0,1.0,,,,
0,,0,0.5925,True,,,,,,,,,,,0.0,0.0,,
1,,0,0.5925,False,,,,,,,,,,,0.0,0.0,,
0,,0,0.1975,True,,,,,,,,,,,1.0,0.0,,
1,,0,0.1975,True,,,,,,,,,,,1.0,0.0,,
0,,0,0.1575,False,,,,,,,,,,,0.0,1.0,,
1,,0,0.1575,False,,,,,,,,,,,0.0,1.0,,
0,,0,0.0525,False,,,,,,,,,,,1.0,1.0,,
1,,0,0.0525,False,,,,,,,,,,,1.0,1.0,,
0,,1,0.5925,True,,,,,,,,,,,0.0,0.0,,
1,,1,0.5925,False,,,,,,,,,,,0.0,0.0,,
0,,1,0.1975,True,,,,,,,,,,,1.0,0.0,,
1,,1,0.1975,True,,,,,,,,,,,1.0,0.0,,
0,,1,0.1575,True,,,,,,,,,,,0.0,1.0,,
1,,1,0.1575,False,,,,,,,,,,,0.0,1.0,,
0,,1,0.0525,True,,,,,,,,,,,1.0,1.0,,
1,,1,0.0525,True,,,,,,,,,,,1.0,1.0,,
0,,0,0.3795,True,,,,,,,,,,,,,0.0,0.0
1,,0,0.3795,True,,,,,,,,,,,,,0.0,0.0
0,,0,0.1705,True,,,,,,,,,,,,,1.0,0.0
1,,0,0.1705,False,,,,,,,,,,,,,1.0,0.0
0,,0,0.3105,False,,,,,,,,,,,,,0.0,1.0
1,,0,0.3105,False,,,,,,,,,,,,,0.0,1.0
0,,0,0.1395,True,,,,,,,,,,,,,1.0,1.0
1,,0,0.1395,False,,,,,,,,,,,,,1.0,1.0
0,,1,0.3795,False,,,,,,,,,,,,,0.0,0.0
1,,1,0.3795,False,,,,,,,,,,,,,0.0,0.0
0,,1,0.1705,False,,,,,,,,,,,,,1.0,0.0
1,,1,0.1705,False,,,,,,,,,,,,,1.0,0.0
0,,1,0.3105,False,,,,,,,,,,,,,0.0,1.0
1,,1,0.3105,False,,,,,,,,,,,,,0.0,1.0
0,,1,0.1395,True,,,,,,,,,,,,,1.0,1.0
1,,1,0.1395,False,,,,,,,,,,,,,1.0,1.0
