S,12,T,prob,Connected,11,6,2,10
0,0.0,0,0.57,True,,,,
1,0.0,0,0.57,True,,,,
0,1.0,0,0.43,True,,,,
1,1.0,0,0.43,True,,,,
0,0.0,1,0.57,True,,,,
1,0.0,1,0.57,True,,,,
0,1.0,1,0.43,True,,,,
1,1.0,1,0.43,True,,,,
0,,0,0.52,True,0.0,,,
1,,0,0.52,False,0.0,,,
0,,0,0.48,True,1.0,,,
1,,0,0.48,True,1.0,,,
0,,1,0.52,True,0.0,,,
1,,1,0.52,False,0.0,,,
0,,1,0.48,True,1.0,,,
1,,1,0.48,True,1.0,,,
0,,0,0.57,True,,0.0,,
1,,0,0.57,True,,0.0,,
0,,0,0.43,False,,1.0,,
1,,0,0.43,False,,1.0,,
0,,1,0.57,False,,0.0,,
1,,1,0.57,False,,0.0,,
0,,1,0.43,False,,1.0,,
1,,1,0.43,True,,1.0,,
0,,0,0.40469999999999995,False,,,0.0,0.0
1,,0,0.40469999999999995,False,,,0.0,0.0
0,,0,0.30529999999999996,False,,,1.0,0.0
1,,0,0.30529999999999996,False,,,1.0,0.0
0,,0,0.16529999999999997,False,,,0.0,1.0
1,,0,0.16529999999999997,False,,,0.0,1.0
0,,0,0.12469999999999999,False,,,1.0,1.0
1,,0,0.12469999999999999,False,,,1.0,1.0
0,,1,0.40469999999999995,False,,,0.0,0.0
1,,1,0.40469999999999995,False,,,0.0,0.0
0,,1,0.30529999999999996,False,,,1.0,0.0
1,,1,0.30529999999999996,False,,,1.0,0.0
0,,1,0.16529999999999997,True,,,0.0,1.0
1,,1,0.16529999999999997,True,,,0.0,1.0
0,,1,0.12469999999999999,False,,,1.0,1.0
1,,1,0.12469999999999999,False,,,1.0,1.0
