S,6,T,prob,Connected,1,2,3
0,0.0,0,0.8,False,,,
1,0.0,0,0.8,False,,,
0,1.0,0,0.2,False,,,
1,1.0,0,0.2,False,,,
0,0.0,1,0.8,True,,,
1,0.0,1,0.8,False,,,
0,1.0,1,0.2,False,,,
1,1.0,1,0.2,False,,,
0,,0,0.64,True,0.0,,
1,,0,0.64,False,0.0,,
0,,0,0.36,False,1.0,,
1,,0,0.36,False,1.0,,
0,,1,0.64,True,0.0,,
1,,1,0.64,False,0.0,,
0,,1,0.36,True,1.0,,
1,,1,0.36,False,1.0,,
0,,0,0.44099999999999995,False,,0.0,0.0
1,,0,0.44099999999999995,False,,0.0,0.0
0,,0,0.189,False,,1.0,0.0
1,,0,0.189,False,,1.0,0.0
0,,0,0.259,False,,0.0,1.0
1,,0,0.259,True,,0.0,1.0
0,,0,0.111,False,,1.0,1.0
1,,0,0.111,False,,1.0,1.0
0,,1,0.44099999999999995,False,,0.0,0.0
1,,1,0.44099999999999995,False,,0.0,0.0
0,,1,0.189,False,,1.0,0.0
1,,1,0.189,False,,1.0,0.0
0,,1,0.259,False,,0.0,1.0
1,,1,0.259,True,,0.0,1.0
0,,1,0.111,False,,1.0,1.0
1,,1,0.111,False,,1.0,1.0
