S,5,T,prob,Connected,4,3,2,6
2,,1,0.32,True,,3.0,,
3,,1,0.32,True,,3.0,,
0,,2,0.31,False,,0.0,,
1,,2,0.31,False,,0.0,,
2,,2,0.31,False,,0.0,,
3,,2,0.31,False,,0.0,,
0,,2,0.22,False,,1.0,,
1,,2,0.22,False,,1.0,,
2,,2,0.22,False,,1.0,,
3,,2,0.22,False,,1.0,,
0,,2,0.15,False,,2.0,,
1,,2,0.15,False,,2.0,,
2,,2,0.15,False,,2.0,,
3,,2,0.15,False,,2.0,,
0,,2,0.32,True,,3.0,,
1,,2,0.32,True,,3.0,,
2,,2,0.32,True,,3.0,,
3,,2,0.32,True,,3.0,,
0,,3,0.31,False,,0.0,,
1,,3,0.31,False,,0.0,,
2,,3,0.31,False,,0.0,,
3,,3,0.31,False,,0.0,,
0,,3,0.22,False,,1.0,,
1,,3,0.22,False,,1.0,,
2,,3,0.22,False,,1.0,,
3,,3,0.22,False,,1.0,,
0,,3,0.15,True,,2.0,,
1,,3,0.15,True,,2.0,,
2,,3,0.15,False,,2.0,,
3,,3,0.15,False,,2.0,,
0,,3,0.32,False,,3.0,,
1,,3,0.32,False,,3.0,,
2,,3,0.32,False,,3.0,,
3,,3,0.32,False,,3.0,,
0,,0,0.1406,False,,,0.0,0.0
1,,0,0.1406,False,,,0.0,0.0
2,,0,0.1406,False,,,0.0,0.0
3,,0,0.1406,False,,,0.0,0.0
0,,0,0.0703,False,,,1.0,0.0
1,,0,0.0703,False,,,1.0,0.0
2,,0,0.0703,False,,,1.0,0.0
3,,0,0.0703,False,,,1.0,0.0
0,,0,0.0555,False,,,2.0,0.0
1,,0,0.0555,False,,,2.0,0.0
2,,0,0.0555,False,,,2.0,0.0
3,,0,0.0555,False,,,2.0,0.0
0,,0,0.10360000000000001,False,,,3.0,0.0
1,,0,0.10360000000000001,False,,,3.0,0.0
2,,0,0.10360000000000001,False,,,3.0,0.0
3,,0,0.10360000000000001,False,,,3.0,0.0
0,,0,0.0456,False,,,0.0,1.0
1,,0,0.0456,False,,,0.0,1.0
2,,0,0.0456,False,,,0.0,1.0
3,,0,0.0456,False,,,0.0,1.0
0,,0,0.0228,False,,,1.0,1.0
1,,0,0.0228,False,,,1.0,1.0
2,,0,0.0228,False,,,1.0,1.0
3,,0,0.0228,False,,,1.0,1.0
0,,0,0.018,False,,,2.0,1.0
1,,0,0.018,False,,,2.0,1.0
2,,0,0.018,False,,,2.0,1.0
3,,0,0.018,False,,,2.0,1.0
0,,0,0.033600000000000005,False,,,3.0,1.0
1,,0,0.033600000000000005,False,,,3.0,1.0
2,,0,0.033600000000000005,False,,,3.0,1.0
3,,0,0.033600000000000005,False,,,3.0,1.0
0,,0,0.0684,False,,,0.0,2.0
1,,0,0.0684,True,,,0.0,2.0
2,,0,0.0684,False,,,0.0,2.0
3,,0,0.0684,False,,,0.0,2.0
0,,0,0.0342,False,,,1.0,2.0
1,,0,0.0342,False,,,1.0,2.0
2,,0,0.0342,False,,,1.0,2.0
3,,0,0.0342,False,,,1.0,2.0
0,,0,0.027,False,,,2.0,2.0
1,,0,0.027,False,,,2.0,2.0
2,,0,0.027,False,,,2.0,2.0
3,,0,0.027,False,,,2.0,2.0
0,,0,0.0504,False,,,3.0,2.0
1,,0,0.0504,True,,,3.0,2.0
2,,0,0.0504,True,,,3.0,2.0
3,,0,0.0504,False,,,3.0,2.0
0,,0,0.1254,False,,,0.0,3.0
1,,0,0.1254,True,,,0.0,3.0
2,,0,0.1254,False,,,0.0,3.0
3,,0,0.1254,False,,,0.0,3.0
0,,0,0.0627,False,,,1.0,3.0
1,,0,0.0627,False,,,1.0,3.0
2,,0,0.0627,True,,,1.0,3.0
3,,0,0.0627,False,,,1.0,3.0
0,,0,0.0495,True,,,2.0,3.0
1,,0,0.0495,False,,,2.0,3.0
2,,0,0.0495,False,,,2.0,3.0
3,,0,0.0495,True,,,2.0,3.0
0,,0,0.09240000000000001,False,,,3.0,3.0
1,,0,0.09240000000000001,True,,,3.0,3.0
2,,0,0.09240000000000001,True,,,3.0,3.0
3,,0,0.09240000000000001,False,,,3.0,3.0
0,,1,0.1406,False,,,0.0,0.0
1,,1,0.1406,False,,,0.0,0.0
2,,1,0.1406,False,,,0.0,0.0
3,,1,0.1406,False,,,0.0,0.0
0,,1,0.0703,False,,,1.0,0.0
1,,1,0.0703,False,,,1.0,0.0
2,,1,0.0703,False,,,1.0,0.0
3,,1,0.0703,False,,,1.0,0.0
0,,1,0.0555,False,,,2.0,0.0
1,,1,0.0555,False,,,2.0,0.0
2,,1,0.0555,False,,,2.0,0.0
3,,1,0.0555,False,,,2.0,0.0
0,,1,0.10360000000000001,False,,,3.0,0.0
1,,1,0.10360000000000001,False,,,3.0,0.0
2,,1,0.10360000000000001,False,,,3.0,0.0
3,,1,0.10360000000000001,False,,,3.0,0.0
0,,1,0.0456,False,,,0.0,1.0
1,,1,0.0456,False,,,0.0,1.0
2,,1,0.0456,False,,,0.0,1.0
3,,1,0.0456,False,,,0.0,1.0
0,,1,0.0228,False,,,1.0,1.0
1,,1,0.0228,False,,,1.0,1.0
2,,1,0.0228,False,,,1.0,1.0
3,,1,0.0228,False,,,1.0,1.0
0,,1,0.018,False,,,2.0,1.0
1,,1,0.018,False,,,2.0,1.0
2,,1,0.018,False,,,2.0,1.0
3,,1,0.018,False,,,2.0,1.0
0,,1,0.033600000000000005,False,,,3.0,1.0
1,,1,0.033600000000000005,False,,,3.0,1.0
2,,1,0.033600000000000005,False,,,3.0,1.0
3,,1,0.033600000000000005,False,,,3.0,1.0
0,,1,0.0684,False,,,0.0,2.0
1,,1,0.0684,False,,,0.0,2.0
2,,1,0.0684,False,,,0.0,2.0
3,,1,0.0684,False,,,0.0,2.0
0,,1,0.0342,False,,,1.0,2.0
1,,1,0.0342,False,,,1.0,2.0
2,,1,0.0342,False,,,1.0,2.0
3,,1,0.0342,False,,,1.0,2.0
0,,1,0.027,False,,,2.0,2.0
1,,1,0.027,False,,,2.0,2.0
2,,1,0.027,False,,,2.0,2.0
3,,1,0.027,False,,,2.0,2.0
0,,1,0.0504,False,,,3.0,2.0
1,,1,0.0504,False,,,3.0,2.0
2,,1,0.0504,False,,,3.0,2.0
3,,1,0.0504,False,,,3.0,2.0
0,,1,0.1254,False,,,0.0,3.0
1,,1,0.1254,False,,,0.0,3.0
2,,1,0.1254,False,,,0.0,3.0
3,,1,0.1254,False,,,0.0,3.0
0,,1,0.0627,False,,,1.0,3.0
1,,1,0.0627,False,,,1.0,3.0
2,,1,0.0627,False,,,1.0,3.0
3,,1,0.0627,False,,,1.0,3.0
0,,1,0.0495,False,,,2.0,3.0
1,,1,0.0495,False,,,2.0,3.0
2,,1,0.0495,False,,,2.0,3.0
3,,1,0.0495,False,,,2.0,3.0
0,,1,0.09240000000000001,False,,,3.0,3.0
1,,1,0.09240000000000001,False,,,3.0,3.0
2,,1,0.09240000000000001,False,,,3.0,3.0
3,,1,0.09240000000000001,False,,,3.0,3.0
0,,2,0.1406,False,,,0.0,0.0
1,,2,0.1406,False,,,0.0,0.0
2,,2,0.1406,False,,,0.0,0.0
3,,2,0.1406,False,,,0.0,0.0
0,,2,0.0703,False,,,1.0,0.0
1,,2,0.0703,False,,,1.0,0.0
2,,2,0.0703,False,,,1.0,0.0
3,,2,0.0703,False,,,1.0,0.0
0,,2,0.0555,False,,,2.0,0.0
1,,2,0.0555,False,,,2.0,0.0
2,,2,0.0555,False,,,2.0,0.0
3,,2,0.0555,False,,,2.0,0.0
0,,2,0.10360000000000001,False,,,3.0,0.0
1,,2,0.10360000000000001,False,,,3.0,0.0
2,,2,0.10360000000000001,False,,,3.0,0.0
3,,2,0.10360000000000001,False,,,3.0,0.0
0,,2,0.0456,False,,,0.0,1.0
1,,2,0.0456,False,,,0.0,1.0
2,,2,0.0456,False,,,0.0,1.0
3,,2,0.0456,False,,,0.0,1.0
0,,2,0.0228,False,,,1.0,1.0
1,,2,0.0228,False,,,1.0,1.0
2,,2,0.0228,True,,,1.0,1.0
3,,2,0.0228,False,,,1.0,1.0
0,,2,0.018,True,,,2.0,1.0
1,,2,0.018,False,,,2.0,1.0
2,,2,0.018,False,,,2.0,1.0
3,,2,0.018,True,,,2.0,1.0
0,,2,0.033600000000000005,False,,,3.0,1.0
1,,2,0.033600000000000005,False,,,3.0,1.0
2,,2,0.033600000000000005,False,,,3.0,1.0
3,,2,0.033600000000000005,False,,,3.0,1.0
0,,2,0.0684,False,,,0.0,2.0
1,,2,0.0684,False,,,0.0,2.0
2,,2,0.0684,False,,,0.0,2.0
3,,2,0.0684,False,,,0.0,2.0
0,,2,0.0342,False,,,1.0,2.0
1,,2,0.0342,False,,,1.0,2.0
2,,2,0.0342,False,,,1.0,2.0
3,,2,0.0342,False,,,1.0,2.0
0,,2,0.027,False,,,2.0,2.0
1,,2,0.027,False,,,2.0,2.0
2,,2,0.027,False,,,2.0,2.0
3,,2,0.027,False,,,2.0,2.0
0,,2,0.0504,False,,,3.0,2.0
1,,2,0.0504,False,,,3.0,2.0
2,,2,0.0504,False,,,3.0,2.0
3,,2,0.0504,False,,,3.0,2.0
0,,2,0.1254,False,,,0.0,3.0
1,,2,0.1254,True,,,0.0,3.0
2,,2,0.1254,False,,,0.0,3.0
3,,2,0.1254,False,,,0.0,3.0
0,,2,0.0627,False,,,1.0,3.0
1,,2,0.0627,False,,,1.0,3.0
2,,2,0.0627,True,,,1.0,3.0
3,,2,0.0627,False,,,1.0,3.0
0,,2,0.0495,True,,,2.0,3.0
1,,2,0.0495,False,,,2.0,3.0
2,,2,0.0495,False,,,2.0,3.0
3,,2,0.0495,True,,,2.0,3.0
0,,2,0.09240000000000001,False,,,3.0,3.0
1,,2,0.09240000000000001,True,,,3.0,3.0
2,,2,0.09240000000000001,True,,,3.0,3.0
3,,2,0.09240000000000001,False,,,3.0,3.0
0,,3,0.1406,False,,,0.0,0.0
1,,3,0.1406,False,,,0.0,0.0
2,,3,0.1406,False,,,0.0,0.0
3,,3,0.1406,False,,,0.0,0.0
0,,3,0.0703,False,,,1.0,0.0
1,,3,0.0703,False,,,1.0,0.0
2,,3,0.0703,False,,,1.0,0.0
3,,3,0.0703,False,,,1.0,0.0
0,,3,0.0555,False,,,2.0,0.0
1,,3,0.0555,False,,,2.0,0.0
2,,3,0.0555,False,,,2.0,0.0
3,,3,0.0555,False,,,2.0,0.0
0,,3,0.10360000000000001,False,,,3.0,0.0
1,,3,0.10360000000000001,False,,,3.0,0.0
2,,3,0.10360000000000001,False,,,3.0,0.0
3,,3,0.10360000000000001,False,,,3.0,0.0
0,,3,0.0456,False,,,0.0,1.0
1,,3,0.0456,False,,,0.0,1.0
2,,3,0.0456,False,,,0.0,1.0
3,,3,0.0456,False,,,0.0,1.0
0,,3,0.0228,False,,,1.0,1.0
1,,3,0.0228,False,,,1.0,1.0
2,,3,0.0228,True,,,1.0,1.0
3,,3,0.0228,False,,,1.0,1.0
0,,3,0.018,True,,,2.0,1.0
1,,3,0.018,False,,,2.0,1.0
2,,3,0.018,False,,,2.0,1.0
3,,3,0.018,True,,,2.0,1.0
0,,3,0.033600000000000005,False,,,3.0,1.0
1,,3,0.033600000000000005,False,,,3.0,1.0
2,,3,0.033600000000000005,False,,,3.0,1.0
3,,3,0.033600000000000005,False,,,3.0,1.0
0,,3,0.0684,False,,,0.0,2.0
1,,3,0.0684,False,,,0.0,2.0
2,,3,0.0684,False,,,0.0,2.0
3,,3,0.0684,False,,,0.0,2.0
0,,3,0.0342,False,,,1.0,2.0
1,,3,0.0342,False,,,1.0,2.0
2,,3,0.0342,False,,,1.0,2.0
3,,3,0.0342,False,,,1.0,2.0
0,,3,0.027,False,,,2.0,2.0
1,,3,0.027,False,,,2.0,2.0
2,,3,0.027,False,,,2.0,2.0
3,,3,0.027,False,,,2.0,2.0
0,,3,0.0504,False,,,3.0,2.0
1,,3,0.0504,False,,,3.0,2.0
2,,3,0.0504,False,,,3.0,2.0
3,,3,0.0504,False,,,3.0,2.0
0,,3,0.1254,False,,,0.0,3.0
1,,3,0.1254,True,,,0.0,3.0
2,,3,0.1254,False,,,0.0,3.0
3,,3,0.1254,False,,,0.0,3.0
0,,3,0.0627,False,,,1.0,3.0
1,,3,0.0627,False,,,1.0,3.0
2,,3,0.0627,True,,,1.0,3.0
3,,3,0.0627,False,,,1.0,3.0
0,,3,0.0495,True,,,2.0,3.0
1,,3,0.0495,False,,,2.0,3.0
2,,3,0.0495,False,,,2.0,3.0
3,,3,0.0495,True,,,2.0,3.0
0,,3,0.09240000000000001,False,,,3.0,3.0
1,,3,0.09240000000000001,True,,,3.0,3.0
2,,3,0.09240000000000001,True,,,3.0,3.0
3,,3,0.09240000000000001,False,,,3.0,3.0
