S,5,T,prob,Connected,4,3,2,6
0,0.0,0,0.17,True,,,,
1,0.0,0,0.17,False,,,,
2,0.0,0,0.17,False,,,,
3,0.0,0,0.17,True,,,,
0,1.0,0,0.21,True,,,,
1,1.0,0,0.21,True,,,,
2,1.0,0,0.21,True,,,,
3,1.0,0,0.21,True,,,,
0,2.0,0,0.13,False,,,,
1,2.0,0,0.13,False,,,,
2,2.0,0,0.13,False,,,,
3,2.0,0,0.13,False,,,,
0,3.0,0,0.49,False,,,,
1,3.0,0,0.49,True,,,,
2,3.0,0,0.49,True,,,,
3,3.0,0,0.49,True,,,,
0,0.0,1,0.17,False,,,,
1,0.0,1,0.17,False,,,,
2,0.0,1,0.17,False,,,,
3,0.0,1,0.17,False,,,,
0,1.0,1,0.21,True,,,,
1,1.0,1,0.21,True,,,,
2,1.0,1,0.21,True,,,,
3,1.0,1,0.21,True,,,,
0,2.0,1,0.13,True,,,,
1,2.0,1,0.13,True,,,,
2,2.0,1,0.13,True,,,,
3,2.0,1,0.13,False,,,,
0,3.0,1,0.49,False,,,,
1,3.0,1,0.49,True,,,,
2,3.0,1,0.49,True,,,,
3,3.0,1,0.49,True,,,,
0,0.0,2,0.17,False,,,,
1,0.0,2,0.17,False,,,,
2,0.0,2,0.17,False,,,,
3,0.0,2,0.17,False,,,,
0,1.0,2,0.21,False,,,,
1,1.0,2,0.21,False,,,,
2,1.0,2,0.21,False,,,,
3,1.0,2,0.21,False,,,,
0,2.0,2,0.13,False,,,,
1,2.0,2,0.13,False,,,,
2,2.0,2,0.13,False,,,,
3,2.0,2,0.13,False,,,,
0,3.0,2,0.49,False,,,,
1,3.0,2,0.49,False,,,,
2,3.0,2,0.49,False,,,,
3,3.0,2,0.49,False,,,,
0,0.0,3,0.17,False,,,,
1,0.0,3,0.17,False,,,,
2,0.0,3,0.17,False,,,,
3,0.0,3,0.17,False,,,,
0,1.0,3,0.21,False,,,,
1,1.0,3,0.21,False,,,,
2,1.0,3,0.21,False,,,,
3,1.0,3,0.21,False,,,,
0,2.0,3,0.13,True,,,,
1,2.0,3,0.13,True,,,,
2,2.0,3,0.13,True,,,,
3,2.0,3,0.13,False,,,,
0,3.0,3,0.49,False,,,,
1,3.0,3,0.49,False,,,,
2,3.0,3,0.49,False,,,,
3,3.0,3,0.49,False,,,,
0,,0,0.39,False,0.0,,,
1,,0,0.39,False,0.0,,,
2,,0,0.39,False,0.0,,,
3,,0,0.39,False,0.0,,,
0,,0,0.28,False,1.0,,,
1,,0,0.28,False,1.0,,,
2,,0,0.28,False,1.0,,,
3,,0,0.28,False,1.0,,,
0,,0,0.33,False,2.0,,,
1,,0,0.33,False,2.0,,,
2,,0,0.33,False,2.0,,,
3,,0,0.33,False,2.0,,,
0,,1,0.39,False,0.0,,,
1,,1,0.39,True,0.0,,,
2,,1,0.39,True,0.0,,,
3,,1,0.39,False,0.0,,,
0,,1,0.28,False,1.0,,,
1,,1,0.28,False,1.0,,,
2,,1,0.28,False,1.0,,,
3,,1,0.28,False,1.0,,,
0,,1,0.33,False,2.0,,,
1,,1,0.33,False,2.0,,,
2,,1,0.33,False,2.0,,,
3,,1,0.33,False,2.0,,,
0,,2,0.39,False,0.0,,,
1,,2,0.39,False,0.0,,,
2,,2,0.39,False,0.0,,,
3,,2,0.39,False,0.0,,,
0,,2,0.28,False,1.0,,,
1,,2,0.28,False,1.0,,,
2,,2,0.28,False,1.0,,,
3,,2,0.28,False,1.0,,,
0,,2,0.33,False,2.0,,,
1,,2,0.33,False,2.0,,,
2,,2,0.33,False,2.0,,,
3,,2,0.33,False,2.0,,,
0,,3,0.39,False,0.0,,,
1,,3,0.39,False,0.0,,,
2,,3,0.39,False,0.0,,,
3,,3,0.39,False,0.0,,,
0,,3,0.28,False,1.0,,,
1,,3,0.28,False,1.0,,,
2,,3,0.28,False,1.0,,,
3,,3,0.28,False,1.0,,,
0,,3,0.33,False,2.0,,,
1,,3,0.33,False,2.0,,,
2,,3,0.33,False,2.0,,,
3,,3,0.33,False,2.0,,,
0,,0,0.31,False,,0.0,,
1,,0,0.31,False,,0.0,,
2,,0,0.31,False,,0.0,,
3,,0,0.31,False,,0.0,,
0,,0,0.22,True,,1.0,,
1,,0,0.22,True,,1.0,,
2,,0,0.22,False,,1.0,,
3,,0,0.22,True,,1.0,,
0,,0,0.15,False,,2.0,,
1,,0,0.15,False,,2.0,,
2,,0,0.15,False,,2.0,,
3,,0,0.15,False,,2.0,,
0,,0,0.32,False,,3.0,,
1,,0,0.32,False,,3.0,,
2,,0,0.32,False,,3.0,,
3,,0,0.32,False,,3.0,,
0,,1,0.31,False,,0.0,,
1,,1,0.31,False,,0.0,,
2,,1,0.31,False,,0.0,,
3,,1,0.31,False,,0.0,,
0,,1,0.22,True,,1.0,,
1,,1,0.22,True,,1.0,,
2,,1,0.22,False,,1.0,,
3,,1,0.22,True,,1.0,,
0,,1,0.15,False,,2.0,,
1,,1,0.15,False,,2.0,,
2,,1,0.15,False,,2.0,,
3,,1,0.15,False,,2.0,,
0,,1,0.32,True,,3.0,,
1,,1,0.32,True,,3.0,,
