1,,1,0.1976,False,,,,,,,,,1.0,0.0,,,,,,,
0,,1,0.17759999999999998,True,,,,,,,,,0.0,1.0,,,,,,,
1,,1,0.17759999999999998,False,,,,,,,,,0.0,1.0,,,,,,,
0,,1,0.0624,False,,,,,,,,,1.0,1.0,,,,,,,
1,,1,0.0624,False,,,,,,,,,1.0,1.0,,,,,,,
0,,0,0.576,False,,,,,,,,,,,0.0,0.0,,,,,
1,,0,0.576,False,,,,,,,,,,,0.0,0.0,,,,,
0,,0,0.144,False,,,,,,,,,,,1.0,0.0,,,,,
1,,0,0.144,False,,,,,,,,,,,1.0,0.0,,,,,
0,,0,0.22400000000000003,False,,,,,,,,,,,0.0,1.0,,,,,
1,,0,0.22400000000000003,False,,,,,,,,,,,0.0,1.0,,,,,
0,,0,0.05600000000000001,False,,,,,,,,,,,1.0,1.0,,,,,
1,,0,0.05600000000000001,False,,,,,,,,,,,1.0,1.0,,,,,
0,,1,0.576,False,,,,,,,,,,,0.0,0.0,,,,,
1,,1,0.576,False,,,,,,,,,,,0.0,0.0,,,,,
0,,1,0.144,False,,,,,,,,,,,1.0,0.0,,,,,
1,,1,0.144,False,,,,,,,,,,,1.0,0.0,,,,,
0,,1,0.22400000000000003,False,,,,,,,,,,,0.0,1.0,,,,,
1,,1,0.22400000000000003,False,,,,,,,,,,,0.0,1.0,,,,,
0,,1,0.05600000000000001,False,,,,,,,,,,,1.0,1.0,,,,,
1,,1,0.05600000000000001,False,,,,,,,,,,,1.0,1.0,,,,,
0,,0,0.504,False,,,,,,,,,,,,,0.0,0.0,,,
1,,0,0.504,False,,,,,,,,,,,,,0.0,0.0,,,
0,,0,0.216,False,,,,,,,,,,,,,1.0,0.0,,,
1,,0,0.216,False,,,,,,,,,,,,,1.0,0.0,,,
0,,0,0.196,False,,,,,,,,,,,,,0.0,1.0,,,
1,,0,0.196,False,,,,,,,,,,,,,0.0,1.0,,,
0,,0,0.084,False,,,,,,,,,,,,,1.0,1.0,,,
1,,0,0.084,True,,,,,,,,,,,,,1.0,1.0,,,
0,,1,0.504,False,,,,,,,,,,,,,0.0,0.0,,,
1,,1,0.504,False,,,,,,,,,,,,,0.0,0.0,,,
0,,1,0.216,False,,,,,,,,,,,,,1.0,0.0,,,
1,,1,0.216,False,,,,,,,,,,,,,1.0,0.0,,,
0,,1,0.196,False,,,,,,,,,,,,,0.0,1.0,,,
1,,1,0.196,False,,,,,,,,,,,,,0.0,1.0,,,
0,,1,0.084,False,,,,,,,,,,,,,1.0,1.0,,,
1,,1,0.084,False,,,,,,,,,,,,,1.0,1.0,,,
0,,0,0.33541200000000004,False,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,0,0.33541200000000004,False,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,0,0.17278800000000002,False,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,0,0.17278800000000002,False,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,0,0.17278800000000002,False,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,0,0.17278800000000002,False,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,0,0.08901200000000002,False,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,0,0.08901200000000002,False,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,0,0.10018800000000001,False,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,0,0.10018800000000001,False,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,0,0.051612000000000005,False,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,0,0.051612000000000005,False,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,0,0.051612000000000005,False,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,0,0.051612000000000005,False,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,0,0.026588000000000007,False,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,0,0.026588000000000007,False,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,1,0.33541200000000004,False,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,1,0.33541200000000004,False,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,1,0.17278800000000002,False,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,1,0.17278800000000002,False,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,1,0.17278800000000002,False,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,1,0.17278800000000002,False,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,1,0.08901200000000002,False,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,1,0.08901200000000002,False,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,1,0.10018800000000001,False,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,1,0.10018800000000001,False,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,1,0.051612000000000005,False,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,1,0.051612000000000005,False,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,1,0.051612000000000005,False,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,1,0.051612000000000005,False,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,1,0.026588000000000007,False,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,1,0.026588000000000007,False,,,,,,,,,,,,,,,1.0,1.0,1.0
