S,22,T,prob,Connected,19,29,34,26,31,21,30,18,27,10,20,8,17,7,16,5,14,3,13,1,11,15,23,25
0,,1,0.3105,True,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
1,,1,0.3105,True,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,
0,,1,0.1395,False,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
1,,1,0.1395,False,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
0,,0,0.371,False,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
1,,0,0.371,False,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
0,,0,0.32899999999999996,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
1,,0,0.32899999999999996,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
0,,0,0.159,True,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
1,,0,0.159,False,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
0,,0,0.141,True,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
1,,0,0.141,True,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,,1,0.371,True,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
1,,1,0.371,False,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
0,,1,0.32899999999999996,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
1,,1,0.32899999999999996,False,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,
0,,1,0.159,True,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
1,,1,0.159,False,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
0,,1,0.141,True,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
1,,1,0.141,True,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,,0,0.4824,True,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,0,0.4824,True,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,0,0.18760000000000002,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,0,0.18760000000000002,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,0,0.2376,True,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,0,0.2376,True,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,0,0.09240000000000001,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,0,0.09240000000000001,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,1,0.4824,True,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,1,0.4824,True,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,1,0.18760000000000002,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,1,0.18760000000000002,True,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,1,0.2376,True,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,1,0.2376,True,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,1,0.09240000000000001,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,1,0.09240000000000001,False,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,0,0.426,True,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,0,0.426,True,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,0,0.284,True,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,0,0.284,True,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,0,0.174,True,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,0,0.174,True,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,0,0.11599999999999999,True,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,0,0.11599999999999999,True,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,1,0.426,True,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,1,0.426,True,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,1,0.284,True,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,1,0.284,True,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,1,0.174,True,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,1,0.174,True,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,1,0.11599999999999999,True,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,1,0.11599999999999999,True,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,0,0.3009,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,0,0.3009,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,0,0.28909999999999997,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
1,,0,0.28909999999999997,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,0,0.20909999999999998,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,0,0.20909999999999998,True,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,0,0.2009,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,0,0.2009,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,1,0.3009,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,1,0.3009,True,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,1,0.28909999999999997,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
1,,1,0.28909999999999997,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,1,0.20909999999999998,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,1,0.20909999999999998,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,1,0.2009,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,1,0.2009,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,0,0.35,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,0,0.35,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,0,0.15,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,0,0.15,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,0,0.35,True,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,0,0.35,True,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,0,0.15,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,0,0.15,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,1,0.35,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,1,0.35,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,1,0.15,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,1,0.15,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,1,0.35,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,1,0.35,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,1,0.15,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,1,0.15,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,0,0.4466,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,0,0.4466,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,0,0.1334,True,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,0,0.1334,True,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,0,0.3234,True,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,0,0.3234,True,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,0,0.0966,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,0,0.0966,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,1,0.4466,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,1,0.4466,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,1,0.1334,True,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,1,0.1334,True,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,1,0.3234,True,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,1,0.3234,True,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,1,0.0966,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,1,0.0966,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,0,0.239292,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,0,0.239292,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,0,0.107508,True,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,0,0.107508,True,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,0,0.112608,True,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,0,0.112608,True,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,0,0.050592,True,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,0,0.050592,True,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,0,0.229908,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,0,0.229908,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,0,0.10329200000000001,True,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,0,0.10329200000000001,True,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,0,0.108192,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,0,0.108192,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,0,0.048608,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,0,0.048608,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,1,0.239292,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,1,0.239292,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,1,0.107508,True,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,1,0.107508,True,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,1,0.112608,True,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,1,0.112608,True,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,1,0.050592,True,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,1,0.050592,True,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,1,0.229908,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,1,0.229908,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,1,0.10329200000000001,True,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,1,0.10329200000000001,True,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,1,0.108192,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,1,0.108192,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,1,0.048608,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,1,0.048608,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
