S,6,T,prob,Connected,5,2,1
0,0.0,0,0.09,True,,,
1,0.0,0,0.09,True,,,
2,0.0,0,0.09,True,,,
3,0.0,0,0.09,False,,,
0,1.0,0,0.03,True,,,
1,1.0,0,0.03,False,,,
2,1.0,0,0.03,True,,,
3,1.0,0,0.03,False,,,
0,2.0,0,0.13,True,,,
1,2.0,0,0.13,True,,,
2,2.0,0,0.13,False,,,
3,2.0,0,0.13,False,,,
0,3.0,0,0.1,False,,,
1,3.0,0,0.1,False,,,
2,3.0,0,0.1,False,,,
3,3.0,0,0.1,False,,,
0,0.0,1,0.09,False,,,
1,0.0,1,0.09,False,,,
2,0.0,1,0.09,False,,,
3,0.0,1,0.09,False,,,
0,1.0,1,0.03,True,,,
1,1.0,1,0.03,False,,,
2,1.0,1,0.03,True,,,
3,1.0,1,0.03,False,,,
0,2.0,1,0.13,True,,,
1,2.0,1,0.13,True,,,
2,2.0,1,0.13,False,,,
3,2.0,1,0.13,False,,,
0,3.0,1,0.1,False,,,
1,3.0,1,0.1,False,,,
2,3.0,1,0.1,True,,,
3,3.0,1,0.1,True,,,
0,0.0,2,0.09,True,,,
1,0.0,2,0.09,True,,,
2,0.0,2,0.09,True,,,
3,0.0,2,0.09,False,,,
0,1.0,2,0.03,True,,,
1,1.0,2,0.03,False,,,
2,1.0,2,0.03,True,,,
3,1.0,2,0.03,False,,,
0,2.0,2,0.13,True,,,
1,2.0,2,0.13,True,,,
2,2.0,2,0.13,False,,,
3,2.0,2,0.13,False,,,
0,3.0,2,0.1,False,,,
1,3.0,2,0.1,False,,,
2,3.0,2,0.1,False,,,
3,3.0,2,0.1,False,,,
0,0.0,3,0.09,True,,,
1,0.0,3,0.09,True,,,
2,0.0,3,0.09,True,,,
3,0.0,3,0.09,False,,,
0,1.0,3,0.03,True,,,
1,1.0,3,0.03,False,,,
2,1.0,3,0.03,True,,,
3,1.0,3,0.03,False,,,
0,2.0,3,0.13,True,,,
1,2.0,3,0.13,True,,,
2,2.0,3,0.13,False,,,
3,2.0,3,0.13,False,,,
0,3.0,3,0.1,False,,,
1,3.0,3,0.1,False,,,
2,3.0,3,0.1,True,,,
3,3.0,3,0.1,True,,,
0,,0,0.19,False,0.0,,
1,,0,0.19,True,0.0,,
2,,0,0.19,True,0.0,,
3,,0,0.19,True,0.0,,
0,,0,0.2,True,1.0,,
1,,0,0.2,False,1.0,,
2,,0,0.2,False,1.0,,
3,,0,0.2,False,1.0,,
0,,0,0.05,True,2.0,,
1,,0,0.05,False,2.0,,
2,,0,0.05,True,2.0,,
3,,0,0.05,True,2.0,,
0,,0,0.16,False,3.0,,
1,,0,0.16,False,3.0,,
2,,0,0.16,False,3.0,,
3,,0,0.16,False,3.0,,
0,,0,0.07,False,4.0,,
1,,0,0.07,True,4.0,,
2,,0,0.07,False,4.0,,
3,,0,0.07,True,4.0,,
0,,0,0.33,True,5.0,,
1,,0,0.33,True,5.0,,
2,,0,0.33,True,5.0,,
3,,0,0.33,True,5.0,,
0,,1,0.19,False,0.0,,
1,,1,0.19,False,0.0,,
2,,1,0.19,False,0.0,,
3,,1,0.19,False,0.0,,
0,,1,0.2,True,1.0,,
1,,1,0.2,False,1.0,,
2,,1,0.2,False,1.0,,
3,,1,0.2,False,1.0,,
0,,1,0.05,True,2.0,,
1,,1,0.05,False,2.0,,
2,,1,0.05,True,2.0,,
3,,1,0.05,True,2.0,,
0,,1,0.16,True,3.0,,
1,,1,0.16,True,3.0,,
2,,1,0.16,True,3.0,,
3,,1,0.16,True,3.0,,
0,,1,0.07,False,4.0,,
1,,1,0.07,True,4.0,,
2,,1,0.07,False,4.0,,
3,,1,0.07,True,4.0,,
0,,1,0.33,False,5.0,,
1,,1,0.33,False,5.0,,
2,,1,0.33,False,5.0,,
3,,1,0.33,False,5.0,,
0,,2,0.19,False,0.0,,
1,,2,0.19,True,0.0,,
2,,2,0.19,True,0.0,,
3,,2,0.19,True,0.0,,
0,,2,0.2,True,1.0,,
1,,2,0.2,False,1.0,,
2,,2,0.2,False,1.0,,
3,,2,0.2,False,1.0,,
0,,2,0.05,True,2.0,,
1,,2,0.05,False,2.0,,
2,,2,0.05,True,2.0,,
3,,2,0.05,True,2.0,,
0,,2,0.16,True,3.0,,
1,,2,0.16,True,3.0,,
2,,2,0.16,True,3.0,,
3,,2,0.16,True,3.0,,
0,,2,0.07,False,4.0,,
1,,2,0.07,True,4.0,,
2,,2,0.07,False,4.0,,
3,,2,0.07,True,4.0,,
0,,2,0.33,True,5.0,,
1,,2,0.33,True,5.0,,
2,,2,0.33,True,5.0,,
3,,2,0.33,True,5.0,,
0,,3,0.19,False,0.0,,
1,,3,0.19,True,0.0,,
2,,3,0.19,True,0.0,,
3,,3,0.19,True,0.0,,
0,,3,0.2,True,1.0,,
1,,3,0.2,False,1.0,,
2,,3,0.2,False,1.0,,
3,,3,0.2,False,1.0,,
0,,3,0.05,True,2.0,,
1,,3,0.05,False,2.0,,
2,,3,0.05,True,2.0,,
3,,3,0.05,True,2.0,,
0,,3,0.16,False,3.0,,
1,,3,0.16,False,3.0,,
2,,3,0.16,False,3.0,,
3,,3,0.16,False,3.0,,
0,,3,0.07,False,4.0,,
1,,3,0.07,True,4.0,,
2,,3,0.07,False,4.0,,
3,,3,0.07,True,4.0,,
0,,3,0.33,True,5.0,,
1,,3,0.33,True,5.0,,
2,,3,0.33,True,5.0,,
3,,3,0.33,True,5.0,,
0,,0,0.0,False,,0.0,
1,,0,0.0,False,,0.0,
2,,0,0.0,False,,0.0,
3,,0,0.0,False,,0.0,
0,,0,0.2,True,,1.0,
1,,0,0.2,True,,1.0,
2,,0,0.2,True,,1.0,
3,,0,0.2,True,,1.0,
0,,0,0.06,False,,2.0,
1,,0,0.06,False,,2.0,
2,,0,0.06,False,,2.0,
3,,0,0.06,False,,2.0,
0,,0,0.2,True,,3.0,
1,,0,0.2,True,,3.0,
2,,0,0.2,True,,3.0,
3,,0,0.2,True,,3.0,
0,,0,0.19,True,,4.0,
1,,0,0.19,True,,4.0,
2,,0,0.19,True,,4.0,
3,,0,0.19,True,,4.0,
0,,0,0.35,False,,5.0,
1,,0,0.35,False,,5.0,
2,,0,0.35,False,,5.0,
3,,0,0.35,False,,5.0,
0,,1,0.0,False,,0.0,
1,,1,0.0,False,,0.0,
2,,1,0.0,False,,0.0,
3,,1,0.0,False,,0.0,
0,,1,0.2,True,,1.0,
1,,1,0.2,True,,1.0,
2,,1,0.2,True,,1.0,
3,,1,0.2,True,,1.0,
0,,1,0.06,True,,2.0,
1,,1,0.06,False,,2.0,
2,,1,0.06,True,,2.0,
3,,1,0.06,True,,2.0,
0,,1,0.2,True,,3.0,
1,,1,0.2,True,,3.0,
2,,1,0.2,True,,3.0,
3,,1,0.2,True,,3.0,
0,,1,0.19,True,,4.0,
1,,1,0.19,True,,4.0,
2,,1,0.19,True,,4.0,
3,,1,0.19,True,,4.0,
0,,1,0.35,False,,5.0,
1,,1,0.35,False,,5.0,
2,,1,0.35,False,,5.0,
3,,1,0.35,False,,5.0,
0,,2,0.0,False,,0.0,
1,,2,0.0,False,,0.0,
2,,2,0.0,False,,0.0,
3,,2,0.0,False,,0.0,
0,,2,0.2,True,,1.0,
1,,2,0.2,True,,1.0,
2,,2,0.2,True,,1.0,
3,,2,0.2,True,,1.0,
0,,2,0.06,False,,2.0,
1,,2,0.06,False,,2.0,
2,,2,0.06,False,,2.0,
3,,2,0.06,False,,2.0,
0,,2,0.2,True,,3.0,
1,,2,0.2,True,,3.0,
2,,2,0.2,True,,3.0,
3,,2,0.2,True,,3.0,
0,,2,0.19,False,,4.0,
1,,2,0.19,False,,4.0,
2,,2,0.19,False,,4.0,
3,,2,0.19,False,,4.0,
0,,2,0.35,False,,5.0,
1,,2,0.35,True,,5.0,
2,,2,0.35,True,,5.0,
3,,2,0.35,True,,5.0,
0,,3,0.0,False,,0.0,
1,,3,0.0,True,,0.0,
2,,3,0.0,True,,0.0,
3,,3,0.0,True,,0.0,
0,,3,0.2,True,,1.0,
1,,3,0.2,True,,1.0,
2,,3,0.2,True,,1.0,
3,,3,0.2,True,,1.0,
0,,3,0.06,False,,2.0,
1,,3,0.06,False,,2.0,
2,,3,0.06,False,,2.0,
3,,3,0.06,False,,2.0,
0,,3,0.2,True,,3.0,
1,,3,0.2,True,,3.0,
2,,3,0.2,True,,3.0,
3,,3,0.2,True,,3.0,
0,,3,0.19,False,,4.0,
1,,3,0.19,False,,4.0,
2,,3,0.19,False,,4.0,
3,,3,0.19,False,,4.0,
0,,3,0.35,False,,5.0,
1,,3,0.35,False,,5.0,
2,,3,0.35,False,,5.0,
3,,3,0.35,False,,5.0,
0,,0,0.1,False,,,0.0
1,,0,0.1,False,,,0.0
2,,0,0.1,False,,,0.0
3,,0,0.1,False,,,0.0
0,,0,0.19,False,,,1.0
1,,0,0.19,True,,,1.0
2,,0,0.19,True,,,1.0
3,,0,0.19,False,,,1.0
0,,0,0.12,False,,,2.0
1,,0,0.12,False,,,2.0
2,,0,0.12,False,,,2.0
3,,0,0.12,True,,,2.0
0,,0,0.11,False,,,3.0
1,,0,0.11,True,,,3.0
2,,0,0.11,True,,,3.0
3,,0,0.11,True,,,3.0
0,,1,0.1,True,,,0.0
1,,1,0.1,True,,,0.0
2,,1,0.1,True,,,0.0
3,,1,0.1,True,,,0.0
0,,1,0.19,False,,,1.0
1,,1,0.19,True,,,1.0
2,,1,0.19,True,,,1.0
3,,1,0.19,False,,,1.0
0,,1,0.12,False,,,2.0
1,,1,0.12,False,,,2.0
2,,1,0.12,False,,,2.0
3,,1,0.12,True,,,2.0
0,,1,0.11,False,,,3.0
1,,1,0.11,True,,,3.0
2,,1,0.11,True,,,3.0
3,,1,0.11,True,,,3.0
0,,2,0.1,True,,,0.0
1,,2,0.1,True,,,0.0
2,,2,0.1,True,,,0.0
3,,2,0.1,True,,,0.0
0,,2,0.19,False,,,1.0
1,,2,0.19,True,,,1.0
2,,2,0.19,True,,,1.0
3,,2,0.19,False,,,1.0
0,,2,0.12,False,,,2.0
1,,2,0.12,False,,,2.0
2,,2,0.12,False,,,2.0
3,,2,0.12,False,,,2.0
0,,2,0.11,False,,,3.0
1,,2,0.11,True,,,3.0
2,,2,0.11,True,,,3.0
3,,2,0.11,True,,,3.0
0,,3,0.1,False,,,0.0
1,,3,0.1,False,,,0.0
2,,3,0.1,False,,,0.0
3,,3,0.1,False,,,0.0
0,,3,0.19,False,,,1.0
1,,3,0.19,True,,,1.0
2,,3,0.19,True,,,1.0
3,,3,0.19,False,,,1.0
0,,3,0.12,False,,,2.0
1,,3,0.12,False,,,2.0
2,,3,0.12,False,,,2.0
3,,3,0.12,True,,,2.0
0,,3,0.11,False,,,3.0
1,,3,0.11,False,,,3.0
2,,3,0.11,False,,,3.0
3,,3,0.11,False,,,3.0
