1,,1,0.141,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
0,,1,0.0594,False,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,
1,,1,0.0594,False,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,
0,,1,0.0572,True,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,
1,,1,0.0572,True,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,
0,,1,0.10339999999999999,False,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,
1,,1,0.10339999999999999,False,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,
0,,2,0.1296,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,2,0.1296,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,2,0.1248,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,2,0.1248,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,2,0.22559999999999997,True,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,
1,,2,0.22559999999999997,True,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,
0,,2,0.081,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,2,0.081,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,2,0.078,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,2,0.078,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,2,0.141,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
1,,2,0.141,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
0,,2,0.0594,False,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,
1,,2,0.0594,False,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,
0,,2,0.0572,True,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,
1,,2,0.0572,True,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,
0,,2,0.10339999999999999,False,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,
1,,2,0.10339999999999999,False,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,
0,,0,0.24080000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,0,0.24080000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,0,0.11200000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
1,,0,0.11200000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,0,0.20720000000000002,False,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
1,,0,0.20720000000000002,False,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
0,,0,0.1032,True,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,0,0.1032,True,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,0,0.048,True,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,0,0.048,True,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,0,0.08879999999999999,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
1,,0,0.08879999999999999,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
0,,0,0.08600000000000001,True,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
1,,0,0.08600000000000001,True,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
0,,0,0.04000000000000001,True,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
1,,0,0.04000000000000001,True,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
0,,0,0.074,False,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
1,,0,0.074,False,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
0,,1,0.24080000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,1,0.24080000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,1,0.11200000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
1,,1,0.11200000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,1,0.20720000000000002,False,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
1,,1,0.20720000000000002,False,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
0,,1,0.1032,True,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,1,0.1032,True,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,1,0.048,True,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,1,0.048,True,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,1,0.08879999999999999,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
1,,1,0.08879999999999999,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
0,,1,0.08600000000000001,True,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
1,,1,0.08600000000000001,True,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
0,,1,0.04000000000000001,True,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
1,,1,0.04000000000000001,True,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
0,,1,0.074,False,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
1,,1,0.074,False,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
0,,2,0.24080000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,2,0.24080000000000001,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,2,0.11200000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
1,,2,0.11200000000000002,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,2,0.20720000000000002,False,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
1,,2,0.20720000000000002,False,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
0,,2,0.1032,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,2,0.1032,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,2,0.048,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,2,0.048,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,2,0.08879999999999999,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
1,,2,0.08879999999999999,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
0,,2,0.08600000000000001,True,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
1,,2,0.08600000000000001,True,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
0,,2,0.04000000000000001,True,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
1,,2,0.04000000000000001,True,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
0,,2,0.074,False,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
1,,2,0.074,False,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
0,,0,0.2356,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,0,0.2356,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,0,0.1444,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,0,0.1444,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,0,0.3844,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,0,0.3844,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,0,0.2356,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,0,0.2356,True,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,1,0.2356,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,1,0.2356,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,1,0.1444,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,1,0.1444,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,1,0.3844,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,1,0.3844,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,1,0.2356,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,1,0.2356,True,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,2,0.2356,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,2,0.2356,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,2,0.1444,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,2,0.1444,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,2,0.3844,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,2,0.3844,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,2,0.2356,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,2,0.2356,True,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,0,0.48999999999999994,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,0,0.48999999999999994,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,0,0.21,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,0,0.21,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,0,0.21,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,0,0.21,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,0,0.09,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,0,0.09,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,1,0.48999999999999994,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,1,0.48999999999999994,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,1,0.21,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,1,0.21,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,1,0.21,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,1,0.21,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,1,0.09,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,1,0.09,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,2,0.48999999999999994,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,2,0.48999999999999994,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,2,0.21,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,2,0.21,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,2,0.21,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,2,0.21,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,2,0.09,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,2,0.09,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,0,0.019152,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,0,0.019152,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,0,0.031247999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,0,0.031247999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,0,0.0399,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,0,0.0399,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,0,0.06509999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,0,0.06509999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,0,0.020748,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,0,0.020748,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,0,0.033852,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,0,0.033852,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,0,0.037392,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,0,0.037392,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,0,0.06100799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,0,0.06100799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,0,0.0779,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,0,0.0779,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,0,0.1271,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,0,0.1271,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,0,0.040507999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,0,0.040507999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,0,0.066092,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,0,0.066092,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
0,,0,0.034656,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
1,,0,0.034656,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
0,,0,0.056544,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
1,,0,0.056544,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
0,,0,0.0722,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
1,,0,0.0722,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
0,,0,0.1178,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
1,,0,0.1178,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
0,,0,0.037544,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
1,,0,0.037544,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
0,,0,0.061256000000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
1,,0,0.061256000000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
0,,1,0.019152,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,1,0.019152,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,1,0.031247999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,1,0.031247999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,1,0.0399,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,1,0.0399,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,1,0.06509999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,1,0.06509999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,1,0.020748,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,1,0.020748,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,1,0.033852,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,1,0.033852,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,1,0.037392,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,1,0.037392,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,1,0.06100799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,1,0.06100799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,1,0.0779,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,1,0.0779,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,1,0.1271,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,1,0.1271,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,1,0.040507999999999995,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,1,0.040507999999999995,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,1,0.066092,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,1,0.066092,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
0,,1,0.034656,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
1,,1,0.034656,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
0,,1,0.056544,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
1,,1,0.056544,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
0,,1,0.0722,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
1,,1,0.0722,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
0,,1,0.1178,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
1,,1,0.1178,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
0,,1,0.037544,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
1,,1,0.037544,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
0,,1,0.061256000000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
1,,1,0.061256000000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
0,,2,0.019152,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,2,0.019152,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,2,0.031247999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,2,0.031247999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,2,0.0399,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,2,0.0399,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,2,0.06509999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,2,0.06509999999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,2,0.020748,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,2,0.020748,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,2,0.033852,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,2,0.033852,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,2,0.037392,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,2,0.037392,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,2,0.06100799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,2,0.06100799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,2,0.0779,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,2,0.0779,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,2,0.1271,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,2,0.1271,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,2,0.040507999999999995,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,2,0.040507999999999995,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,2,0.066092,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,2,0.066092,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
0,,2,0.034656,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
1,,2,0.034656,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
0,,2,0.056544,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
1,,2,0.056544,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
0,,2,0.0722,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
1,,2,0.0722,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
0,,2,0.1178,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
1,,2,0.1178,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
0,,2,0.037544,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
1,,2,0.037544,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
0,,2,0.061256000000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
1,,2,0.061256000000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
