S,3,T,prob,Connected,1,2
0,0.0,0,0.28,False,,
1,0.0,0,0.28,False,,
2,0.0,0,0.28,False,,
0,1.0,0,0.61,True,,
1,1.0,0,0.61,False,,
2,1.0,0,0.61,True,,
0,2.0,0,0.11,False,,
1,2.0,0,0.11,False,,
2,2.0,0,0.11,False,,
0,0.0,1,0.28,True,,
1,0.0,1,0.28,True,,
2,0.0,1,0.28,True,,
0,1.0,1,0.61,True,,
1,1.0,1,0.61,False,,
2,1.0,1,0.61,True,,
0,2.0,1,0.11,False,,
1,2.0,1,0.11,True,,
2,2.0,1,0.11,False,,
0,,0,0.1375,True,0.0,0.0
1,,0,0.1375,True,0.0,0.0
2,,0,0.1375,True,0.0,0.0
0,,0,0.12100000000000001,False,1.0,0.0
1,,0,0.12100000000000001,True,1.0,0.0
2,,0,0.12100000000000001,True,1.0,0.0
0,,0,0.29150000000000004,False,2.0,0.0
1,,0,0.29150000000000004,False,2.0,0.0
2,,0,0.29150000000000004,True,2.0,0.0
0,,0,0.0775,False,0.0,1.0
1,,0,0.0775,False,0.0,1.0
2,,0,0.0775,False,0.0,1.0
0,,0,0.0682,False,1.0,1.0
1,,0,0.0682,False,1.0,1.0
2,,0,0.0682,False,1.0,1.0
0,,0,0.1643,False,2.0,1.0
1,,0,0.1643,False,2.0,1.0
2,,0,0.1643,False,2.0,1.0
0,,0,0.035,True,0.0,2.0
1,,0,0.035,True,0.0,2.0
2,,0,0.035,True,0.0,2.0
0,,0,0.030800000000000004,False,1.0,2.0
1,,0,0.030800000000000004,True,1.0,2.0
2,,0,0.030800000000000004,True,1.0,2.0
0,,0,0.07420000000000002,False,2.0,2.0
1,,0,0.07420000000000002,False,2.0,2.0
2,,0,0.07420000000000002,True,2.0,2.0
0,,1,0.1375,False,0.0,0.0
1,,1,0.1375,False,0.0,0.0
2,,1,0.1375,False,0.0,0.0
0,,1,0.12100000000000001,False,1.0,0.0
1,,1,0.12100000000000001,False,1.0,0.0
2,,1,0.12100000000000001,False,1.0,0.0
0,,1,0.29150000000000004,False,2.0,0.0
1,,1,0.29150000000000004,False,2.0,0.0
2,,1,0.29150000000000004,False,2.0,0.0
0,,1,0.0775,True,0.0,1.0
1,,1,0.0775,True,0.0,1.0
2,,1,0.0775,True,0.0,1.0
0,,1,0.0682,False,1.0,1.0
1,,1,0.0682,True,1.0,1.0
2,,1,0.0682,True,1.0,1.0
0,,1,0.1643,False,2.0,1.0
1,,1,0.1643,False,2.0,1.0
2,,1,0.1643,True,2.0,1.0
0,,1,0.035,False,0.0,2.0
1,,1,0.035,False,0.0,2.0
2,,1,0.035,False,0.0,2.0
0,,1,0.030800000000000004,False,1.0,2.0
1,,1,0.030800000000000004,False,1.0,2.0
2,,1,0.030800000000000004,False,1.0,2.0
0,,1,0.07420000000000002,False,2.0,2.0
1,,1,0.07420000000000002,False,2.0,2.0
2,,1,0.07420000000000002,False,2.0,2.0
