S,24,T,prob,Connected,23,22,10,4,33,34,30,32,26,31,25,29,21,28,15,16,14,17
0,0.0,0,0.65,False,,,,,,,,,,,,,,,,,,
1,0.0,0,0.65,True,,,,,,,,,,,,,,,,,,
0,1.0,0,0.35,True,,,,,,,,,,,,,,,,,,
1,1.0,0,0.35,True,,,,,,,,,,,,,,,,,,
0,0.0,1,0.65,False,,,,,,,,,,,,,,,,,,
1,0.0,1,0.65,True,,,,,,,,,,,,,,,,,,
0,1.0,1,0.35,True,,,,,,,,,,,,,,,,,,
1,1.0,1,0.35,True,,,,,,,,,,,,,,,,,,
0,,0,0.61,False,0.0,,,,,,,,,,,,,,,,,
1,,0,0.61,False,0.0,,,,,,,,,,,,,,,,,
0,,0,0.39,True,1.0,,,,,,,,,,,,,,,,,
1,,0,0.39,False,1.0,,,,,,,,,,,,,,,,,
0,,1,0.61,False,0.0,,,,,,,,,,,,,,,,,
1,,1,0.61,True,0.0,,,,,,,,,,,,,,,,,
0,,1,0.39,True,1.0,,,,,,,,,,,,,,,,,
1,,1,0.39,False,1.0,,,,,,,,,,,,,,,,,
0,,0,0.8,False,,0.0,,,,,,,,,,,,,,,,
1,,0,0.8,True,,0.0,,,,,,,,,,,,,,,,
0,,0,0.2,True,,1.0,,,,,,,,,,,,,,,,
1,,0,0.2,False,,1.0,,,,,,,,,,,,,,,,
0,,1,0.8,False,,0.0,,,,,,,,,,,,,,,,
1,,1,0.8,False,,0.0,,,,,,,,,,,,,,,,
0,,1,0.2,False,,1.0,,,,,,,,,,,,,,,,
1,,1,0.2,False,,1.0,,,,,,,,,,,,,,,,
0,,0,0.54,False,,,0.0,,,,,,,,,,,,,,,
1,,0,0.54,False,,,0.0,,,,,,,,,,,,,,,
0,,0,0.46,False,,,1.0,,,,,,,,,,,,,,,
1,,0,0.46,False,,,1.0,,,,,,,,,,,,,,,
0,,1,0.54,False,,,0.0,,,,,,,,,,,,,,,
1,,1,0.54,False,,,0.0,,,,,,,,,,,,,,,
0,,1,0.46,True,,,1.0,,,,,,,,,,,,,,,
1,,1,0.46,True,,,1.0,,,,,,,,,,,,,,,
0,,0,0.6,False,,,,0.0,,,,,,,,,,,,,,
1,,0,0.6,False,,,,0.0,,,,,,,,,,,,,,
0,,0,0.4,True,,,,1.0,,,,,,,,,,,,,,
1,,0,0.4,True,,,,1.0,,,,,,,,,,,,,,
0,,1,0.6,True,,,,0.0,,,,,,,,,,,,,,
1,,1,0.6,True,,,,0.0,,,,,,,,,,,,,,
0,,1,0.4,False,,,,1.0,,,,,,,,,,,,,,
1,,1,0.4,False,,,,1.0,,,,,,,,,,,,,,
0,,0,0.375,False,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.375,False,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.125,False,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.125,False,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.375,False,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.375,False,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.125,False,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.125,True,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.375,False,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.375,False,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.125,False,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.125,False,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.375,False,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.375,False,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.125,False,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.125,True,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.30240000000000006,False,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.30240000000000006,True,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.25760000000000005,True,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.25760000000000005,False,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.2376,False,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.2376,True,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.2024,False,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.2024,False,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.30240000000000006,False,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.30240000000000006,True,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.25760000000000005,True,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.25760000000000005,False,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.2376,False,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.2376,True,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.2024,False,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.2024,False,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.5700000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.5700000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.19,False,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.19,False,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.18,False,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.18,False,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.06,False,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.06,False,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.5700000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.5700000000000001,False,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.19,False,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.19,False,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.18,False,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.18,False,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.06,True,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.06,True,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.45599999999999996,False,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.45599999999999996,True,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.30400000000000005,False,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.30400000000000005,False,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.144,False,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.144,False,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.096,False,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.096,False,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.45599999999999996,False,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.45599999999999996,False,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.30400000000000005,False,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.30400000000000005,False,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.144,False,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.144,True,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.096,False,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.096,False,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.504,False,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.504,False,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.126,False,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.126,False,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.296,False,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.296,False,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.074,True,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.074,True,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.504,False,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.504,False,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.126,False,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.126,False,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.296,False,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.296,False,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.074,True,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.074,True,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.4536,True,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.4536,True,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.26639999999999997,True,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.26639999999999997,True,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.17640000000000003,False,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.17640000000000003,False,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.10360000000000001,False,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.10360000000000001,False,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.4536,True,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.4536,True,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.26639999999999997,True,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.26639999999999997,True,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.17640000000000003,False,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.17640000000000003,False,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.10360000000000001,True,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.10360000000000001,True,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.42339999999999994,False,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.42339999999999994,True,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.3066,False,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.3066,False,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.1566,False,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.1566,False,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.1134,False,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.1134,False,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.42339999999999994,False,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.42339999999999994,False,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.3066,False,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.3066,False,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.1566,False,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.1566,False,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.1134,False,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.1134,False,,,,,,,,,,,,,,,,,1.0,1.0
