S,12,13,T,prob,Connected
0,0,0,0,0.384,False
1,0,0,0,0.384,False
0,1,0,0,0.216,False
1,1,0,0,0.216,False
0,0,1,0,0.256,False
1,0,1,0,0.256,False
0,1,1,0,0.144,False
1,1,1,0,0.144,False
0,0,0,1,0.384,False
1,0,0,1,0.384,False
0,1,0,1,0.216,False
1,1,0,1,0.216,False
0,0,1,1,0.256,False
1,0,1,1,0.256,False
0,1,1,1,0.144,False
1,1,1,1,0.144,True
