S,5,6,T,prob,Connected,2,4
3,,,0,0.021599999999999998,False,0.0,0.0
4,,,0,0.021599999999999998,False,0.0,0.0
0,,,0,0.016800000000000002,False,1.0,0.0
1,,,0,0.016800000000000002,False,1.0,0.0
2,,,0,0.016800000000000002,False,1.0,0.0
3,,,0,0.016800000000000002,False,1.0,0.0
4,,,0,0.016800000000000002,False,1.0,0.0
0,,,0,0.0132,False,2.0,0.0
1,,,0,0.0132,False,2.0,0.0
2,,,0,0.0132,False,2.0,0.0
3,,,0,0.0132,False,2.0,0.0
4,,,0,0.0132,False,2.0,0.0
0,,,0,0.012,False,3.0,0.0
1,,,0,0.012,False,3.0,0.0
2,,,0,0.012,False,3.0,0.0
3,,,0,0.012,False,3.0,0.0
4,,,0,0.012,False,3.0,0.0
0,,,0,0.05639999999999999,False,4.0,0.0
1,,,0,0.05639999999999999,False,4.0,0.0
2,,,0,0.05639999999999999,False,4.0,0.0
3,,,0,0.05639999999999999,False,4.0,0.0
4,,,0,0.05639999999999999,False,4.0,0.0
0,,,0,0.036,True,0.0,1.0
1,,,0,0.036,True,0.0,1.0
2,,,0,0.036,True,0.0,1.0
3,,,0,0.036,True,0.0,1.0
4,,,0,0.036,False,0.0,1.0
0,,,0,0.028000000000000004,False,1.0,1.0
1,,,0,0.028000000000000004,True,1.0,1.0
2,,,0,0.028000000000000004,True,1.0,1.0
3,,,0,0.028000000000000004,True,1.0,1.0
4,,,0,0.028000000000000004,False,1.0,1.0
0,,,0,0.022000000000000002,False,2.0,1.0
1,,,0,0.022000000000000002,True,2.0,1.0
2,,,0,0.022000000000000002,True,2.0,1.0
3,,,0,0.022000000000000002,True,2.0,1.0
4,,,0,0.022000000000000002,False,2.0,1.0
0,,,0,0.020000000000000004,True,3.0,1.0
1,,,0,0.020000000000000004,True,3.0,1.0
2,,,0,0.020000000000000004,True,3.0,1.0
3,,,0,0.020000000000000004,False,3.0,1.0
4,,,0,0.020000000000000004,True,3.0,1.0
0,,,0,0.094,True,4.0,1.0
1,,,0,0.094,False,4.0,1.0
2,,,0,0.094,True,4.0,1.0
3,,,0,0.094,True,4.0,1.0
4,,,0,0.094,False,4.0,1.0
0,,,0,0.019799999999999998,True,0.0,2.0
1,,,0,0.019799999999999998,True,0.0,2.0
2,,,0,0.019799999999999998,True,0.0,2.0
3,,,0,0.019799999999999998,True,0.0,2.0
4,,,0,0.019799999999999998,False,0.0,2.0
0,,,0,0.015400000000000002,False,1.0,2.0
1,,,0,0.015400000000000002,True,1.0,2.0
2,,,0,0.015400000000000002,True,1.0,2.0
3,,,0,0.015400000000000002,True,1.0,2.0
4,,,0,0.015400000000000002,False,1.0,2.0
0,,,0,0.0121,False,2.0,2.0
1,,,0,0.0121,False,2.0,2.0
2,,,0,0.0121,False,2.0,2.0
3,,,0,0.0121,False,2.0,2.0
4,,,0,0.0121,False,2.0,2.0
0,,,0,0.011000000000000001,False,3.0,2.0
1,,,0,0.011000000000000001,False,3.0,2.0
2,,,0,0.011000000000000001,False,3.0,2.0
3,,,0,0.011000000000000001,False,3.0,2.0
4,,,0,0.011000000000000001,False,3.0,2.0
0,,,0,0.051699999999999996,True,4.0,2.0
1,,,0,0.051699999999999996,False,4.0,2.0
2,,,0,0.051699999999999996,True,4.0,2.0
3,,,0,0.051699999999999996,True,4.0,2.0
4,,,0,0.051699999999999996,False,4.0,2.0
0,,,0,0.021599999999999998,True,0.0,3.0
1,,,0,0.021599999999999998,True,0.0,3.0
2,,,0,0.021599999999999998,True,0.0,3.0
3,,,0,0.021599999999999998,True,0.0,3.0
4,,,0,0.021599999999999998,False,0.0,3.0
0,,,0,0.016800000000000002,False,1.0,3.0
1,,,0,0.016800000000000002,True,1.0,3.0
2,,,0,0.016800000000000002,True,1.0,3.0
3,,,0,0.016800000000000002,True,1.0,3.0
4,,,0,0.016800000000000002,False,1.0,3.0
0,,,0,0.0132,False,2.0,3.0
1,,,0,0.0132,True,2.0,3.0
2,,,0,0.0132,True,2.0,3.0
3,,,0,0.0132,True,2.0,3.0
4,,,0,0.0132,False,2.0,3.0
0,,,0,0.012,False,3.0,3.0
1,,,0,0.012,False,3.0,3.0
2,,,0,0.012,False,3.0,3.0
3,,,0,0.012,False,3.0,3.0
4,,,0,0.012,False,3.0,3.0
0,,,0,0.05639999999999999,True,4.0,3.0
1,,,0,0.05639999999999999,False,4.0,3.0
2,,,0,0.05639999999999999,True,4.0,3.0
3,,,0,0.05639999999999999,True,4.0,3.0
4,,,0,0.05639999999999999,False,4.0,3.0
0,,,0,0.081,False,0.0,4.0
1,,,0,0.081,False,0.0,4.0
2,,,0,0.081,False,0.0,4.0
3,,,0,0.081,False,0.0,4.0
4,,,0,0.081,False,0.0,4.0
0,,,0,0.06300000000000001,False,1.0,4.0
1,,,0,0.06300000000000001,True,1.0,4.0
2,,,0,0.06300000000000001,True,1.0,4.0
3,,,0,0.06300000000000001,True,1.0,4.0
4,,,0,0.06300000000000001,False,1.0,4.0
0,,,0,0.0495,False,2.0,4.0
1,,,0,0.0495,False,2.0,4.0
2,,,0,0.0495,False,2.0,4.0
3,,,0,0.0495,False,2.0,4.0
4,,,0,0.0495,False,2.0,4.0
0,,,0,0.045000000000000005,False,3.0,4.0
1,,,0,0.045000000000000005,False,3.0,4.0
2,,,0,0.045000000000000005,False,3.0,4.0
3,,,0,0.045000000000000005,False,3.0,4.0
4,,,0,0.045000000000000005,False,3.0,4.0
0,,,0,0.2115,False,4.0,4.0
1,,,0,0.2115,False,4.0,4.0
2,,,0,0.2115,False,4.0,4.0
3,,,0,0.2115,False,4.0,4.0
4,,,0,0.2115,False,4.0,4.0
0,,,1,0.021599999999999998,True,0.0,0.0
1,,,1,0.021599999999999998,True,0.0,0.0
2,,,1,0.021599999999999998,True,0.0,0.0
3,,,1,0.021599999999999998,True,0.0,0.0
4,,,1,0.021599999999999998,False,0.0,0.0
0,,,1,0.016800000000000002,False,1.0,0.0
1,,,1,0.016800000000000002,True,1.0,0.0
2,,,1,0.016800000000000002,True,1.0,0.0
3,,,1,0.016800000000000002,True,1.0,0.0
4,,,1,0.016800000000000002,False,1.0,0.0
0,,,1,0.0132,False,2.0,0.0
1,,,1,0.0132,True,2.0,0.0
2,,,1,0.0132,True,2.0,0.0
3,,,1,0.0132,True,2.0,0.0
4,,,1,0.0132,False,2.0,0.0
0,,,1,0.012,True,3.0,0.0
1,,,1,0.012,True,3.0,0.0
2,,,1,0.012,True,3.0,0.0
3,,,1,0.012,False,3.0,0.0
4,,,1,0.012,True,3.0,0.0
0,,,1,0.05639999999999999,True,4.0,0.0
1,,,1,0.05639999999999999,False,4.0,0.0
2,,,1,0.05639999999999999,True,4.0,0.0
3,,,1,0.05639999999999999,True,4.0,0.0
4,,,1,0.05639999999999999,False,4.0,0.0
0,,,1,0.036,True,0.0,1.0
1,,,1,0.036,True,0.0,1.0
2,,,1,0.036,True,0.0,1.0
3,,,1,0.036,True,0.0,1.0
4,,,1,0.036,False,0.0,1.0
0,,,1,0.028000000000000004,False,1.0,1.0
1,,,1,0.028000000000000004,True,1.0,1.0
2,,,1,0.028000000000000004,True,1.0,1.0
3,,,1,0.028000000000000004,True,1.0,1.0
4,,,1,0.028000000000000004,False,1.0,1.0
0,,,1,0.022000000000000002,False,2.0,1.0
1,,,1,0.022000000000000002,True,2.0,1.0
2,,,1,0.022000000000000002,True,2.0,1.0
3,,,1,0.022000000000000002,True,2.0,1.0
4,,,1,0.022000000000000002,False,2.0,1.0
0,,,1,0.020000000000000004,True,3.0,1.0
1,,,1,0.020000000000000004,True,3.0,1.0
2,,,1,0.020000000000000004,True,3.0,1.0
3,,,1,0.020000000000000004,False,3.0,1.0
4,,,1,0.020000000000000004,True,3.0,1.0
0,,,1,0.094,True,4.0,1.0
1,,,1,0.094,False,4.0,1.0
2,,,1,0.094,True,4.0,1.0
3,,,1,0.094,True,4.0,1.0
4,,,1,0.094,False,4.0,1.0
0,,,1,0.019799999999999998,False,0.0,2.0
1,,,1,0.019799999999999998,False,0.0,2.0
2,,,1,0.019799999999999998,False,0.0,2.0
3,,,1,0.019799999999999998,False,0.0,2.0
4,,,1,0.019799999999999998,False,0.0,2.0
0,,,1,0.015400000000000002,False,1.0,2.0
1,,,1,0.015400000000000002,False,1.0,2.0
2,,,1,0.015400000000000002,False,1.0,2.0
3,,,1,0.015400000000000002,False,1.0,2.0
4,,,1,0.015400000000000002,False,1.0,2.0
0,,,1,0.0121,False,2.0,2.0
1,,,1,0.0121,False,2.0,2.0
2,,,1,0.0121,False,2.0,2.0
3,,,1,0.0121,False,2.0,2.0
4,,,1,0.0121,False,2.0,2.0
0,,,1,0.011000000000000001,False,3.0,2.0
1,,,1,0.011000000000000001,False,3.0,2.0
2,,,1,0.011000000000000001,False,3.0,2.0
3,,,1,0.011000000000000001,False,3.0,2.0
4,,,1,0.011000000000000001,False,3.0,2.0
0,,,1,0.051699999999999996,False,4.0,2.0
1,,,1,0.051699999999999996,False,4.0,2.0
2,,,1,0.051699999999999996,False,4.0,2.0
3,,,1,0.051699999999999996,False,4.0,2.0
4,,,1,0.051699999999999996,False,4.0,2.0
0,,,1,0.021599999999999998,True,0.0,3.0
1,,,1,0.021599999999999998,True,0.0,3.0
2,,,1,0.021599999999999998,True,0.0,3.0
3,,,1,0.021599999999999998,True,0.0,3.0
4,,,1,0.021599999999999998,False,0.0,3.0
0,,,1,0.016800000000000002,False,1.0,3.0
1,,,1,0.016800000000000002,True,1.0,3.0
2,,,1,0.016800000000000002,True,1.0,3.0
3,,,1,0.016800000000000002,True,1.0,3.0
4,,,1,0.016800000000000002,False,1.0,3.0
0,,,1,0.0132,False,2.0,3.0
1,,,1,0.0132,True,2.0,3.0
2,,,1,0.0132,True,2.0,3.0
3,,,1,0.0132,True,2.0,3.0
4,,,1,0.0132,False,2.0,3.0
0,,,1,0.012,False,3.0,3.0
1,,,1,0.012,False,3.0,3.0
2,,,1,0.012,False,3.0,3.0
3,,,1,0.012,False,3.0,3.0
4,,,1,0.012,False,3.0,3.0
0,,,1,0.05639999999999999,True,4.0,3.0
1,,,1,0.05639999999999999,False,4.0,3.0
2,,,1,0.05639999999999999,True,4.0,3.0
3,,,1,0.05639999999999999,True,4.0,3.0
4,,,1,0.05639999999999999,False,4.0,3.0
0,,,1,0.081,False,0.0,4.0
1,,,1,0.081,False,0.0,4.0
2,,,1,0.081,False,0.0,4.0
3,,,1,0.081,False,0.0,4.0
4,,,1,0.081,False,0.0,4.0
0,,,1,0.06300000000000001,False,1.0,4.0
1,,,1,0.06300000000000001,True,1.0,4.0
2,,,1,0.06300000000000001,True,1.0,4.0
3,,,1,0.06300000000000001,True,1.0,4.0
4,,,1,0.06300000000000001,False,1.0,4.0
0,,,1,0.0495,False,2.0,4.0
1,,,1,0.0495,False,2.0,4.0
2,,,1,0.0495,False,2.0,4.0
3,,,1,0.0495,False,2.0,4.0
4,,,1,0.0495,False,2.0,4.0
0,,,1,0.045000000000000005,False,3.0,4.0
1,,,1,0.045000000000000005,False,3.0,4.0
2,,,1,0.045000000000000005,False,3.0,4.0
3,,,1,0.045000000000000005,False,3.0,4.0
4,,,1,0.045000000000000005,False,3.0,4.0
0,,,1,0.2115,False,4.0,4.0
1,,,1,0.2115,False,4.0,4.0
2,,,1,0.2115,False,4.0,4.0
3,,,1,0.2115,False,4.0,4.0
4,,,1,0.2115,False,4.0,4.0
0,,,2,0.021599999999999998,True,0.0,0.0
1,,,2,0.021599999999999998,True,0.0,0.0
2,,,2,0.021599999999999998,True,0.0,0.0
3,,,2,0.021599999999999998,True,0.0,0.0
4,,,2,0.021599999999999998,False,0.0,0.0
0,,,2,0.016800000000000002,False,1.0,0.0
1,,,2,0.016800000000000002,True,1.0,0.0
2,,,2,0.016800000000000002,True,1.0,0.0
3,,,2,0.016800000000000002,True,1.0,0.0
4,,,2,0.016800000000000002,False,1.0,0.0
0,,,2,0.0132,False,2.0,0.0
1,,,2,0.0132,True,2.0,0.0
2,,,2,0.0132,True,2.0,0.0
3,,,2,0.0132,True,2.0,0.0
4,,,2,0.0132,False,2.0,0.0
0,,,2,0.012,True,3.0,0.0
1,,,2,0.012,True,3.0,0.0
2,,,2,0.012,True,3.0,0.0
3,,,2,0.012,False,3.0,0.0
4,,,2,0.012,True,3.0,0.0
0,,,2,0.05639999999999999,True,4.0,0.0
1,,,2,0.05639999999999999,False,4.0,0.0
2,,,2,0.05639999999999999,True,4.0,0.0
3,,,2,0.05639999999999999,True,4.0,0.0
4,,,2,0.05639999999999999,False,4.0,0.0
0,,,2,0.036,True,0.0,1.0
1,,,2,0.036,True,0.0,1.0
2,,,2,0.036,True,0.0,1.0
3,,,2,0.036,True,0.0,1.0
4,,,2,0.036,False,0.0,1.0
0,,,2,0.028000000000000004,False,1.0,1.0
1,,,2,0.028000000000000004,True,1.0,1.0
2,,,2,0.028000000000000004,True,1.0,1.0
3,,,2,0.028000000000000004,True,1.0,1.0
4,,,2,0.028000000000000004,False,1.0,1.0
0,,,2,0.022000000000000002,False,2.0,1.0
1,,,2,0.022000000000000002,True,2.0,1.0
2,,,2,0.022000000000000002,True,2.0,1.0
3,,,2,0.022000000000000002,True,2.0,1.0
4,,,2,0.022000000000000002,False,2.0,1.0
0,,,2,0.020000000000000004,True,3.0,1.0
1,,,2,0.020000000000000004,True,3.0,1.0
2,,,2,0.020000000000000004,True,3.0,1.0
3,,,2,0.020000000000000004,False,3.0,1.0
4,,,2,0.020000000000000004,True,3.0,1.0
0,,,2,0.094,True,4.0,1.0
1,,,2,0.094,False,4.0,1.0
2,,,2,0.094,True,4.0,1.0
3,,,2,0.094,True,4.0,1.0
4,,,2,0.094,False,4.0,1.0
0,,,2,0.019799999999999998,False,0.0,2.0
1,,,2,0.019799999999999998,False,0.0,2.0
2,,,2,0.019799999999999998,False,0.0,2.0
3,,,2,0.019799999999999998,False,0.0,2.0
4,,,2,0.019799999999999998,False,0.0,2.0
0,,,2,0.015400000000000002,False,1.0,2.0
1,,,2,0.015400000000000002,False,1.0,2.0
2,,,2,0.015400000000000002,False,1.0,2.0
3,,,2,0.015400000000000002,False,1.0,2.0
4,,,2,0.015400000000000002,False,1.0,2.0
0,,,2,0.0121,False,2.0,2.0
1,,,2,0.0121,False,2.0,2.0
2,,,2,0.0121,False,2.0,2.0
3,,,2,0.0121,False,2.0,2.0
4,,,2,0.0121,False,2.0,2.0
0,,,2,0.011000000000000001,False,3.0,2.0
1,,,2,0.011000000000000001,False,3.0,2.0
2,,,2,0.011000000000000001,False,3.0,2.0
3,,,2,0.011000000000000001,False,3.0,2.0
4,,,2,0.011000000000000001,False,3.0,2.0
0,,,2,0.051699999999999996,False,4.0,2.0
1,,,2,0.051699999999999996,False,4.0,2.0
2,,,2,0.051699999999999996,False,4.0,2.0
3,,,2,0.051699999999999996,False,4.0,2.0
4,,,2,0.051699999999999996,False,4.0,2.0
0,,,2,0.021599999999999998,False,0.0,3.0
1,,,2,0.021599999999999998,False,0.0,3.0
2,,,2,0.021599999999999998,False,0.0,3.0
3,,,2,0.021599999999999998,False,0.0,3.0
4,,,2,0.021599999999999998,False,0.0,3.0
0,,,2,0.016800000000000002,False,1.0,3.0
1,,,2,0.016800000000000002,False,1.0,3.0
2,,,2,0.016800000000000002,False,1.0,3.0
3,,,2,0.016800000000000002,False,1.0,3.0
4,,,2,0.016800000000000002,False,1.0,3.0
0,,,2,0.0132,False,2.0,3.0
1,,,2,0.0132,False,2.0,3.0
2,,,2,0.0132,False,2.0,3.0
3,,,2,0.0132,False,2.0,3.0
4,,,2,0.0132,False,2.0,3.0
0,,,2,0.012,False,3.0,3.0
1,,,2,0.012,False,3.0,3.0
2,,,2,0.012,False,3.0,3.0
3,,,2,0.012,False,3.0,3.0
4,,,2,0.012,False,3.0,3.0
0,,,2,0.05639999999999999,False,4.0,3.0
1,,,2,0.05639999999999999,False,4.0,3.0
2,,,2,0.05639999999999999,False,4.0,3.0
3,,,2,0.05639999999999999,False,4.0,3.0
4,,,2,0.05639999999999999,False,4.0,3.0
0,,,2,0.081,False,0.0,4.0
1,,,2,0.081,False,0.0,4.0
2,,,2,0.081,False,0.0,4.0
3,,,2,0.081,False,0.0,4.0
4,,,2,0.081,False,0.0,4.0
0,,,2,0.06300000000000001,False,1.0,4.0
1,,,2,0.06300000000000001,True,1.0,4.0
2,,,2,0.06300000000000001,True,1.0,4.0
3,,,2,0.06300000000000001,True,1.0,4.0
4,,,2,0.06300000000000001,False,1.0,4.0
0,,,2,0.0495,False,2.0,4.0
1,,,2,0.0495,False,2.0,4.0
2,,,2,0.0495,False,2.0,4.0
3,,,2,0.0495,False,2.0,4.0
4,,,2,0.0495,False,2.0,4.0
0,,,2,0.045000000000000005,False,3.0,4.0
1,,,2,0.045000000000000005,False,3.0,4.0
2,,,2,0.045000000000000005,False,3.0,4.0
3,,,2,0.045000000000000005,False,3.0,4.0
4,,,2,0.045000000000000005,False,3.0,4.0
0,,,2,0.2115,False,4.0,4.0
1,,,2,0.2115,False,4.0,4.0
2,,,2,0.2115,False,4.0,4.0
3,,,2,0.2115,False,4.0,4.0
4,,,2,0.2115,False,4.0,4.0
0,,,3,0.021599999999999998,False,0.0,0.0
1,,,3,0.021599999999999998,False,0.0,0.0
2,,,3,0.021599999999999998,False,0.0,0.0
3,,,3,0.021599999999999998,False,0.0,0.0
4,,,3,0.021599999999999998,False,0.0,0.0
0,,,3,0.016800000000000002,False,1.0,0.0
1,,,3,0.016800000000000002,False,1.0,0.0
2,,,3,0.016800000000000002,False,1.0,0.0
3,,,3,0.016800000000000002,False,1.0,0.0
4,,,3,0.016800000000000002,False,1.0,0.0
0,,,3,0.0132,False,2.0,0.0
1,,,3,0.0132,False,2.0,0.0
2,,,3,0.0132,False,2.0,0.0
3,,,3,0.0132,False,2.0,0.0
4,,,3,0.0132,False,2.0,0.0
0,,,3,0.012,False,3.0,0.0
1,,,3,0.012,False,3.0,0.0
2,,,3,0.012,False,3.0,0.0
3,,,3,0.012,False,3.0,0.0
4,,,3,0.012,False,3.0,0.0
0,,,3,0.05639999999999999,False,4.0,0.0
1,,,3,0.05639999999999999,False,4.0,0.0
2,,,3,0.05639999999999999,False,4.0,0.0
3,,,3,0.05639999999999999,False,4.0,0.0
4,,,3,0.05639999999999999,False,4.0,0.0
0,,,3,0.036,True,0.0,1.0
1,,,3,0.036,True,0.0,1.0
2,,,3,0.036,True,0.0,1.0
3,,,3,0.036,True,0.0,1.0
4,,,3,0.036,False,0.0,1.0
0,,,3,0.028000000000000004,False,1.0,1.0
1,,,3,0.028000000000000004,True,1.0,1.0
2,,,3,0.028000000000000004,True,1.0,1.0
3,,,3,0.028000000000000004,True,1.0,1.0
4,,,3,0.028000000000000004,False,1.0,1.0
0,,,3,0.022000000000000002,False,2.0,1.0
1,,,3,0.022000000000000002,True,2.0,1.0
2,,,3,0.022000000000000002,True,2.0,1.0
3,,,3,0.022000000000000002,True,2.0,1.0
4,,,3,0.022000000000000002,False,2.0,1.0
0,,,3,0.020000000000000004,True,3.0,1.0
1,,,3,0.020000000000000004,True,3.0,1.0
2,,,3,0.020000000000000004,True,3.0,1.0
3,,,3,0.020000000000000004,False,3.0,1.0
4,,,3,0.020000000000000004,True,3.0,1.0
0,,,3,0.094,True,4.0,1.0
1,,,3,0.094,False,4.0,1.0
2,,,3,0.094,True,4.0,1.0
3,,,3,0.094,True,4.0,1.0
4,,,3,0.094,False,4.0,1.0
0,,,3,0.019799999999999998,False,0.0,2.0
1,,,3,0.019799999999999998,False,0.0,2.0
2,,,3,0.019799999999999998,False,0.0,2.0
3,,,3,0.019799999999999998,False,0.0,2.0
4,,,3,0.019799999999999998,False,0.0,2.0
0,,,3,0.015400000000000002,False,1.0,2.0
1,,,3,0.015400000000000002,False,1.0,2.0
2,,,3,0.015400000000000002,False,1.0,2.0
3,,,3,0.015400000000000002,False,1.0,2.0
4,,,3,0.015400000000000002,False,1.0,2.0
0,,,3,0.0121,False,2.0,2.0
1,,,3,0.0121,False,2.0,2.0
2,,,3,0.0121,False,2.0,2.0
3,,,3,0.0121,False,2.0,2.0
4,,,3,0.0121,False,2.0,2.0
0,,,3,0.011000000000000001,False,3.0,2.0
1,,,3,0.011000000000000001,False,3.0,2.0
2,,,3,0.011000000000000001,False,3.0,2.0
3,,,3,0.011000000000000001,False,3.0,2.0
4,,,3,0.011000000000000001,False,3.0,2.0
0,,,3,0.051699999999999996,False,4.0,2.0
1,,,3,0.051699999999999996,False,4.0,2.0
2,,,3,0.051699999999999996,False,4.0,2.0
3,,,3,0.051699999999999996,False,4.0,2.0
4,,,3,0.051699999999999996,False,4.0,2.0
0,,,3,0.021599999999999998,True,0.0,3.0
1,,,3,0.021599999999999998,True,0.0,3.0
2,,,3,0.021599999999999998,True,0.0,3.0
3,,,3,0.021599999999999998,True,0.0,3.0
4,,,3,0.021599999999999998,False,0.0,3.0
0,,,3,0.016800000000000002,False,1.0,3.0
1,,,3,0.016800000000000002,True,1.0,3.0
2,,,3,0.016800000000000002,True,1.0,3.0
3,,,3,0.016800000000000002,True,1.0,3.0
4,,,3,0.016800000000000002,False,1.0,3.0
0,,,3,0.0132,False,2.0,3.0
1,,,3,0.0132,True,2.0,3.0
2,,,3,0.0132,True,2.0,3.0
3,,,3,0.0132,True,2.0,3.0
4,,,3,0.0132,False,2.0,3.0
0,,,3,0.012,False,3.0,3.0
1,,,3,0.012,False,3.0,3.0
2,,,3,0.012,False,3.0,3.0
3,,,3,0.012,False,3.0,3.0
4,,,3,0.012,False,3.0,3.0
0,,,3,0.05639999999999999,True,4.0,3.0
1,,,3,0.05639999999999999,False,4.0,3.0
2,,,3,0.05639999999999999,True,4.0,3.0
3,,,3,0.05639999999999999,True,4.0,3.0
4,,,3,0.05639999999999999,False,4.0,3.0
0,,,3,0.081,False,0.0,4.0
1,,,3,0.081,False,0.0,4.0
2,,,3,0.081,False,0.0,4.0
3,,,3,0.081,False,0.0,4.0
4,,,3,0.081,False,0.0,4.0
0,,,3,0.06300000000000001,False,1.0,4.0
1,,,3,0.06300000000000001,True,1.0,4.0
2,,,3,0.06300000000000001,True,1.0,4.0
3,,,3,0.06300000000000001,True,1.0,4.0
4,,,3,0.06300000000000001,False,1.0,4.0
0,,,3,0.0495,False,2.0,4.0
1,,,3,0.0495,False,2.0,4.0
2,,,3,0.0495,False,2.0,4.0
3,,,3,0.0495,False,2.0,4.0
4,,,3,0.0495,False,2.0,4.0
0,,,3,0.045000000000000005,False,3.0,4.0
1,,,3,0.045000000000000005,False,3.0,4.0
2,,,3,0.045000000000000005,False,3.0,4.0
3,,,3,0.045000000000000005,False,3.0,4.0
4,,,3,0.045000000000000005,False,3.0,4.0
0,,,3,0.2115,False,4.0,4.0
1,,,3,0.2115,False,4.0,4.0
2,,,3,0.2115,False,4.0,4.0
3,,,3,0.2115,False,4.0,4.0
4,,,3,0.2115,False,4.0,4.0
0,,,4,0.021599999999999998,False,0.0,0.0
1,,,4,0.021599999999999998,False,0.0,0.0
2,,,4,0.021599999999999998,False,0.0,0.0
3,,,4,0.021599999999999998,False,0.0,0.0
4,,,4,0.021599999999999998,False,0.0,0.0
0,,,4,0.016800000000000002,False,1.0,0.0
1,,,4,0.016800000000000002,False,1.0,0.0
2,,,4,0.016800000000000002,False,1.0,0.0
3,,,4,0.016800000000000002,False,1.0,0.0
4,,,4,0.016800000000000002,False,1.0,0.0
0,,,4,0.0132,False,2.0,0.0
1,,,4,0.0132,False,2.0,0.0
2,,,4,0.0132,False,2.0,0.0
3,,,4,0.0132,False,2.0,0.0
4,,,4,0.0132,False,2.0,0.0
0,,,4,0.012,False,3.0,0.0
1,,,4,0.012,False,3.0,0.0
2,,,4,0.012,False,3.0,0.0
3,,,4,0.012,False,3.0,0.0
4,,,4,0.012,False,3.0,0.0
0,,,4,0.05639999999999999,False,4.0,0.0
1,,,4,0.05639999999999999,False,4.0,0.0
2,,,4,0.05639999999999999,False,4.0,0.0
3,,,4,0.05639999999999999,False,4.0,0.0
4,,,4,0.05639999999999999,False,4.0,0.0
0,,,4,0.036,True,0.0,1.0
1,,,4,0.036,True,0.0,1.0
2,,,4,0.036,True,0.0,1.0
3,,,4,0.036,True,0.0,1.0
4,,,4,0.036,False,0.0,1.0
0,,,4,0.028000000000000004,False,1.0,1.0
1,,,4,0.028000000000000004,True,1.0,1.0
2,,,4,0.028000000000000004,True,1.0,1.0
3,,,4,0.028000000000000004,True,1.0,1.0
4,,,4,0.028000000000000004,False,1.0,1.0
0,,,4,0.022000000000000002,False,2.0,1.0
1,,,4,0.022000000000000002,True,2.0,1.0
2,,,4,0.022000000000000002,True,2.0,1.0
3,,,4,0.022000000000000002,True,2.0,1.0
4,,,4,0.022000000000000002,False,2.0,1.0
0,,,4,0.020000000000000004,True,3.0,1.0
1,,,4,0.020000000000000004,True,3.0,1.0
2,,,4,0.020000000000000004,True,3.0,1.0
3,,,4,0.020000000000000004,False,3.0,1.0
4,,,4,0.020000000000000004,True,3.0,1.0
0,,,4,0.094,True,4.0,1.0
1,,,4,0.094,False,4.0,1.0
2,,,4,0.094,True,4.0,1.0
3,,,4,0.094,True,4.0,1.0
4,,,4,0.094,False,4.0,1.0
0,,,4,0.019799999999999998,True,0.0,2.0
1,,,4,0.019799999999999998,True,0.0,2.0
2,,,4,0.019799999999999998,True,0.0,2.0
3,,,4,0.019799999999999998,True,0.0,2.0
4,,,4,0.019799999999999998,False,0.0,2.0
0,,,4,0.015400000000000002,False,1.0,2.0
1,,,4,0.015400000000000002,True,1.0,2.0
2,,,4,0.015400000000000002,True,1.0,2.0
3,,,4,0.015400000000000002,True,1.0,2.0
4,,,4,0.015400000000000002,False,1.0,2.0
0,,,4,0.0121,False,2.0,2.0
1,,,4,0.0121,False,2.0,2.0
2,,,4,0.0121,False,2.0,2.0
3,,,4,0.0121,False,2.0,2.0
4,,,4,0.0121,False,2.0,2.0
0,,,4,0.011000000000000001,False,3.0,2.0
1,,,4,0.011000000000000001,False,3.0,2.0
2,,,4,0.011000000000000001,False,3.0,2.0
3,,,4,0.011000000000000001,False,3.0,2.0
4,,,4,0.011000000000000001,False,3.0,2.0
0,,,4,0.051699999999999996,True,4.0,2.0
1,,,4,0.051699999999999996,False,4.0,2.0
2,,,4,0.051699999999999996,True,4.0,2.0
3,,,4,0.051699999999999996,True,4.0,2.0
4,,,4,0.051699999999999996,False,4.0,2.0
0,,,4,0.021599999999999998,False,0.0,3.0
1,,,4,0.021599999999999998,False,0.0,3.0
2,,,4,0.021599999999999998,False,0.0,3.0
3,,,4,0.021599999999999998,False,0.0,3.0
4,,,4,0.021599999999999998,False,0.0,3.0
0,,,4,0.016800000000000002,False,1.0,3.0
1,,,4,0.016800000000000002,False,1.0,3.0
2,,,4,0.016800000000000002,False,1.0,3.0
3,,,4,0.016800000000000002,False,1.0,3.0
4,,,4,0.016800000000000002,False,1.0,3.0
0,,,4,0.0132,False,2.0,3.0
1,,,4,0.0132,False,2.0,3.0
2,,,4,0.0132,False,2.0,3.0
3,,,4,0.0132,False,2.0,3.0
4,,,4,0.0132,False,2.0,3.0
0,,,4,0.012,False,3.0,3.0
1,,,4,0.012,False,3.0,3.0
2,,,4,0.012,False,3.0,3.0
3,,,4,0.012,False,3.0,3.0
4,,,4,0.012,False,3.0,3.0
0,,,4,0.05639999999999999,False,4.0,3.0
1,,,4,0.05639999999999999,False,4.0,3.0
2,,,4,0.05639999999999999,False,4.0,3.0
3,,,4,0.05639999999999999,False,4.0,3.0
4,,,4,0.05639999999999999,False,4.0,3.0
0,,,4,0.081,False,0.0,4.0
1,,,4,0.081,False,0.0,4.0
2,,,4,0.081,False,0.0,4.0
3,,,4,0.081,False,0.0,4.0
4,,,4,0.081,False,0.0,4.0
