2,,1,0.04086576,FALSE,,,,,,,,,,,,,1,1,,,,,,,,,,
0,,2,0.0188928,FALSE,,,,,,,,,,,,,0,0,,,,,,,,,,
1,,2,0.03,FALSE,,,,,,,,,,,,,0,0,,,,,,,,,,
2,,2,0.03,FALSE,,,,,,,,,,,,,0,0,,,,,,,,,,
0,,2,0.0271872,TRUE,,,,,,,,,,,,,1,0,,,,,,,,,,
1,,2,0.05,TRUE,,,,,,,,,,,,,1,0,,,,,,,,,,
2,,2,0.04,FALSE,,,,,,,,,,,,,1,0,,,,,,,,,,
0,,2,0.02,FALSE,,,,,,,,,,,,,0,1,,,,,,,,,,
1,,2,0.03,TRUE,,,,,,,,,,,,,0,1,,,,,,,,,,
2,,2,0.0307008,FALSE,,,,,,,,,,,,,0,1,,,,,,,,,,
0,,2,0.0294528,FALSE,,,,,,,,,,,,,1,1,,,,,,,,,,
1,,2,0.05,FALSE,,,,,,,,,,,,,1,1,,,,,,,,,,
2,,2,0.04,FALSE,,,,,,,,,,,,,1,1,,,,,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,0,0,,,,,,,,
1,,0,0.0134504,TRUE,,,,,,,,,,,,,,,0,0,,,,,,,,
2,,0,0.01210536,TRUE,,,,,,,,,,,,,,,0,0,,,,,,,,
0,,0,0.02,TRUE,,,,,,,,,,,,,,,1,0,,,,,,,,
1,,0,0.0261096,TRUE,,,,,,,,,,,,,,,1,0,,,,,,,,
2,,0,0.02,TRUE,,,,,,,,,,,,,,,1,0,,,,,,,,
0,,0,0,FALSE,,,,,,,,,,,,,,,0,1,,,,,,,,
1,,0,0.01,FALSE,,,,,,,,,,,,,,,0,1,,,,,,,,
2,,0,0.01,FALSE,,,,,,,,,,,,,,,0,1,,,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,1,1,,,,,,,,
1,,0,0.02,FALSE,,,,,,,,,,,,,,,1,1,,,,,,,,
2,,0,0.01420848,FALSE,,,,,,,,,,,,,,,1,1,,,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,0,2,,,,,,,,
1,,0,0.01,FALSE,,,,,,,,,,,,,,,0,2,,,,,,,,
2,,0,0.01,FALSE,,,,,,,,,,,,,,,0,2,,,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,1,2,,,,,,,,
1,,0,0.0188232,FALSE,,,,,,,,,,,,,,,1,2,,,,,,,,
2,,0,0.01694088,FALSE,,,,,,,,,,,,,,,1,2,,,,,,,,
0,,1,0.01,FALSE,,,,,,,,,,,,,,,0,0,,,,,,,,
1,,1,0.02,TRUE,,,,,,,,,,,,,,,0,0,,,,,,,,
2,,1,0.01947384,TRUE,,,,,,,,,,,,,,,0,0,,,,,,,,
0,,1,0.02520144,TRUE,,,,,,,,,,,,,,,1,0,,,,,,,,
1,,1,0.04,TRUE,,,,,,,,,,,,,,,1,0,,,,,,,,
2,,1,0.03780216,TRUE,,,,,,,,,,,,,,,1,0,,,,,,,,
0,,1,0.01,FALSE,,,,,,,,,,,,,,,0,1,,,,,,,,
1,,1,0.0130832,TRUE,,,,,,,,,,,,,,,0,1,,,,,,,,
2,,1,0.01177488,TRUE,,,,,,,,,,,,,,,0,1,,,,,,,,
0,,1,0.01523808,TRUE,,,,,,,,,,,,,,,1,1,,,,,,,,
1,,1,0.03,TRUE,,,,,,,,,,,,,,,1,1,,,,,,,,
2,,1,0.02,TRUE,,,,,,,,,,,,,,,1,1,,,,,,,,
0,,1,0.01,FALSE,,,,,,,,,,,,,,,0,2,,,,,,,,
1,,1,0.02,TRUE,,,,,,,,,,,,,,,0,2,,,,,,,,
2,,1,0.01403928,TRUE,,,,,,,,,,,,,,,0,2,,,,,,,,
0,,1,0.02,TRUE,,,,,,,,,,,,,,,1,2,,,,,,,,
1,,1,0.0302808,TRUE,,,,,,,,,,,,,,,1,2,,,,,,,,
2,,1,0.03,TRUE,,,,,,,,,,,,,,,1,2,,,,,,,,
0,,2,0.0140352,FALSE,,,,,,,,,,,,,,,0,0,,,,,,,,
1,,2,0.023392,TRUE,,,,,,,,,,,,,,,0,0,,,,,,,,
2,,2,0.0210528,TRUE,,,,,,,,,,,,,,,0,0,,,,,,,,
0,,2,0.0272448,TRUE,,,,,,,,,,,,,,,1,0,,,,,,,,
1,,2,0.045408,TRUE,,,,,,,,,,,,,,,1,0,,,,,,,,
2,,2,0.04,TRUE,,,,,,,,,,,,,,,1,0,,,,,,,,
0,,2,0.01,FALSE,,,,,,,,,,,,,,,0,1,,,,,,,,
1,,2,0.014144,TRUE,,,,,,,,,,,,,,,0,1,,,,,,,,
2,,2,0.0127296,TRUE,,,,,,,,,,,,,,,0,1,,,,,,,,
0,,2,0.02,TRUE,,,,,,,,,,,,,,,1,1,,,,,,,,
1,,2,0.027456,TRUE,,,,,,,,,,,,,,,1,1,,,,,,,,
2,,2,0.0247104,TRUE,,,,,,,,,,,,,,,1,1,,,,,,,,
0,,2,0.0101184,FALSE,,,,,,,,,,,,,,,0,2,,,,,,,,
1,,2,0.02,TRUE,,,,,,,,,,,,,,,0,2,,,,,,,,
2,,2,0.0151776,TRUE,,,,,,,,,,,,,,,0,2,,,,,,,,
0,,2,0.0196416,TRUE,,,,,,,,,,,,,,,1,2,,,,,,,,
1,,2,0.03,TRUE,,,,,,,,,,,,,,,1,2,,,,,,,,
2,,2,0.03,TRUE,,,,,,,,,,,,,,,1,2,,,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,,,0,0,,,,,,
1,,0,0.0208104,TRUE,,,,,,,,,,,,,,,,,0,0,,,,,,
2,,0,0.01872936,FALSE,,,,,,,,,,,,,,,,,0,0,,,,,,
0,,0,0.01568784,TRUE,,,,,,,,,,,,,,,,,1,0,,,,,,
1,,0,0.03,TRUE,,,,,,,,,,,,,,,,,1,0,,,,,,
2,,0,0.02353176,FALSE,,,,,,,,,,,,,,,,,1,0,,,,,,
0,,0,0,TRUE,,,,,,,,,,,,,,,,,2,0,,,,,,
1,,0,0.01,FALSE,,,,,,,,,,,,,,,,,2,0,,,,,,
2,,0,0.01,TRUE,,,,,,,,,,,,,,,,,2,0,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,,,0,1,,,,,,
1,,0,0.0150696,FALSE,,,,,,,,,,,,,,,,,0,1,,,,,,
2,,0,0.01,FALSE,,,,,,,,,,,,,,,,,0,1,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,,,1,1,,,,,,
1,,0,0.0189336,FALSE,,,,,,,,,,,,,,,,,1,1,,,,,,
2,,0,0.02,FALSE,,,,,,,,,,,,,,,,,1,1,,,,,,
0,,0,0,FALSE,,,,,,,,,,,,,,,,,2,1,,,,,,
1,,0,0,FALSE,,,,,,,,,,,,,,,,,2,1,,,,,,
2,,0,0,FALSE,,,,,,,,,,,,,,,,,2,1,,,,,,
0,,1,0.02,FALSE,,,,,,,,,,,,,,,,,0,0,,,,,,
1,,1,0.03,FALSE,,,,,,,,,,,,,,,,,0,0,,,,,,
2,,1,0.03012984,FALSE,,,,,,,,,,,,,,,,,0,0,,,,,,
0,,1,0.02523696,FALSE,,,,,,,,,,,,,,,,,1,0,,,,,,
1,,1,0.04,FALSE,,,,,,,,,,,,,,,,,1,0,,,,,,
2,,1,0.04,FALSE,,,,,,,,,,,,,,,,,1,0,,,,,,
0,,1,0.01,FALSE,,,,,,,,,,,,,,,,,2,0,,,,,,
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,2,0,,,,,,
2,,1,0.01,FALSE,,,,,,,,,,,,,,,,,2,0,,,,,,
0,,1,0.01,FALSE,,,,,,,,,,,,,,,,,0,1,,,,,,
1,,1,0.0242424,FALSE,,,,,,,,,,,,,,,,,0,1,,,,,,
2,,1,0.02,FALSE,,,,,,,,,,,,,,,,,0,1,,,,,,
0,,1,0.02,TRUE,,,,,,,,,,,,,,,,,1,1,,,,,,
1,,1,0.03,TRUE,,,,,,,,,,,,,,,,,1,1,,,,,,
2,,1,0.03,FALSE,,,,,,,,,,,,,,,,,1,1,,,,,,
0,,1,0,TRUE,,,,,,,,,,,,,,,,,2,1,,,,,,
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,2,1,,,,,,
2,,1,0.01,TRUE,,,,,,,,,,,,,,,,,2,1,,,,,,
0,,2,0.02,FALSE,,,,,,,,,,,,,,,,,0,0,,,,,,
1,,2,0.04,FALSE,,,,,,,,,,,,,,,,,0,0,,,,,,
2,,2,0.03,FALSE,,,,,,,,,,,,,,,,,0,0,,,,,,
0,,2,0.0272832,FALSE,,,,,,,,,,,,,,,,,1,0,,,,,,
1,,2,0.045472,FALSE,,,,,,,,,,,,,,,,,1,0,,,,,,
2,,2,0.0409248,FALSE,,,,,,,,,,,,,,,,,1,0,,,,,,
0,,2,0.01,FALSE,,,,,,,,,,,,,,,,,2,0,,,,,,
1,,2,0.01,FALSE,,,,,,,,,,,,,,,,,2,0,,,,,,
2,,2,0.0100224,FALSE,,,,,,,,,,,,,,,,,2,0,,,,,,
0,,2,0.02,FALSE,,,,,,,,,,,,,,,,,0,1,,,,,,
1,,2,0.026208,FALSE,,,,,,,,,,,,,,,,,0,1,,,,,,
2,,2,0.0235872,FALSE,,,,,,,,,,,,,,,,,0,1,,,,,,
0,,2,0.02,TRUE,,,,,,,,,,,,,,,,,1,1,,,,,,
1,,2,0.032928,TRUE,,,,,,,,,,,,,,,,,1,1,,,,,,
2,,2,0.03,FALSE,,,,,,,,,,,,,,,,,1,1,,,,,,
0,,2,0,TRUE,,,,,,,,,,,,,,,,,2,1,,,,,,
1,,2,0.01,FALSE,,,,,,,,,,,,,,,,,2,1,,,,,,
2,,2,0.01,TRUE,,,,,,,,,,,,,,,,,2,1,,,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,0,0,,,,
1,,0,0.023,FALSE,,,,,,,,,,,,,,,,,,,0,0,,,,
2,,0,0.02,FALSE,,,,,,,,,,,,,,,,,,,0,0,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,0,,,,
1,,0,0.023,FALSE,,,,,,,,,,,,,,,,,,,1,0,,,,
2,,0,0.02,FALSE,,,,,,,,,,,,,,,,,,,1,0,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,0,1,,,,
1,,0,0.01,TRUE,,,,,,,,,,,,,,,,,,,0,1,,,,
2,,0,0.01,TRUE,,,,,,,,,,,,,,,,,,,0,1,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,1,,,,
1,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,1,,,,
2,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,1,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,0,2,,,,
1,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,0,2,,,,
2,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,0,2,,,,
0,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,2,,,,
1,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,2,,,,
2,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,2,,,,
0,,1,0.0222,FALSE,,,,,,,,,,,,,,,,,,,0,0,,,,
1,,1,0.04,FALSE,,,,,,,,,,,,,,,,,,,0,0,,,,
2,,1,0.0333,FALSE,,,,,,,,,,,,,,,,,,,0,0,,,,
0,,1,0.0222,FALSE,,,,,,,,,,,,,,,,,,,1,0,,,,
1,,1,0.04,FALSE,,,,,,,,,,,,,,,,,,,1,0,,,,
2,,1,0.0333,FALSE,,,,,,,,,,,,,,,,,,,1,0,,,,
0,,1,0.01332,FALSE,,,,,,,,,,,,,,,,,,,0,1,,,,
1,,1,0.0222,TRUE,,,,,,,,,,,,,,,,,,,0,1,,,,
2,,1,0.02,TRUE,,,,,,,,,,,,,,,,,,,0,1,,,,
0,,1,0.01332,FALSE,,,,,,,,,,,,,,,,,,,1,1,,,,
1,,1,0.0222,FALSE,,,,,,,,,,,,,,,,,,,1,1,,,,
2,,1,0.02,FALSE,,,,,,,,,,,,,,,,,,,1,1,,,,
0,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,0,2,,,,
1,,1,0.0148,FALSE,,,,,,,,,,,,,,,,,,,0,2,,,,
2,,1,0.01332,FALSE,,,,,,,,,,,,,,,,,,,0,2,,,,
0,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,2,,,,
1,,1,0.0148,TRUE,,,,,,,,,,,,,,,,,,,1,2,,,,
2,,1,0.01332,FALSE,,,,,,,,,,,,,,,,,,,1,2,,,,
0,,2,0.02,FALSE,,,,,,,,,,,,,,,,,,,0,0,,,,
1,,2,0.04,FALSE,,,,,,,,,,,,,,,,,,,0,0,,,,
2,,2,0.04,FALSE,,,,,,,,,,,,,,,,,,,0,0,,,,
0,,2,0.02,FALSE,,,,,,,,,,,,,,,,,,,1,0,,,,
1,,2,0.04,FALSE,,,,,,,,,,,,,,,,,,,1,0,,,,
2,,2,0.04,FALSE,,,,,,,,,,,,,,,,,,,1,0,,,,
0,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,0,1,,,,
1,,2,0.02,TRUE,,,,,,,,,,,,,,,,,,,0,1,,,,
2,,2,0.02,TRUE,,,,,,,,,,,,,,,,,,,0,1,,,,
0,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,1,,,,
1,,2,0.02,FALSE,,,,,,,,,,,,,,,,,,,1,1,,,,
2,,2,0.02,FALSE,,,,,,,,,,,,,,,,,,,1,1,,,,
0,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,0,2,,,,
1,,2,0.016,FALSE,,,,,,,,,,,,,,,,,,,0,2,,,,
2,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,0,2,,,,
0,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,2,,,,
1,,2,0.016,TRUE,,,,,,,,,,,,,,,,,,,1,2,,,,
2,,2,0.01,FALSE,,,,,,,,,,,,,,,,,,,1,2,,,,
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,1,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,1,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,1,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,0
1,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,0
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,0
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,0
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,1
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,1
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,1
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,1
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,1
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,1
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,1
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,1
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,1
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,1
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,1
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,1
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,1
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,1
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,1
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,1
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,1
0,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,1
1,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,1
2,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,1
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,1
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,1
0,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,1
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,1
2,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,1
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,1
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,1
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,1
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,1
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,1
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,1
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,1
0,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,2
1,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,2
2,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,2
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,2
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,2
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,2
0,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,0,2
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,2
2,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,0,2
0,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,2
1,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,2
2,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,2
0,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,1,1,0,2
1,,0,0.01,TRUE,,,,,,,,,,,,,,,,,,,,,1,1,0,2
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,2
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,2
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,2
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,2
0,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,2
1,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,2
2,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,2
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,2
1,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,2
2,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,2
0,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,2
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,2
2,,0,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,2
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,2
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,2
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,2
0,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,2
1,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,2
2,,0,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,2
0,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,2
1,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,2
2,,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,2
0,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,0
2,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,0,0
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,0
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,0
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,0
0,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,0,0
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,0
2,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,0,0
0,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,0
1,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,0
2,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,1,0,0
0,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,1,1,0,0
1,,1,0.01,TRUE,,,,,,,,,,,,,,,,,,,,,1,1,0,0
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,0
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,0
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,0
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,0
0,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,0
1,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,0
2,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,0,0,1,0
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,0
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,0
2,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,0
0,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,0
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,0
2,,1,0,TRUE,,,,,,,,,,,,,,,,,,,,,2,0,1,0
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,0
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,0
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,1,0
0,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,0
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,0
2,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,1,0
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,0
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,0
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,1,0
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,1
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,1
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,0,1
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,1
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,1
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,0,1
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,1
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,1
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,0,1
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,1
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,1
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,1,0,1
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,1
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,1
2,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,1,0,1
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,1
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,1
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,1,0,1
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,1,1
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,1,1
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,0,0,1,1
0,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,1
1,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,1
2,,1,0.01,FALSE,,,,,,,,,,,,,,,,,,,,,1,0,1,1
0,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,1
1,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,1
2,,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,2,0,1,1
