S,6,T,prob,Connected,3,2,1
0,3.0,2,0.06,False,,,
1,3.0,2,0.06,True,,,
2,3.0,2,0.06,False,,,
3,3.0,2,0.06,False,,,
0,4.0,2,0.07,False,,,
1,4.0,2,0.07,False,,,
2,4.0,2,0.07,False,,,
3,4.0,2,0.07,False,,,
0,5.0,2,0.66,True,,,
1,5.0,2,0.66,True,,,
2,5.0,2,0.66,False,,,
3,5.0,2,0.66,False,,,
0,0.0,3,0.0,True,,,
1,0.0,3,0.0,True,,,
2,0.0,3,0.0,False,,,
3,0.0,3,0.0,False,,,
0,1.0,3,0.06,False,,,
1,1.0,3,0.06,False,,,
2,1.0,3,0.06,False,,,
3,1.0,3,0.06,False,,,
0,2.0,3,0.15,False,,,
1,2.0,3,0.15,False,,,
2,2.0,3,0.15,False,,,
3,2.0,3,0.15,False,,,
0,3.0,3,0.06,False,,,
1,3.0,3,0.06,True,,,
2,3.0,3,0.06,False,,,
3,3.0,3,0.06,False,,,
0,4.0,3,0.07,False,,,
1,4.0,3,0.07,False,,,
2,4.0,3,0.07,False,,,
3,4.0,3,0.07,False,,,
0,5.0,3,0.66,True,,,
1,5.0,3,0.66,True,,,
2,5.0,3,0.66,False,,,
3,5.0,3,0.66,False,,,
0,,0,0.05,False,0.0,,
1,,0,0.05,False,0.0,,
2,,0,0.05,False,0.0,,
3,,0,0.05,False,0.0,,
0,,0,0.04,False,1.0,,
1,,0,0.04,False,1.0,,
2,,0,0.04,False,1.0,,
3,,0,0.04,False,1.0,,
0,,0,0.03,True,2.0,,
1,,0,0.03,True,2.0,,
2,,0,0.03,True,2.0,,
3,,0,0.03,True,2.0,,
0,,0,0.14,False,3.0,,
1,,0,0.14,True,3.0,,
2,,0,0.14,False,3.0,,
3,,0,0.14,False,3.0,,
0,,1,0.05,False,0.0,,
1,,1,0.05,True,0.0,,
2,,1,0.05,False,0.0,,
3,,1,0.05,True,0.0,,
0,,1,0.04,False,1.0,,
1,,1,0.04,False,1.0,,
2,,1,0.04,True,1.0,,
3,,1,0.04,False,1.0,,
0,,1,0.03,False,2.0,,
1,,1,0.03,False,2.0,,
2,,1,0.03,False,2.0,,
3,,1,0.03,False,2.0,,
0,,1,0.14,False,3.0,,
1,,1,0.14,True,3.0,,
2,,1,0.14,False,3.0,,
3,,1,0.14,False,3.0,,
0,,2,0.05,False,0.0,,
1,,2,0.05,True,0.0,,
2,,2,0.05,False,0.0,,
3,,2,0.05,True,0.0,,
0,,2,0.04,False,1.0,,
1,,2,0.04,False,1.0,,
2,,2,0.04,True,1.0,,
3,,2,0.04,False,1.0,,
0,,2,0.03,False,2.0,,
1,,2,0.03,False,2.0,,
2,,2,0.03,False,2.0,,
3,,2,0.03,False,2.0,,
0,,2,0.14,False,3.0,,
1,,2,0.14,True,3.0,,
2,,2,0.14,False,3.0,,
3,,2,0.14,False,3.0,,
0,,3,0.05,False,0.0,,
1,,3,0.05,False,0.0,,
2,,3,0.05,False,0.0,,
3,,3,0.05,False,0.0,,
0,,3,0.04,False,1.0,,
1,,3,0.04,False,1.0,,
2,,3,0.04,False,1.0,,
3,,3,0.04,False,1.0,,
0,,3,0.03,True,2.0,,
1,,3,0.03,True,2.0,,
2,,3,0.03,True,2.0,,
3,,3,0.03,True,2.0,,
0,,3,0.14,False,3.0,,
1,,3,0.14,False,3.0,,
2,,3,0.14,False,3.0,,
3,,3,0.14,False,3.0,,
0,,0,0.03,False,,0.0,
1,,0,0.03,True,,0.0,
2,,0,0.03,True,,0.0,
3,,0,0.03,True,,0.0,
0,,0,0.12,False,,1.0,
1,,0,0.12,False,,1.0,
2,,0,0.12,False,,1.0,
3,,0,0.12,False,,1.0,
0,,0,0.1,True,,2.0,
1,,0,0.1,True,,2.0,
2,,0,0.1,False,,2.0,
3,,0,0.1,False,,2.0,
0,,0,0.07,True,,3.0,
1,,0,0.07,True,,3.0,
2,,0,0.07,False,,3.0,
3,,0,0.07,False,,3.0,
0,,1,0.03,False,,0.0,
1,,1,0.03,False,,0.0,
2,,1,0.03,False,,0.0,
3,,1,0.03,False,,0.0,
0,,1,0.12,True,,1.0,
1,,1,0.12,False,,1.0,
2,,1,0.12,True,,1.0,
3,,1,0.12,False,,1.0,
0,,1,0.1,True,,2.0,
1,,1,0.1,True,,2.0,
2,,1,0.1,False,,2.0,
3,,1,0.1,False,,2.0,
0,,1,0.07,False,,3.0,
1,,1,0.07,False,,3.0,
2,,1,0.07,False,,3.0,
3,,1,0.07,False,,3.0,
0,,2,0.03,False,,0.0,
1,,2,0.03,True,,0.0,
2,,2,0.03,True,,0.0,
3,,2,0.03,True,,0.0,
0,,2,0.12,True,,1.0,
1,,2,0.12,False,,1.0,
2,,2,0.12,True,,1.0,
3,,2,0.12,False,,1.0,
0,,2,0.1,True,,2.0,
1,,2,0.1,True,,2.0,
2,,2,0.1,False,,2.0,
3,,2,0.1,False,,2.0,
0,,2,0.07,False,,3.0,
1,,2,0.07,False,,3.0,
2,,2,0.07,False,,3.0,
3,,2,0.07,False,,3.0,
0,,3,0.03,False,,0.0,
1,,3,0.03,False,,0.0,
2,,3,0.03,False,,0.0,
3,,3,0.03,False,,0.0,
0,,3,0.12,False,,1.0,
1,,3,0.12,False,,1.0,
2,,3,0.12,False,,1.0,
3,,3,0.12,False,,1.0,
0,,3,0.1,False,,2.0,
1,,3,0.1,False,,2.0,
2,,3,0.1,False,,2.0,
3,,3,0.1,False,,2.0,
0,,3,0.07,True,,3.0,
1,,3,0.07,True,,3.0,
2,,3,0.07,False,,3.0,
3,,3,0.07,False,,3.0,
0,,0,0.06,False,,,0.0
1,,0,0.06,True,,,0.0
2,,0,0.06,True,,,0.0
3,,0,0.06,False,,,0.0
0,,0,0.01,False,,,1.0
1,,0,0.01,False,,,1.0
2,,0,0.01,False,,,1.0
3,,0,0.01,False,,,1.0
0,,0,0.05,False,,,2.0
1,,0,0.05,False,,,2.0
2,,0,0.05,True,,,2.0
3,,0,0.05,True,,,2.0
0,,0,0.04,True,,,3.0
1,,0,0.04,True,,,3.0
2,,0,0.04,True,,,3.0
3,,0,0.04,True,,,3.0
0,,1,0.06,False,,,0.0
1,,1,0.06,True,,,0.0
2,,1,0.06,True,,,0.0
3,,1,0.06,False,,,0.0
0,,1,0.01,False,,,1.0
1,,1,0.01,False,,,1.0
2,,1,0.01,False,,,1.0
3,,1,0.01,False,,,1.0
0,,1,0.05,False,,,2.0
1,,1,0.05,False,,,2.0
2,,1,0.05,False,,,2.0
3,,1,0.05,False,,,2.0
0,,1,0.04,True,,,3.0
1,,1,0.04,True,,,3.0
2,,1,0.04,True,,,3.0
3,,1,0.04,True,,,3.0
0,,2,0.06,False,,,0.0
1,,2,0.06,True,,,0.0
2,,2,0.06,True,,,0.0
3,,2,0.06,False,,,0.0
0,,2,0.01,False,,,1.0
1,,2,0.01,False,,,1.0
2,,2,0.01,False,,,1.0
3,,2,0.01,False,,,1.0
0,,2,0.05,False,,,2.0
1,,2,0.05,False,,,2.0
2,,2,0.05,False,,,2.0
3,,2,0.05,False,,,2.0
0,,2,0.04,True,,,3.0
1,,2,0.04,True,,,3.0
2,,2,0.04,True,,,3.0
3,,2,0.04,True,,,3.0
0,,3,0.06,False,,,0.0
1,,3,0.06,True,,,0.0
2,,3,0.06,True,,,0.0
3,,3,0.06,False,,,0.0
0,,3,0.01,False,,,1.0
1,,3,0.01,False,,,1.0
2,,3,0.01,False,,,1.0
3,,3,0.01,False,,,1.0
0,,3,0.05,False,,,2.0
1,,3,0.05,False,,,2.0
2,,3,0.05,True,,,2.0
3,,3,0.05,True,,,2.0
0,,3,0.04,True,,,3.0
1,,3,0.04,True,,,3.0
2,,3,0.04,True,,,3.0
3,,3,0.04,True,,,3.0
