0,,1,0.1914,False,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.1914,False,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.09860000000000001,False,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.09860000000000001,False,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.3132,False,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.3132,True,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.2668,True,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.2668,True,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.2268,False,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.2268,True,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.1932,True,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.1932,True,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.3132,False,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.3132,False,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.2668,False,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.2668,False,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.2268,False,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.2268,True,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.1932,True,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.1932,True,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.35100000000000003,False,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.35100000000000003,False,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.29900000000000004,False,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.29900000000000004,True,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.189,False,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.189,False,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.161,False,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.161,False,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.35100000000000003,False,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.35100000000000003,False,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.29900000000000004,False,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.29900000000000004,True,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.189,False,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.189,False,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.161,False,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.161,False,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.38,False,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.38,False,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.12,False,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.12,False,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.38,True,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.38,False,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.12,True,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.12,True,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.38,True,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.38,False,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.12,True,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.12,True,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.38,True,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.38,False,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.12,True,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.12,True,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.5372,False,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.5372,False,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.1428,False,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.1428,False,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.2528,False,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.2528,False,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.0672,True,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.0672,True,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.5372,False,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.5372,False,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.1428,False,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.1428,False,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.2528,False,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.2528,False,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.0672,False,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.0672,False,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.33390000000000003,False,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.33390000000000003,True,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.1961,False,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.1961,True,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.2961,False,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.2961,False,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.1739,False,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.1739,True,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.33390000000000003,False,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.33390000000000003,False,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.1961,False,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.1961,False,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.2961,False,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.2961,False,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.1739,False,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.1739,True,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.5700000000000001,False,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.5700000000000001,False,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.18,True,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.18,True,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.19,False,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.19,False,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.06,True,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.06,True,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.5700000000000001,False,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.5700000000000001,False,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.18,True,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.18,True,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.19,False,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.19,False,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.06,False,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.06,False,,,,,,,,,,,,,,,,,,,1.0,1.0
