1,,1,0.68,True,,,,,0.0,,,,,,,,,,,,,,
0,,1,0.32,True,,,,,1.0,,,,,,,,,,,,,,
1,,1,0.32,True,,,,,1.0,,,,,,,,,,,,,,
0,,0,0.504,True,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.504,True,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.216,True,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.216,False,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.196,True,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.196,True,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.084,False,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.084,False,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.504,True,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.504,True,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.216,True,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.216,False,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.196,True,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.196,True,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.084,False,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.084,False,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.4661,False,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.4661,False,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.12389999999999998,False,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.12389999999999998,False,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.3239,True,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.3239,False,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.0861,True,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.0861,False,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.4661,False,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.4661,False,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.12389999999999998,False,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.12389999999999998,False,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.3239,True,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.3239,False,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.0861,True,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.0861,False,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.568,False,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.568,True,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.142,False,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.142,True,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.23199999999999998,False,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.23199999999999998,True,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.057999999999999996,False,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.057999999999999996,False,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.568,False,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.568,True,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.142,False,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.142,True,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.23199999999999998,False,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.23199999999999998,True,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.057999999999999996,False,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.057999999999999996,False,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.34650000000000003,False,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.34650000000000003,False,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.28350000000000003,False,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.28350000000000003,False,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.20350000000000001,True,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.20350000000000001,False,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.1665,True,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.1665,True,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.34650000000000003,False,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.34650000000000003,False,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.28350000000000003,False,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.28350000000000003,False,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.20350000000000001,True,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.20350000000000001,False,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.1665,True,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.1665,True,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.5032,False,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.5032,False,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.1768,False,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.1768,False,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.2368,False,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.2368,False,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.08320000000000001,False,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.08320000000000001,True,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.5032,True,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.5032,True,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.1768,False,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.1768,True,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.2368,False,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.2368,False,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.08320000000000001,False,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.08320000000000001,True,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.40880000000000005,False,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.40880000000000005,False,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.3212,False,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.3212,True,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.15120000000000003,False,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.15120000000000003,False,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.1188,False,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.1188,False,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.40880000000000005,False,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.40880000000000005,False,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.3212,False,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.3212,True,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.15120000000000003,False,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.15120000000000003,False,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.1188,False,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.1188,False,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.46199999999999997,False,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.46199999999999997,False,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.238,False,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.238,False,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.198,True,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.198,True,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.10200000000000001,True,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.10200000000000001,True,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.46199999999999997,False,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.46199999999999997,False,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.238,False,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.238,False,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.198,True,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.198,True,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.10200000000000001,True,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.10200000000000001,True,,,,,,,,,,,,,,,,,,1.0,1.0
