S,2,T,prob,Connected,9,11
0,0.0,0,0.63,False,,
1,0.0,0,0.63,False,,
0,1.0,0,0.37,True,,
1,1.0,0,0.37,True,,
0,0.0,1,0.63,False,,
1,0.0,1,0.63,False,,
0,1.0,1,0.37,True,,
1,1.0,1,0.37,True,,
0,,0,0.40800000000000003,False,0.0,0.0
1,,0,0.40800000000000003,True,0.0,0.0
0,,0,0.10200000000000001,True,1.0,0.0
1,,0,0.10200000000000001,True,1.0,0.0
0,,0,0.392,False,0.0,1.0
1,,0,0.392,False,0.0,1.0
0,,0,0.098,True,1.0,1.0
1,,0,0.098,True,1.0,1.0
0,,1,0.40800000000000003,False,0.0,0.0
1,,1,0.40800000000000003,False,0.0,0.0
0,,1,0.10200000000000001,False,1.0,0.0
1,,1,0.10200000000000001,False,1.0,0.0
0,,1,0.392,False,0.0,1.0
1,,1,0.392,False,0.0,1.0
0,,1,0.098,True,1.0,1.0
1,,1,0.098,True,1.0,1.0
