0,,1,0.1665,False,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.1665,False,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.35,False,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.35,False,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.15,False,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.15,False,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.35,False,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.35,False,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.15,False,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.15,False,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.35,False,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.35,False,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.15,True,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.15,True,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.35,True,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.35,True,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.15,False,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.15,False,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.42479999999999996,False,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.42479999999999996,False,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.29519999999999996,True,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.29519999999999996,True,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.1652,False,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.1652,False,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.1148,False,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.1148,False,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.42479999999999996,False,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.42479999999999996,False,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.29519999999999996,True,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.29519999999999996,True,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.1652,False,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.1652,False,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.1148,False,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.1148,False,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.469,False,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.469,False,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.23099999999999998,False,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.23099999999999998,False,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.201,True,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.201,False,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.099,False,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.099,False,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.469,False,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.469,False,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.23099999999999998,False,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.23099999999999998,True,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.201,True,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.201,False,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.099,False,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.099,False,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.37,True,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.37,True,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.37,False,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.37,False,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.13,False,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.13,False,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.13,False,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.13,False,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.37,True,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.37,True,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.37,False,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.37,False,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.13,False,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.13,False,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.13,False,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.13,False,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.338,True,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.338,True,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.312,True,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.312,True,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.182,False,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.182,False,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.16799999999999998,False,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.16799999999999998,False,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.338,True,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.338,True,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.312,True,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.312,True,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.182,False,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.182,False,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.16799999999999998,False,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.16799999999999998,False,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.5256,False,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.5256,True,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.19440000000000002,False,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.19440000000000002,True,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.20440000000000003,False,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.20440000000000003,False,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.07560000000000001,False,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.07560000000000001,False,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.5256,False,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.5256,True,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.19440000000000002,False,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.19440000000000002,True,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.20440000000000003,False,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.20440000000000003,False,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.07560000000000001,False,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.07560000000000001,False,,,,,,,,,,,,,,,,,,1.0,1.0
