S,6,T,prob,Connected,3,2
0,0.0,0,0.12,True,,
1,0.0,0,0.12,True,,
2,0.0,0,0.12,True,,
3,0.0,0,0.12,False,,
0,1.0,0,0.1,False,,
1,1.0,0,0.1,True,,
2,1.0,0,0.1,True,,
3,1.0,0,0.1,True,,
0,2.0,0,0.19,True,,
1,2.0,0,0.19,False,,
2,2.0,0,0.19,True,,
3,2.0,0,0.19,False,,
0,3.0,0,0.12,False,,
1,3.0,0,0.12,False,,
2,3.0,0,0.12,True,,
3,3.0,0,0.12,False,,
0,0.0,1,0.12,True,,
1,0.0,1,0.12,True,,
2,0.0,1,0.12,True,,
3,0.0,1,0.12,False,,
0,1.0,1,0.1,False,,
1,1.0,1,0.1,True,,
2,1.0,1,0.1,True,,
3,1.0,1,0.1,True,,
0,2.0,1,0.19,True,,
1,2.0,1,0.19,False,,
2,2.0,1,0.19,True,,
3,2.0,1,0.19,False,,
0,3.0,1,0.12,False,,
1,3.0,1,0.12,False,,
2,3.0,1,0.12,False,,
3,3.0,1,0.12,False,,
0,0.0,2,0.12,True,,
1,0.0,2,0.12,True,,
2,0.0,2,0.12,True,,
3,0.0,2,0.12,False,,
0,1.0,2,0.1,False,,
1,1.0,2,0.1,True,,
2,1.0,2,0.1,True,,
3,1.0,2,0.1,True,,
0,2.0,2,0.19,False,,
1,2.0,2,0.19,False,,
2,2.0,2,0.19,False,,
3,2.0,2,0.19,False,,
0,3.0,2,0.12,False,,
1,3.0,2,0.12,False,,
2,3.0,2,0.12,True,,
3,3.0,2,0.12,False,,
0,0.0,3,0.12,False,,
1,0.0,3,0.12,False,,
2,0.0,3,0.12,False,,
3,0.0,3,0.12,False,,
0,1.0,3,0.1,False,,
1,1.0,3,0.1,True,,
2,1.0,3,0.1,True,,
3,1.0,3,0.1,True,,
0,2.0,3,0.19,True,,
1,2.0,3,0.19,False,,
2,2.0,3,0.19,True,,
3,2.0,3,0.19,False,,
0,3.0,3,0.12,False,,
1,3.0,3,0.12,False,,
2,3.0,3,0.12,False,,
3,3.0,3,0.12,False,,
0,,0,0.08,False,0.0,
1,,0,0.08,False,0.0,
2,,0,0.08,False,0.0,
3,,0,0.08,False,0.0,
0,,0,0.16,False,1.0,
1,,0,0.16,False,1.0,
2,,0,0.16,False,1.0,
3,,0,0.16,False,1.0,
0,,0,0.13,False,2.0,
1,,0,0.13,False,2.0,
2,,0,0.13,False,2.0,
3,,0,0.13,False,2.0,
0,,0,0.1,False,3.0,
1,,0,0.1,False,3.0,
2,,0,0.1,False,3.0,
3,,0,0.1,False,3.0,
0,,1,0.08,False,0.0,
1,,1,0.08,False,0.0,
2,,1,0.08,False,0.0,
3,,1,0.08,True,0.0,
0,,1,0.16,False,1.0,
1,,1,0.16,False,1.0,
2,,1,0.16,False,1.0,
3,,1,0.16,False,1.0,
0,,1,0.13,False,2.0,
1,,1,0.13,False,2.0,
2,,1,0.13,False,2.0,
3,,1,0.13,False,2.0,
0,,1,0.1,False,3.0,
1,,1,0.1,False,3.0,
2,,1,0.1,False,3.0,
3,,1,0.1,False,3.0,
0,,2,0.08,False,0.0,
1,,2,0.08,False,0.0,
2,,2,0.08,False,0.0,
3,,2,0.08,False,0.0,
0,,2,0.16,False,1.0,
1,,2,0.16,False,1.0,
2,,2,0.16,True,1.0,
3,,2,0.16,True,1.0,
0,,2,0.13,False,2.0,
1,,2,0.13,True,2.0,
2,,2,0.13,False,2.0,
3,,2,0.13,False,2.0,
0,,2,0.1,False,3.0,
1,,2,0.1,False,3.0,
2,,2,0.1,False,3.0,
3,,2,0.1,False,3.0,
0,,3,0.08,False,0.0,
1,,3,0.08,False,0.0,
2,,3,0.08,False,0.0,
3,,3,0.08,False,0.0,
0,,3,0.16,False,1.0,
1,,3,0.16,False,1.0,
2,,3,0.16,True,1.0,
3,,3,0.16,True,1.0,
0,,3,0.13,False,2.0,
1,,3,0.13,False,2.0,
2,,3,0.13,False,2.0,
3,,3,0.13,False,2.0,
0,,3,0.1,False,3.0,
1,,3,0.1,False,3.0,
2,,3,0.1,False,3.0,
3,,3,0.1,False,3.0,
0,,0,0.04,False,,0.0
1,,0,0.04,False,,0.0
2,,0,0.04,True,,0.0
3,,0,0.04,False,,0.0
0,,0,0.12,False,,1.0
1,,0,0.12,False,,1.0
