S,1,T,prob,Connected,7,8,4,5
0,0.0,0,0.5,True,,,,
1,0.0,0,0.5,False,,,,
0,1.0,0,0.5,True,,,,
1,1.0,0,0.5,True,,,,
0,0.0,1,0.5,True,,,,
1,0.0,1,0.5,False,,,,
0,1.0,1,0.5,True,,,,
1,1.0,1,0.5,True,,,,
0,,0,0.32130000000000003,True,0.0,0.0,,
1,,0,0.32130000000000003,True,0.0,0.0,,
0,,0,0.1887,False,1.0,0.0,,
1,,0,0.1887,True,1.0,0.0,,
0,,0,0.3087,False,0.0,1.0,,
1,,0,0.3087,False,0.0,1.0,,
0,,0,0.1813,False,1.0,1.0,,
1,,0,0.1813,False,1.0,1.0,,
0,,1,0.32130000000000003,False,0.0,0.0,,
1,,1,0.32130000000000003,False,0.0,0.0,,
0,,1,0.1887,False,1.0,0.0,,
1,,1,0.1887,False,1.0,0.0,,
0,,1,0.3087,True,0.0,1.0,,
1,,1,0.3087,True,0.0,1.0,,
0,,1,0.1813,False,1.0,1.0,,
1,,1,0.1813,True,1.0,1.0,,
0,,0,0.4686,True,,,0.0,0.0
1,,0,0.4686,True,,,0.0,0.0
0,,0,0.2414,False,,,1.0,0.0
1,,0,0.2414,False,,,1.0,0.0
0,,0,0.1914,False,,,0.0,1.0
1,,0,0.1914,False,,,0.0,1.0
0,,0,0.09860000000000001,True,,,1.0,1.0
1,,0,0.09860000000000001,False,,,1.0,1.0
0,,1,0.4686,True,,,0.0,0.0
1,,1,0.4686,True,,,0.0,0.0
0,,1,0.2414,False,,,1.0,0.0
1,,1,0.2414,False,,,1.0,0.0
0,,1,0.1914,False,,,0.0,1.0
1,,1,0.1914,False,,,0.0,1.0
0,,1,0.09860000000000001,True,,,1.0,1.0
1,,1,0.09860000000000001,False,,,1.0,1.0
