S,53,T,prob,Connected,52,47,43,39,38,26,25,18,8,5,2,57,60,41,59,40,56,30,54,29,48,22,49,20,45,15,34,14,37,6,27,31,32
0,,2,0.004200000000000001,False,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
1,,2,0.004200000000000001,False,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
0,,0,0.414,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.414,False,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.27599999999999997,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.27599999999999997,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.186,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.186,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.124,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.124,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.414,True,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.414,True,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.27599999999999997,True,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.27599999999999997,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.186,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.186,False,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.124,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.124,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,2,0.414,True,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,2,0.414,True,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,2,0.27599999999999997,True,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,2,0.27599999999999997,False,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,2,0.186,True,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,2,0.186,True,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,2,0.124,True,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,2,0.124,False,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.12880000000000003,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,0,0.12880000000000003,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,0,0.4312,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,0,0.4312,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,0,0.1012,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,0,0.1012,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,0,0.3388,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,0,0.3388,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,1,0.12880000000000003,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,1,0.12880000000000003,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,1,0.4312,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,1,0.4312,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,1,0.1012,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,1,0.1012,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,1,0.3388,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,1,0.3388,True,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,2,0.12880000000000003,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,2,0.12880000000000003,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,2,0.4312,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,2,0.4312,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,2,0.1012,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,2,0.1012,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,2,0.3388,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,2,0.3388,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,0,0.2013,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.2013,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.2989,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.2989,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.1098,True,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
1,,0,0.1098,True,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
0,,0,0.1287,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.1287,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.1911,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.1911,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.0702,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
1,,0,0.0702,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
0,,1,0.2013,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.2013,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.2989,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.2989,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.1098,True,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
1,,1,0.1098,True,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
0,,1,0.1287,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.1287,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.1911,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.1911,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.0702,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
1,,1,0.0702,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
0,,2,0.2013,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,2,0.2013,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,2,0.2989,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,2,0.2989,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,2,0.1098,True,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
1,,2,0.1098,True,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,
0,,2,0.1287,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,2,0.1287,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,2,0.1911,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,2,0.1911,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,2,0.0702,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
1,,2,0.0702,False,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
0,,0,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
1,,0,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
0,,0,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
1,,0,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
0,,1,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
1,,1,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
0,,1,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
1,,1,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
0,,2,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,2,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,2,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,2,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,2,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
1,,2,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,
0,,2,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,2,0.185,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,2,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,2,0.14,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,2,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
1,,2,0.175,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
0,,0,0.1287,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.1287,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.26130000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.26130000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.2013,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.2013,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.4087,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.4087,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.1287,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.1287,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.26130000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.26130000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.2013,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.2013,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.4087,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.4087,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,2,0.1287,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,2,0.1287,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,2,0.26130000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,2,0.26130000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,2,0.2013,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,2,0.2013,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,2,0.4087,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,2,0.4087,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.098,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.098,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.057999999999999996,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.057999999999999996,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.044000000000000004,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
1,,0,0.044000000000000004,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
0,,0,0.1274,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.1274,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.0754,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.0754,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.0572,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
1,,0,0.0572,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
0,,0,0.2646,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
1,,0,0.2646,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
0,,0,0.1566,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
1,,0,0.1566,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
0,,0,0.1188,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,
1,,0,0.1188,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,
0,,1,0.098,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.098,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.057999999999999996,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.057999999999999996,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.044000000000000004,False,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
1,,1,0.044000000000000004,False,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
0,,1,0.1274,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.1274,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.0754,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.0754,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.0572,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
1,,1,0.0572,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
0,,1,0.2646,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
1,,1,0.2646,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
0,,1,0.1566,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
1,,1,0.1566,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
0,,1,0.1188,False,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,
1,,1,0.1188,False,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,
0,,2,0.098,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,2,0.098,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,2,0.057999999999999996,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,2,0.057999999999999996,True,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,2,0.044000000000000004,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
1,,2,0.044000000000000004,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
0,,2,0.1274,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,2,0.1274,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,2,0.0754,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,2,0.0754,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,2,0.0572,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
1,,2,0.0572,True,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
0,,2,0.2646,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
1,,2,0.2646,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
0,,2,0.1566,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
1,,2,0.1566,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
0,,2,0.1188,False,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,
1,,2,0.1188,False,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,
0,,0,0.1824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.1824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.1152,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.1152,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.1824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
1,,0,0.1824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
0,,0,0.1976,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.1976,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.1248,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.1248,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.1976,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
1,,0,0.1976,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
0,,1,0.1824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.1824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.1152,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.1152,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.1824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
1,,1,0.1824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
0,,1,0.1976,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.1976,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.1248,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.1248,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.1976,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
1,,1,0.1976,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
0,,2,0.1824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,2,0.1824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,2,0.1152,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,2,0.1152,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,2,0.1824,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
1,,2,0.1824,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
0,,2,0.1976,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,2,0.1976,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,2,0.1248,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,2,0.1248,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,2,0.1976,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
1,,2,0.1976,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
0,,0,0.05988192,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1,,0,0.05988192,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
0,,0,0.029494079999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
1,,0,0.029494079999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
0,,0,0.045174080000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0
1,,0,0.045174080000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0
0,,0,0.02224992,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0
1,,0,0.02224992,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0
0,,0,0.041550720000000006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0
1,,0,0.041550720000000006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0
0,,0,0.02046528,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0
1,,0,0.02046528,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0
0,,0,0.03134528,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0
1,,0,0.03134528,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0
0,,0,0.015438720000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0
1,,0,0.015438720000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0
0,,0,0.020775360000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0
1,,0,0.020775360000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0
0,,0,0.01023264,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,0.0
1,,0,0.01023264,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,0.0
0,,0,0.01567264,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0
1,,0,0.01567264,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0
0,,0,0.007719360000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0
1,,0,0.007719360000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0
0,,0,0.12724908000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0
1,,0,0.12724908000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0
0,,0,0.06267492,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0
1,,0,0.06267492,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0
0,,0,0.09599492000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0
1,,0,0.09599492000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0
