S,2,T,prob,Connected,4,6
4,3.0,2,0.14,True,,
0,4.0,2,0.41,True,,
1,4.0,2,0.41,True,,
2,4.0,2,0.41,True,,
3,4.0,2,0.41,True,,
4,4.0,2,0.41,True,,
0,0.0,3,0.18,True,,
1,0.0,3,0.18,True,,
2,0.0,3,0.18,True,,
3,0.0,3,0.18,True,,
4,0.0,3,0.18,True,,
0,1.0,3,0.17,True,,
1,1.0,3,0.17,True,,
2,1.0,3,0.17,True,,
3,1.0,3,0.17,True,,
4,1.0,3,0.17,False,,
0,2.0,3,0.1,False,,
1,2.0,3,0.1,False,,
2,2.0,3,0.1,False,,
3,2.0,3,0.1,False,,
4,2.0,3,0.1,False,,
0,3.0,3,0.14,True,,
1,3.0,3,0.14,True,,
2,3.0,3,0.14,True,,
3,3.0,3,0.14,True,,
4,3.0,3,0.14,True,,
0,4.0,3,0.41,True,,
1,4.0,3,0.41,True,,
2,4.0,3,0.41,True,,
3,4.0,3,0.41,True,,
4,4.0,3,0.41,True,,
0,0.0,4,0.18,False,,
1,0.0,4,0.18,False,,
2,0.0,4,0.18,False,,
3,0.0,4,0.18,False,,
4,0.0,4,0.18,False,,
0,1.0,4,0.17,True,,
1,1.0,4,0.17,True,,
2,1.0,4,0.17,True,,
3,1.0,4,0.17,True,,
4,1.0,4,0.17,False,,
0,2.0,4,0.1,False,,
1,2.0,4,0.1,False,,
2,2.0,4,0.1,False,,
3,2.0,4,0.1,False,,
4,2.0,4,0.1,False,,
0,3.0,4,0.14,True,,
1,3.0,4,0.14,True,,
2,3.0,4,0.14,True,,
3,3.0,4,0.14,True,,
4,3.0,4,0.14,True,,
0,4.0,4,0.41,True,,
1,4.0,4,0.41,True,,
2,4.0,4,0.41,True,,
3,4.0,4,0.41,True,,
4,4.0,4,0.41,True,,
0,,0,0.024,False,0.0,0.0
1,,0,0.024,False,0.0,0.0
2,,0,0.024,False,0.0,0.0
3,,0,0.024,False,0.0,0.0
4,,0,0.024,False,0.0,0.0
0,,0,0.021,False,1.0,0.0
1,,0,0.021,False,1.0,0.0
2,,0,0.021,False,1.0,0.0
3,,0,0.021,False,1.0,0.0
4,,0,0.021,False,1.0,0.0
0,,0,0.03,False,2.0,0.0
1,,0,0.03,False,2.0,0.0
2,,0,0.03,False,2.0,0.0
3,,0,0.03,False,2.0,0.0
4,,0,0.03,False,2.0,0.0
0,,0,0.016,False,0.0,1.0
1,,0,0.016,True,0.0,1.0
2,,0,0.016,False,0.0,1.0
3,,0,0.016,True,0.0,1.0
4,,0,0.016,True,0.0,1.0
0,,0,0.014000000000000002,True,1.0,1.0
1,,0,0.014000000000000002,True,1.0,1.0
2,,0,0.014000000000000002,True,1.0,1.0
3,,0,0.014000000000000002,False,1.0,1.0
4,,0,0.014000000000000002,True,1.0,1.0
0,,0,0.020000000000000004,True,2.0,1.0
1,,0,0.020000000000000004,False,2.0,1.0
2,,0,0.020000000000000004,False,2.0,1.0
3,,0,0.020000000000000004,True,2.0,1.0
4,,0,0.020000000000000004,True,2.0,1.0
0,,0,0.027200000000000002,False,0.0,2.0
1,,0,0.027200000000000002,False,0.0,2.0
2,,0,0.027200000000000002,False,0.0,2.0
3,,0,0.027200000000000002,False,0.0,2.0
4,,0,0.027200000000000002,False,0.0,2.0
0,,0,0.023800000000000005,True,1.0,2.0
1,,0,0.023800000000000005,True,1.0,2.0
2,,0,0.023800000000000005,True,1.0,2.0
3,,0,0.023800000000000005,False,1.0,2.0
4,,0,0.023800000000000005,True,1.0,2.0
0,,0,0.034,True,2.0,2.0
1,,0,0.034,False,2.0,2.0
2,,0,0.034,False,2.0,2.0
3,,0,0.034,True,2.0,2.0
4,,0,0.034,True,2.0,2.0
0,,1,0.024,False,0.0,0.0
1,,1,0.024,False,0.0,0.0
2,,1,0.024,False,0.0,0.0
3,,1,0.024,False,0.0,0.0
4,,1,0.024,False,0.0,0.0
0,,1,0.021,False,1.0,0.0
1,,1,0.021,False,1.0,0.0
2,,1,0.021,False,1.0,0.0
3,,1,0.021,False,1.0,0.0
4,,1,0.021,False,1.0,0.0
0,,1,0.03,False,2.0,0.0
1,,1,0.03,False,2.0,0.0
2,,1,0.03,False,2.0,0.0
3,,1,0.03,False,2.0,0.0
4,,1,0.03,False,2.0,0.0
0,,1,0.016,False,0.0,1.0
1,,1,0.016,True,0.0,1.0
2,,1,0.016,False,0.0,1.0
3,,1,0.016,True,0.0,1.0
4,,1,0.016,True,0.0,1.0
0,,1,0.014000000000000002,True,1.0,1.0
1,,1,0.014000000000000002,True,1.0,1.0
2,,1,0.014000000000000002,True,1.0,1.0
3,,1,0.014000000000000002,False,1.0,1.0
4,,1,0.014000000000000002,True,1.0,1.0
0,,1,0.020000000000000004,True,2.0,1.0
1,,1,0.020000000000000004,False,2.0,1.0
2,,1,0.020000000000000004,False,2.0,1.0
3,,1,0.020000000000000004,True,2.0,1.0
4,,1,0.020000000000000004,True,2.0,1.0
0,,1,0.027200000000000002,False,0.0,2.0
1,,1,0.027200000000000002,False,0.0,2.0
2,,1,0.027200000000000002,False,0.0,2.0
3,,1,0.027200000000000002,False,0.0,2.0
4,,1,0.027200000000000002,False,0.0,2.0
0,,1,0.023800000000000005,False,1.0,2.0
1,,1,0.023800000000000005,False,1.0,2.0
2,,1,0.023800000000000005,False,1.0,2.0
3,,1,0.023800000000000005,False,1.0,2.0
4,,1,0.023800000000000005,False,1.0,2.0
0,,1,0.034,False,2.0,2.0
1,,1,0.034,False,2.0,2.0
2,,1,0.034,False,2.0,2.0
3,,1,0.034,False,2.0,2.0
4,,1,0.034,False,2.0,2.0
0,,2,0.024,False,0.0,0.0
1,,2,0.024,False,0.0,0.0
2,,2,0.024,False,0.0,0.0
3,,2,0.024,False,0.0,0.0
4,,2,0.024,False,0.0,0.0
0,,2,0.021,False,1.0,0.0
1,,2,0.021,False,1.0,0.0
2,,2,0.021,False,1.0,0.0
3,,2,0.021,False,1.0,0.0
4,,2,0.021,False,1.0,0.0
0,,2,0.03,False,2.0,0.0
1,,2,0.03,False,2.0,0.0
2,,2,0.03,False,2.0,0.0
3,,2,0.03,False,2.0,0.0
4,,2,0.03,False,2.0,0.0
0,,2,0.016,False,0.0,1.0
1,,2,0.016,True,0.0,1.0
2,,2,0.016,False,0.0,1.0
3,,2,0.016,True,0.0,1.0
4,,2,0.016,True,0.0,1.0
0,,2,0.014000000000000002,True,1.0,1.0
1,,2,0.014000000000000002,True,1.0,1.0
2,,2,0.014000000000000002,True,1.0,1.0
3,,2,0.014000000000000002,False,1.0,1.0
4,,2,0.014000000000000002,True,1.0,1.0
0,,2,0.020000000000000004,True,2.0,1.0
1,,2,0.020000000000000004,False,2.0,1.0
2,,2,0.020000000000000004,False,2.0,1.0
3,,2,0.020000000000000004,True,2.0,1.0
4,,2,0.020000000000000004,True,2.0,1.0
0,,2,0.027200000000000002,False,0.0,2.0
1,,2,0.027200000000000002,False,0.0,2.0
2,,2,0.027200000000000002,False,0.0,2.0
3,,2,0.027200000000000002,False,0.0,2.0
4,,2,0.027200000000000002,False,0.0,2.0
0,,2,0.023800000000000005,False,1.0,2.0
1,,2,0.023800000000000005,False,1.0,2.0
2,,2,0.023800000000000005,False,1.0,2.0
3,,2,0.023800000000000005,False,1.0,2.0
4,,2,0.023800000000000005,False,1.0,2.0
0,,2,0.034,False,2.0,2.0
1,,2,0.034,False,2.0,2.0
2,,2,0.034,False,2.0,2.0
3,,2,0.034,False,2.0,2.0
4,,2,0.034,False,2.0,2.0
0,,3,0.024,False,0.0,0.0
1,,3,0.024,False,0.0,0.0
2,,3,0.024,False,0.0,0.0
3,,3,0.024,False,0.0,0.0
4,,3,0.024,False,0.0,0.0
0,,3,0.021,False,1.0,0.0
1,,3,0.021,False,1.0,0.0
2,,3,0.021,False,1.0,0.0
3,,3,0.021,False,1.0,0.0
4,,3,0.021,False,1.0,0.0
0,,3,0.03,False,2.0,0.0
1,,3,0.03,False,2.0,0.0
2,,3,0.03,False,2.0,0.0
3,,3,0.03,False,2.0,0.0
4,,3,0.03,False,2.0,0.0
0,,3,0.016,False,0.0,1.0
1,,3,0.016,False,0.0,1.0
2,,3,0.016,False,0.0,1.0
3,,3,0.016,False,0.0,1.0
4,,3,0.016,False,0.0,1.0
0,,3,0.014000000000000002,False,1.0,1.0
1,,3,0.014000000000000002,False,1.0,1.0
2,,3,0.014000000000000002,False,1.0,1.0
3,,3,0.014000000000000002,False,1.0,1.0
4,,3,0.014000000000000002,False,1.0,1.0
0,,3,0.020000000000000004,False,2.0,1.0
1,,3,0.020000000000000004,False,2.0,1.0
2,,3,0.020000000000000004,False,2.0,1.0
3,,3,0.020000000000000004,False,2.0,1.0
4,,3,0.020000000000000004,False,2.0,1.0
0,,3,0.027200000000000002,False,0.0,2.0
1,,3,0.027200000000000002,False,0.0,2.0
2,,3,0.027200000000000002,False,0.0,2.0
3,,3,0.027200000000000002,False,0.0,2.0
4,,3,0.027200000000000002,False,0.0,2.0
0,,3,0.023800000000000005,True,1.0,2.0
1,,3,0.023800000000000005,True,1.0,2.0
2,,3,0.023800000000000005,True,1.0,2.0
3,,3,0.023800000000000005,False,1.0,2.0
4,,3,0.023800000000000005,True,1.0,2.0
0,,3,0.034,True,2.0,2.0
1,,3,0.034,False,2.0,2.0
2,,3,0.034,False,2.0,2.0
3,,3,0.034,True,2.0,2.0
4,,3,0.034,True,2.0,2.0
0,,4,0.024,False,0.0,0.0
1,,4,0.024,False,0.0,0.0
2,,4,0.024,False,0.0,0.0
3,,4,0.024,False,0.0,0.0
4,,4,0.024,False,0.0,0.0
0,,4,0.021,False,1.0,0.0
1,,4,0.021,False,1.0,0.0
2,,4,0.021,False,1.0,0.0
3,,4,0.021,False,1.0,0.0
4,,4,0.021,False,1.0,0.0
0,,4,0.03,False,2.0,0.0
1,,4,0.03,False,2.0,0.0
2,,4,0.03,False,2.0,0.0
3,,4,0.03,False,2.0,0.0
4,,4,0.03,False,2.0,0.0
0,,4,0.016,False,0.0,1.0
1,,4,0.016,True,0.0,1.0
2,,4,0.016,False,0.0,1.0
3,,4,0.016,True,0.0,1.0
4,,4,0.016,True,0.0,1.0
0,,4,0.014000000000000002,True,1.0,1.0
1,,4,0.014000000000000002,True,1.0,1.0
2,,4,0.014000000000000002,True,1.0,1.0
3,,4,0.014000000000000002,False,1.0,1.0
4,,4,0.014000000000000002,True,1.0,1.0
0,,4,0.020000000000000004,True,2.0,1.0
1,,4,0.020000000000000004,False,2.0,1.0
2,,4,0.020000000000000004,False,2.0,1.0
3,,4,0.020000000000000004,True,2.0,1.0
4,,4,0.020000000000000004,True,2.0,1.0
0,,4,0.027200000000000002,False,0.0,2.0
1,,4,0.027200000000000002,False,0.0,2.0
2,,4,0.027200000000000002,False,0.0,2.0
3,,4,0.027200000000000002,False,0.0,2.0
4,,4,0.027200000000000002,False,0.0,2.0
0,,4,0.023800000000000005,True,1.0,2.0
1,,4,0.023800000000000005,True,1.0,2.0
2,,4,0.023800000000000005,True,1.0,2.0
3,,4,0.023800000000000005,False,1.0,2.0
4,,4,0.023800000000000005,True,1.0,2.0
0,,4,0.034,True,2.0,2.0
1,,4,0.034,False,2.0,2.0
2,,4,0.034,False,2.0,2.0
3,,4,0.034,True,2.0,2.0
4,,4,0.034,True,2.0,2.0
