S,5,T,prob,Connected,2,3,4
0,0.0,0,0.16,True,,,
1,0.0,0,0.16,True,,,
2,0.0,0,0.16,False,,,
3,0.0,0,0.16,False,,,
0,1.0,0,0.11,False,,,
1,1.0,0,0.11,False,,,
2,1.0,0,0.11,False,,,
3,1.0,0,0.11,False,,,
0,2.0,0,0.22,False,,,
1,2.0,0,0.22,False,,,
2,2.0,0,0.22,False,,,
3,2.0,0,0.22,False,,,
0,3.0,0,0.51,False,,,
1,3.0,0,0.51,True,,,
2,3.0,0,0.51,True,,,
3,3.0,0,0.51,True,,,
0,0.0,1,0.16,True,,,
1,0.0,1,0.16,True,,,
2,0.0,1,0.16,False,,,
3,0.0,1,0.16,False,,,
0,1.0,1,0.11,True,,,
1,1.0,1,0.11,False,,,
2,1.0,1,0.11,True,,,
3,1.0,1,0.11,False,,,
0,2.0,1,0.22,False,,,
1,2.0,1,0.22,False,,,
2,2.0,1,0.22,False,,,
3,2.0,1,0.22,False,,,
0,3.0,1,0.51,False,,,
1,3.0,1,0.51,False,,,
2,3.0,1,0.51,False,,,
3,3.0,1,0.51,False,,,
0,0.0,2,0.16,False,,,
1,0.0,2,0.16,False,,,
2,0.0,2,0.16,False,,,
3,0.0,2,0.16,False,,,
0,1.0,2,0.11,True,,,
1,1.0,2,0.11,False,,,
2,1.0,2,0.11,True,,,
3,1.0,2,0.11,False,,,
0,2.0,2,0.22,False,,,
1,2.0,2,0.22,False,,,
2,2.0,2,0.22,False,,,
3,2.0,2,0.22,False,,,
0,3.0,2,0.51,False,,,
1,3.0,2,0.51,True,,,
2,3.0,2,0.51,True,,,
3,3.0,2,0.51,True,,,
0,0.0,3,0.16,True,,,
1,0.0,3,0.16,True,,,
2,0.0,3,0.16,False,,,
3,0.0,3,0.16,False,,,
0,1.0,3,0.11,True,,,
1,1.0,3,0.11,False,,,
2,1.0,3,0.11,True,,,
3,1.0,3,0.11,False,,,
0,2.0,3,0.22,False,,,
1,2.0,3,0.22,False,,,
2,2.0,3,0.22,False,,,
3,2.0,3,0.22,False,,,
0,3.0,3,0.51,False,,,
1,3.0,3,0.51,False,,,
2,3.0,3,0.51,False,,,
3,3.0,3,0.51,False,,,
0,,0,0.27,False,0.0,,
1,,0,0.27,False,0.0,,
2,,0,0.27,False,0.0,,
3,,0,0.27,False,0.0,,
0,,0,0.21,False,1.0,,
1,,0,0.21,True,1.0,,
2,,0,0.21,False,1.0,,
3,,0,0.21,False,1.0,,
0,,0,0.2,False,2.0,,
1,,0,0.2,False,2.0,,
2,,0,0.2,False,2.0,,
3,,0,0.2,False,2.0,,
0,,0,0.32,True,3.0,,
1,,0,0.32,True,3.0,,
2,,0,0.32,False,3.0,,
3,,0,0.32,False,3.0,,
0,,1,0.27,False,0.0,,
1,,1,0.27,False,0.0,,
2,,1,0.27,False,0.0,,
3,,1,0.27,False,0.0,,
0,,1,0.21,False,1.0,,
1,,1,0.21,True,1.0,,
2,,1,0.21,False,1.0,,
3,,1,0.21,False,1.0,,
0,,1,0.2,False,2.0,,
1,,1,0.2,False,2.0,,
2,,1,0.2,False,2.0,,
3,,1,0.2,False,2.0,,
0,,1,0.32,True,3.0,,
1,,1,0.32,True,3.0,,
2,,1,0.32,False,3.0,,
3,,1,0.32,False,3.0,,
0,,2,0.27,False,0.0,,
1,,2,0.27,True,0.0,,
2,,2,0.27,False,0.0,,
3,,2,0.27,True,0.0,,
0,,2,0.21,False,1.0,,
1,,2,0.21,True,1.0,,
2,,2,0.21,False,1.0,,
3,,2,0.21,False,1.0,,
0,,2,0.2,True,2.0,,
1,,2,0.2,True,2.0,,
2,,2,0.2,False,2.0,,
3,,2,0.2,False,2.0,,
0,,2,0.32,True,3.0,,
1,,2,0.32,True,3.0,,
2,,2,0.32,False,3.0,,
3,,2,0.32,False,3.0,,
0,,3,0.27,False,0.0,,
1,,3,0.27,False,0.0,,
2,,3,0.27,False,0.0,,
3,,3,0.27,False,0.0,,
0,,3,0.21,False,1.0,,
1,,3,0.21,False,1.0,,
2,,3,0.21,False,1.0,,
3,,3,0.21,False,1.0,,
0,,3,0.2,False,2.0,,
1,,3,0.2,False,2.0,,
2,,3,0.2,False,2.0,,
3,,3,0.2,False,2.0,,
0,,3,0.32,False,3.0,,
1,,3,0.32,False,3.0,,
2,,3,0.32,False,3.0,,
3,,3,0.32,False,3.0,,
0,,0,0.0726,False,,0.0,0.0
1,,0,0.0726,False,,0.0,0.0
2,,0,0.0726,False,,0.0,0.0
3,,0,0.0726,False,,0.0,0.0
0,,0,0.022000000000000002,False,,1.0,0.0
1,,0,0.022000000000000002,False,,1.0,0.0
2,,0,0.022000000000000002,False,,1.0,0.0
3,,0,0.022000000000000002,False,,1.0,0.0
0,,0,0.08360000000000001,False,,2.0,0.0
1,,0,0.08360000000000001,False,,2.0,0.0
2,,0,0.08360000000000001,False,,2.0,0.0
3,,0,0.08360000000000001,False,,2.0,0.0
0,,0,0.041800000000000004,False,,3.0,0.0
1,,0,0.041800000000000004,False,,3.0,0.0
2,,0,0.041800000000000004,False,,3.0,0.0
3,,0,0.041800000000000004,False,,3.0,0.0
0,,0,0.0858,False,,0.0,1.0
1,,0,0.0858,False,,0.0,1.0
2,,0,0.0858,False,,0.0,1.0
3,,0,0.0858,False,,0.0,1.0
0,,0,0.026000000000000002,False,,1.0,1.0
1,,0,0.026000000000000002,False,,1.0,1.0
2,,0,0.026000000000000002,False,,1.0,1.0
3,,0,0.026000000000000002,False,,1.0,1.0
0,,0,0.0988,False,,2.0,1.0
1,,0,0.0988,False,,2.0,1.0
2,,0,0.0988,False,,2.0,1.0
3,,0,0.0988,False,,2.0,1.0
0,,0,0.0494,False,,3.0,1.0
1,,0,0.0494,False,,3.0,1.0
2,,0,0.0494,False,,3.0,1.0
3,,0,0.0494,False,,3.0,1.0
0,,0,0.0363,False,,0.0,2.0
1,,0,0.0363,False,,0.0,2.0
2,,0,0.0363,False,,0.0,2.0
3,,0,0.0363,False,,0.0,2.0
0,,0,0.011000000000000001,False,,1.0,2.0
1,,0,0.011000000000000001,False,,1.0,2.0
2,,0,0.011000000000000001,False,,1.0,2.0
3,,0,0.011000000000000001,False,,1.0,2.0
0,,0,0.041800000000000004,False,,2.0,2.0
1,,0,0.041800000000000004,False,,2.0,2.0
2,,0,0.041800000000000004,False,,2.0,2.0
3,,0,0.041800000000000004,False,,2.0,2.0
0,,0,0.020900000000000002,False,,3.0,2.0
1,,0,0.020900000000000002,False,,3.0,2.0
2,,0,0.020900000000000002,False,,3.0,2.0
3,,0,0.020900000000000002,False,,3.0,2.0
0,,0,0.1353,False,,0.0,3.0
1,,0,0.1353,False,,0.0,3.0
2,,0,0.1353,False,,0.0,3.0
3,,0,0.1353,False,,0.0,3.0
0,,0,0.041,False,,1.0,3.0
1,,0,0.041,False,,1.0,3.0
2,,0,0.041,False,,1.0,3.0
3,,0,0.041,False,,1.0,3.0
0,,0,0.1558,False,,2.0,3.0
1,,0,0.1558,False,,2.0,3.0
2,,0,0.1558,False,,2.0,3.0
3,,0,0.1558,False,,2.0,3.0
0,,0,0.0779,False,,3.0,3.0
1,,0,0.0779,False,,3.0,3.0
2,,0,0.0779,False,,3.0,3.0
3,,0,0.0779,False,,3.0,3.0
0,,1,0.0726,False,,0.0,0.0
1,,1,0.0726,False,,0.0,0.0
2,,1,0.0726,False,,0.0,0.0
3,,1,0.0726,False,,0.0,0.0
0,,1,0.022000000000000002,False,,1.0,0.0
1,,1,0.022000000000000002,False,,1.0,0.0
2,,1,0.022000000000000002,False,,1.0,0.0
3,,1,0.022000000000000002,False,,1.0,0.0
0,,1,0.08360000000000001,False,,2.0,0.0
1,,1,0.08360000000000001,False,,2.0,0.0
2,,1,0.08360000000000001,False,,2.0,0.0
3,,1,0.08360000000000001,False,,2.0,0.0
0,,1,0.041800000000000004,False,,3.0,0.0
1,,1,0.041800000000000004,False,,3.0,0.0
2,,1,0.041800000000000004,False,,3.0,0.0
3,,1,0.041800000000000004,False,,3.0,0.0
0,,1,0.0858,False,,0.0,1.0
1,,1,0.0858,True,,0.0,1.0
2,,1,0.0858,False,,0.0,1.0
3,,1,0.0858,True,,0.0,1.0
0,,1,0.026000000000000002,False,,1.0,1.0
1,,1,0.026000000000000002,True,,1.0,1.0
2,,1,0.026000000000000002,True,,1.0,1.0
3,,1,0.026000000000000002,False,,1.0,1.0
0,,1,0.0988,False,,2.0,1.0
1,,1,0.0988,False,,2.0,1.0
2,,1,0.0988,False,,2.0,1.0
3,,1,0.0988,False,,2.0,1.0
0,,1,0.0494,False,,3.0,1.0
1,,1,0.0494,False,,3.0,1.0
2,,1,0.0494,False,,3.0,1.0
3,,1,0.0494,False,,3.0,1.0
0,,1,0.0363,False,,0.0,2.0
1,,1,0.0363,False,,0.0,2.0
2,,1,0.0363,False,,0.0,2.0
3,,1,0.0363,False,,0.0,2.0
0,,1,0.011000000000000001,False,,1.0,2.0
1,,1,0.011000000000000001,True,,1.0,2.0
2,,1,0.011000000000000001,True,,1.0,2.0
3,,1,0.011000000000000001,False,,1.0,2.0
0,,1,0.041800000000000004,False,,2.0,2.0
1,,1,0.041800000000000004,False,,2.0,2.0
2,,1,0.041800000000000004,False,,2.0,2.0
3,,1,0.041800000000000004,False,,2.0,2.0
0,,1,0.020900000000000002,True,,3.0,2.0
1,,1,0.020900000000000002,True,,3.0,2.0
