S,1,T,prob,Connected,6,7,2,5
0,0.0,0,0.52,True,,,,
1,0.0,0,0.52,True,,,,
0,1.0,0,0.48,False,,,,
1,1.0,0,0.48,True,,,,
0,0.0,1,0.52,True,,,,
1,0.0,1,0.52,True,,,,
0,1.0,1,0.48,False,,,,
1,1.0,1,0.48,True,,,,
0,,0,0.38,False,0.0,0.0,,
1,,0,0.38,False,0.0,0.0,,
0,,0,0.12,False,1.0,0.0,,
1,,0,0.12,False,1.0,0.0,,
0,,0,0.38,False,0.0,1.0,,
1,,0,0.38,True,0.0,1.0,,
0,,0,0.12,True,1.0,1.0,,
1,,0,0.12,True,1.0,1.0,,
0,,1,0.38,False,0.0,0.0,,
1,,1,0.38,True,0.0,0.0,,
0,,1,0.12,True,1.0,0.0,,
1,,1,0.12,True,1.0,0.0,,
0,,1,0.38,False,0.0,1.0,,
1,,1,0.38,False,0.0,1.0,,
0,,1,0.12,False,1.0,1.0,,
1,,1,0.12,False,1.0,1.0,,
0,,0,0.30250000000000005,True,,,0.0,0.0
1,,0,0.30250000000000005,False,,,0.0,0.0
0,,0,0.24750000000000003,False,,,1.0,0.0
1,,0,0.24750000000000003,True,,,1.0,0.0
0,,0,0.24750000000000003,True,,,0.0,1.0
1,,0,0.24750000000000003,False,,,0.0,1.0
0,,0,0.2025,False,,,1.0,1.0
1,,0,0.2025,True,,,1.0,1.0
0,,1,0.30250000000000005,False,,,0.0,0.0
1,,1,0.30250000000000005,False,,,0.0,0.0
0,,1,0.24750000000000003,False,,,1.0,0.0
1,,1,0.24750000000000003,False,,,1.0,0.0
0,,1,0.24750000000000003,True,,,0.0,1.0
1,,1,0.24750000000000003,False,,,0.0,1.0
0,,1,0.2025,False,,,1.0,1.0
1,,1,0.2025,True,,,1.0,1.0
