S,6,T,prob,Connected,4,2
0,0.0,0,0.3,False,,
1,0.0,0,0.3,True,,
2,0.0,0,0.3,True,,
0,1.0,0,0.32,False,,
1,1.0,0,0.32,False,,
2,1.0,0,0.32,False,,
0,2.0,0,0.1,True,,
1,2.0,0,0.1,True,,
2,2.0,0,0.1,False,,
0,3.0,0,0.28,False,,
1,3.0,0,0.28,False,,
2,3.0,0,0.28,False,,
0,0.0,1,0.3,False,,
1,0.0,1,0.3,True,,
2,0.0,1,0.3,True,,
0,1.0,1,0.32,False,,
1,1.0,1,0.32,False,,
2,1.0,1,0.32,False,,
0,2.0,1,0.1,False,,
1,2.0,1,0.1,False,,
2,2.0,1,0.1,False,,
0,3.0,1,0.28,False,,
1,3.0,1,0.28,False,,
2,3.0,1,0.28,False,,
0,0.0,2,0.3,False,,
1,0.0,2,0.3,True,,
2,0.0,2,0.3,True,,
0,1.0,2,0.32,False,,
1,1.0,2,0.32,False,,
2,1.0,2,0.32,False,,
0,2.0,2,0.1,False,,
1,2.0,2,0.1,False,,
2,2.0,2,0.1,False,,
0,3.0,2,0.28,True,,
1,3.0,2,0.28,False,,
2,3.0,2,0.28,True,,
0,,0,0.25,True,0.0,
1,,0,0.25,True,0.0,
2,,0,0.25,True,0.0,
0,,0,0.18,False,1.0,
1,,0,0.18,False,1.0,
2,,0,0.18,False,1.0,
0,,0,0.2,True,2.0,
1,,0,0.2,True,2.0,
2,,0,0.2,False,2.0,
0,,0,0.37,True,3.0,
1,,0,0.37,True,3.0,
2,,0,0.37,False,3.0,
0,,1,0.25,False,0.0,
1,,1,0.25,False,0.0,
2,,1,0.25,False,0.0,
0,,1,0.18,False,1.0,
1,,1,0.18,False,1.0,
2,,1,0.18,False,1.0,
0,,1,0.2,True,2.0,
1,,1,0.2,True,2.0,
2,,1,0.2,False,2.0,
0,,1,0.37,True,3.0,
1,,1,0.37,True,3.0,
2,,1,0.37,False,3.0,
0,,2,0.25,True,0.0,
1,,2,0.25,True,0.0,
2,,2,0.25,True,0.0,
0,,2,0.18,False,1.0,
1,,2,0.18,False,1.0,
2,,2,0.18,False,1.0,
0,,2,0.2,True,2.0,
1,,2,0.2,True,2.0,
2,,2,0.2,False,2.0,
0,,2,0.37,True,3.0,
1,,2,0.37,True,3.0,
2,,2,0.37,False,3.0,
0,,0,0.27,False,,0.0
1,,0,0.27,False,,0.0
2,,0,0.27,False,,0.0
0,,0,0.35,False,,1.0
1,,0,0.35,False,,1.0
2,,0,0.35,True,,1.0
0,,0,0.15,True,,2.0
1,,0,0.15,True,,2.0
2,,0,0.15,False,,2.0
0,,0,0.23,True,,3.0
1,,0,0.23,True,,3.0
2,,0,0.23,True,,3.0
0,,1,0.27,False,,0.0
1,,1,0.27,False,,0.0
2,,1,0.27,False,,0.0
0,,1,0.35,False,,1.0
1,,1,0.35,False,,1.0
2,,1,0.35,False,,1.0
0,,1,0.15,False,,2.0
1,,1,0.15,False,,2.0
2,,1,0.15,False,,2.0
0,,1,0.23,False,,3.0
1,,1,0.23,False,,3.0
2,,1,0.23,False,,3.0
0,,2,0.27,True,,0.0
1,,2,0.27,True,,0.0
2,,2,0.27,True,,0.0
0,,2,0.35,False,,1.0
1,,2,0.35,False,,1.0
2,,2,0.35,True,,1.0
0,,2,0.15,False,,2.0
1,,2,0.15,False,,2.0
2,,2,0.15,False,,2.0
0,,2,0.23,True,,3.0
1,,2,0.23,True,,3.0
2,,2,0.23,True,,3.0
