S,1,T,prob,Connected,2,5
4,4.0,3,0.38,False,,
0,0.0,4,0.18,False,,
1,0.0,4,0.18,True,,
2,0.0,4,0.18,True,,
3,0.0,4,0.18,True,,
4,0.0,4,0.18,True,,
0,1.0,4,0.13,False,,
1,1.0,4,0.13,False,,
2,1.0,4,0.13,False,,
3,1.0,4,0.13,False,,
4,1.0,4,0.13,False,,
0,2.0,4,0.19,False,,
1,2.0,4,0.19,False,,
2,2.0,4,0.19,False,,
3,2.0,4,0.19,False,,
4,2.0,4,0.19,False,,
0,3.0,4,0.12,False,,
1,3.0,4,0.12,False,,
2,3.0,4,0.12,False,,
3,3.0,4,0.12,False,,
4,3.0,4,0.12,False,,
0,4.0,4,0.38,True,,
1,4.0,4,0.38,False,,
2,4.0,4,0.38,True,,
3,4.0,4,0.38,False,,
4,4.0,4,0.38,True,,
0,,0,0.0304,False,0.0,0.0
1,,0,0.0304,False,0.0,0.0
2,,0,0.0304,False,0.0,0.0
3,,0,0.0304,False,0.0,0.0
4,,0,0.0304,False,0.0,0.0
0,,0,0.0342,False,1.0,0.0
1,,0,0.0342,False,1.0,0.0
2,,0,0.0342,False,1.0,0.0
3,,0,0.0342,False,1.0,0.0
4,,0,0.0342,False,1.0,0.0
0,,0,0.0323,False,2.0,0.0
1,,0,0.0323,False,2.0,0.0
2,,0,0.0323,False,2.0,0.0
3,,0,0.0323,False,2.0,0.0
4,,0,0.0323,False,2.0,0.0
0,,0,0.038000000000000006,False,3.0,0.0
1,,0,0.038000000000000006,False,3.0,0.0
2,,0,0.038000000000000006,False,3.0,0.0
3,,0,0.038000000000000006,False,3.0,0.0
4,,0,0.038000000000000006,False,3.0,0.0
0,,0,0.055099999999999996,False,4.0,0.0
1,,0,0.055099999999999996,False,4.0,0.0
2,,0,0.055099999999999996,False,4.0,0.0
3,,0,0.055099999999999996,False,4.0,0.0
4,,0,0.055099999999999996,False,4.0,0.0
0,,0,0.022400000000000003,False,0.0,1.0
1,,0,0.022400000000000003,False,0.0,1.0
2,,0,0.022400000000000003,False,0.0,1.0
3,,0,0.022400000000000003,False,0.0,1.0
4,,0,0.022400000000000003,False,0.0,1.0
0,,0,0.0252,False,1.0,1.0
1,,0,0.0252,False,1.0,1.0
2,,0,0.0252,False,1.0,1.0
3,,0,0.0252,False,1.0,1.0
4,,0,0.0252,False,1.0,1.0
0,,0,0.023800000000000005,False,2.0,1.0
1,,0,0.023800000000000005,False,2.0,1.0
2,,0,0.023800000000000005,False,2.0,1.0
3,,0,0.023800000000000005,False,2.0,1.0
4,,0,0.023800000000000005,False,2.0,1.0
0,,0,0.028000000000000004,False,3.0,1.0
1,,0,0.028000000000000004,False,3.0,1.0
2,,0,0.028000000000000004,False,3.0,1.0
3,,0,0.028000000000000004,False,3.0,1.0
4,,0,0.028000000000000004,False,3.0,1.0
0,,0,0.040600000000000004,False,4.0,1.0
1,,0,0.040600000000000004,False,4.0,1.0
2,,0,0.040600000000000004,False,4.0,1.0
3,,0,0.040600000000000004,False,4.0,1.0
4,,0,0.040600000000000004,False,4.0,1.0
0,,0,0.0192,False,0.0,2.0
1,,0,0.0192,False,0.0,2.0
2,,0,0.0192,False,0.0,2.0
3,,0,0.0192,False,0.0,2.0
4,,0,0.0192,False,0.0,2.0
0,,0,0.021599999999999998,False,1.0,2.0
1,,0,0.021599999999999998,False,1.0,2.0
2,,0,0.021599999999999998,False,1.0,2.0
3,,0,0.021599999999999998,False,1.0,2.0
4,,0,0.021599999999999998,False,1.0,2.0
0,,0,0.0204,False,2.0,2.0
1,,0,0.0204,False,2.0,2.0
2,,0,0.0204,False,2.0,2.0
3,,0,0.0204,False,2.0,2.0
4,,0,0.0204,False,2.0,2.0
0,,0,0.024,False,3.0,2.0
1,,0,0.024,False,3.0,2.0
2,,0,0.024,False,3.0,2.0
3,,0,0.024,False,3.0,2.0
4,,0,0.024,False,3.0,2.0
0,,0,0.0348,False,4.0,2.0
1,,0,0.0348,False,4.0,2.0
2,,0,0.0348,False,4.0,2.0
3,,0,0.0348,False,4.0,2.0
4,,0,0.0348,False,4.0,2.0
0,,0,0.022400000000000003,False,0.0,3.0
1,,0,0.022400000000000003,False,0.0,3.0
2,,0,0.022400000000000003,False,0.0,3.0
3,,0,0.022400000000000003,False,0.0,3.0
4,,0,0.022400000000000003,False,0.0,3.0
0,,0,0.0252,False,1.0,3.0
1,,0,0.0252,False,1.0,3.0
2,,0,0.0252,False,1.0,3.0
3,,0,0.0252,False,1.0,3.0
4,,0,0.0252,False,1.0,3.0
0,,0,0.023800000000000005,False,2.0,3.0
1,,0,0.023800000000000005,False,2.0,3.0
2,,0,0.023800000000000005,False,2.0,3.0
3,,0,0.023800000000000005,False,2.0,3.0
4,,0,0.023800000000000005,False,2.0,3.0
0,,0,0.028000000000000004,False,3.0,3.0
1,,0,0.028000000000000004,False,3.0,3.0
2,,0,0.028000000000000004,False,3.0,3.0
3,,0,0.028000000000000004,False,3.0,3.0
4,,0,0.028000000000000004,False,3.0,3.0
0,,0,0.040600000000000004,False,4.0,3.0
1,,0,0.040600000000000004,False,4.0,3.0
2,,0,0.040600000000000004,False,4.0,3.0
3,,0,0.040600000000000004,False,4.0,3.0
4,,0,0.040600000000000004,False,4.0,3.0
0,,0,0.06559999999999999,False,0.0,4.0
1,,0,0.06559999999999999,False,0.0,4.0
2,,0,0.06559999999999999,False,0.0,4.0
3,,0,0.06559999999999999,False,0.0,4.0
4,,0,0.06559999999999999,False,0.0,4.0
0,,0,0.07379999999999999,False,1.0,4.0
1,,0,0.07379999999999999,False,1.0,4.0
2,,0,0.07379999999999999,False,1.0,4.0
3,,0,0.07379999999999999,False,1.0,4.0
4,,0,0.07379999999999999,False,1.0,4.0
0,,0,0.0697,False,2.0,4.0
1,,0,0.0697,False,2.0,4.0
2,,0,0.0697,False,2.0,4.0
3,,0,0.0697,False,2.0,4.0
4,,0,0.0697,False,2.0,4.0
0,,0,0.082,False,3.0,4.0
1,,0,0.082,False,3.0,4.0
2,,0,0.082,False,3.0,4.0
3,,0,0.082,False,3.0,4.0
4,,0,0.082,False,3.0,4.0
0,,0,0.11889999999999998,False,4.0,4.0
1,,0,0.11889999999999998,False,4.0,4.0
2,,0,0.11889999999999998,False,4.0,4.0
3,,0,0.11889999999999998,False,4.0,4.0
4,,0,0.11889999999999998,False,4.0,4.0
0,,1,0.0304,True,0.0,0.0
1,,1,0.0304,False,0.0,0.0
2,,1,0.0304,False,0.0,0.0
3,,1,0.0304,True,0.0,0.0
4,,1,0.0304,False,0.0,0.0
0,,1,0.0342,True,1.0,0.0
1,,1,0.0342,True,1.0,0.0
2,,1,0.0342,False,1.0,0.0
3,,1,0.0342,True,1.0,0.0
4,,1,0.0342,False,1.0,0.0
0,,1,0.0323,False,2.0,0.0
1,,1,0.0323,False,2.0,0.0
2,,1,0.0323,False,2.0,0.0
3,,1,0.0323,True,2.0,0.0
4,,1,0.0323,False,2.0,0.0
0,,1,0.038000000000000006,False,3.0,0.0
1,,1,0.038000000000000006,False,3.0,0.0
2,,1,0.038000000000000006,False,3.0,0.0
3,,1,0.038000000000000006,False,3.0,0.0
4,,1,0.038000000000000006,False,3.0,0.0
0,,1,0.055099999999999996,False,4.0,0.0
1,,1,0.055099999999999996,False,4.0,0.0
2,,1,0.055099999999999996,False,4.0,0.0
3,,1,0.055099999999999996,False,4.0,0.0
4,,1,0.055099999999999996,False,4.0,0.0
0,,1,0.022400000000000003,False,0.0,1.0
1,,1,0.022400000000000003,False,0.0,1.0
2,,1,0.022400000000000003,False,0.0,1.0
3,,1,0.022400000000000003,False,0.0,1.0
4,,1,0.022400000000000003,False,0.0,1.0
0,,1,0.0252,True,1.0,1.0
1,,1,0.0252,True,1.0,1.0
2,,1,0.0252,False,1.0,1.0
3,,1,0.0252,True,1.0,1.0
4,,1,0.0252,False,1.0,1.0
0,,1,0.023800000000000005,False,2.0,1.0
1,,1,0.023800000000000005,False,2.0,1.0
2,,1,0.023800000000000005,False,2.0,1.0
3,,1,0.023800000000000005,True,2.0,1.0
4,,1,0.023800000000000005,False,2.0,1.0
0,,1,0.028000000000000004,False,3.0,1.0
1,,1,0.028000000000000004,True,3.0,1.0
2,,1,0.028000000000000004,False,3.0,1.0
3,,1,0.028000000000000004,True,3.0,1.0
4,,1,0.028000000000000004,False,3.0,1.0
0,,1,0.040600000000000004,True,4.0,1.0
1,,1,0.040600000000000004,True,4.0,1.0
2,,1,0.040600000000000004,True,4.0,1.0
3,,1,0.040600000000000004,False,4.0,1.0
4,,1,0.040600000000000004,False,4.0,1.0
0,,1,0.0192,False,0.0,2.0
1,,1,0.0192,False,0.0,2.0
2,,1,0.0192,False,0.0,2.0
3,,1,0.0192,False,0.0,2.0
4,,1,0.0192,False,0.0,2.0
0,,1,0.021599999999999998,False,1.0,2.0
1,,1,0.021599999999999998,False,1.0,2.0
2,,1,0.021599999999999998,False,1.0,2.0
3,,1,0.021599999999999998,False,1.0,2.0
4,,1,0.021599999999999998,False,1.0,2.0
0,,1,0.0204,False,2.0,2.0
1,,1,0.0204,False,2.0,2.0
2,,1,0.0204,False,2.0,2.0
3,,1,0.0204,False,2.0,2.0
4,,1,0.0204,False,2.0,2.0
0,,1,0.024,False,3.0,2.0
1,,1,0.024,False,3.0,2.0
2,,1,0.024,False,3.0,2.0
3,,1,0.024,False,3.0,2.0
4,,1,0.024,False,3.0,2.0
0,,1,0.0348,False,4.0,2.0
1,,1,0.0348,False,4.0,2.0
2,,1,0.0348,False,4.0,2.0
3,,1,0.0348,False,4.0,2.0
4,,1,0.0348,False,4.0,2.0
0,,1,0.022400000000000003,False,0.0,3.0
1,,1,0.022400000000000003,False,0.0,3.0
2,,1,0.022400000000000003,False,0.0,3.0
3,,1,0.022400000000000003,False,0.0,3.0
4,,1,0.022400000000000003,False,0.0,3.0
0,,1,0.0252,False,1.0,3.0
1,,1,0.0252,False,1.0,3.0
2,,1,0.0252,False,1.0,3.0
3,,1,0.0252,False,1.0,3.0
4,,1,0.0252,False,1.0,3.0
0,,1,0.023800000000000005,False,2.0,3.0
1,,1,0.023800000000000005,False,2.0,3.0
2,,1,0.023800000000000005,False,2.0,3.0
3,,1,0.023800000000000005,False,2.0,3.0
4,,1,0.023800000000000005,False,2.0,3.0
0,,1,0.028000000000000004,False,3.0,3.0
1,,1,0.028000000000000004,False,3.0,3.0
2,,1,0.028000000000000004,False,3.0,3.0
3,,1,0.028000000000000004,False,3.0,3.0
4,,1,0.028000000000000004,False,3.0,3.0
0,,1,0.040600000000000004,False,4.0,3.0
1,,1,0.040600000000000004,False,4.0,3.0
2,,1,0.040600000000000004,False,4.0,3.0
3,,1,0.040600000000000004,False,4.0,3.0
4,,1,0.040600000000000004,False,4.0,3.0
0,,1,0.06559999999999999,False,0.0,4.0
1,,1,0.06559999999999999,False,0.0,4.0
2,,1,0.06559999999999999,False,0.0,4.0
3,,1,0.06559999999999999,False,0.0,4.0
4,,1,0.06559999999999999,False,0.0,4.0
0,,1,0.07379999999999999,False,1.0,4.0
1,,1,0.07379999999999999,False,1.0,4.0
2,,1,0.07379999999999999,False,1.0,4.0
3,,1,0.07379999999999999,False,1.0,4.0
4,,1,0.07379999999999999,False,1.0,4.0
0,,1,0.0697,False,2.0,4.0
1,,1,0.0697,False,2.0,4.0
2,,1,0.0697,False,2.0,4.0
3,,1,0.0697,False,2.0,4.0
4,,1,0.0697,False,2.0,4.0
0,,1,0.082,False,3.0,4.0
1,,1,0.082,False,3.0,4.0
2,,1,0.082,False,3.0,4.0
3,,1,0.082,False,3.0,4.0
4,,1,0.082,False,3.0,4.0
0,,1,0.11889999999999998,False,4.0,4.0
1,,1,0.11889999999999998,False,4.0,4.0
2,,1,0.11889999999999998,False,4.0,4.0
3,,1,0.11889999999999998,False,4.0,4.0
4,,1,0.11889999999999998,False,4.0,4.0
0,,2,0.0304,False,0.0,0.0
1,,2,0.0304,False,0.0,0.0
2,,2,0.0304,False,0.0,0.0
3,,2,0.0304,False,0.0,0.0
4,,2,0.0304,False,0.0,0.0
0,,2,0.0342,False,1.0,0.0
1,,2,0.0342,False,1.0,0.0
2,,2,0.0342,False,1.0,0.0
3,,2,0.0342,False,1.0,0.0
4,,2,0.0342,False,1.0,0.0
0,,2,0.0323,False,2.0,0.0
1,,2,0.0323,False,2.0,0.0
2,,2,0.0323,False,2.0,0.0
3,,2,0.0323,False,2.0,0.0
4,,2,0.0323,False,2.0,0.0
0,,2,0.038000000000000006,False,3.0,0.0
1,,2,0.038000000000000006,False,3.0,0.0
2,,2,0.038000000000000006,False,3.0,0.0
3,,2,0.038000000000000006,False,3.0,0.0
4,,2,0.038000000000000006,False,3.0,0.0
0,,2,0.055099999999999996,False,4.0,0.0
1,,2,0.055099999999999996,False,4.0,0.0
2,,2,0.055099999999999996,False,4.0,0.0
3,,2,0.055099999999999996,False,4.0,0.0
4,,2,0.055099999999999996,False,4.0,0.0
0,,2,0.022400000000000003,False,0.0,1.0
1,,2,0.022400000000000003,False,0.0,1.0
2,,2,0.022400000000000003,False,0.0,1.0
3,,2,0.022400000000000003,False,0.0,1.0
4,,2,0.022400000000000003,False,0.0,1.0
0,,2,0.0252,False,1.0,1.0
1,,2,0.0252,False,1.0,1.0
2,,2,0.0252,False,1.0,1.0
3,,2,0.0252,False,1.0,1.0
4,,2,0.0252,False,1.0,1.0
0,,2,0.023800000000000005,False,2.0,1.0
1,,2,0.023800000000000005,False,2.0,1.0
2,,2,0.023800000000000005,False,2.0,1.0
3,,2,0.023800000000000005,False,2.0,1.0
4,,2,0.023800000000000005,False,2.0,1.0
0,,2,0.028000000000000004,False,3.0,1.0
1,,2,0.028000000000000004,False,3.0,1.0
2,,2,0.028000000000000004,False,3.0,1.0
3,,2,0.028000000000000004,False,3.0,1.0
4,,2,0.028000000000000004,False,3.0,1.0
0,,2,0.040600000000000004,False,4.0,1.0
1,,2,0.040600000000000004,False,4.0,1.0
2,,2,0.040600000000000004,False,4.0,1.0
3,,2,0.040600000000000004,False,4.0,1.0
4,,2,0.040600000000000004,False,4.0,1.0
0,,2,0.0192,True,0.0,2.0
1,,2,0.0192,False,0.0,2.0
2,,2,0.0192,False,0.0,2.0
3,,2,0.0192,True,0.0,2.0
4,,2,0.0192,False,0.0,2.0
0,,2,0.021599999999999998,False,1.0,2.0
1,,2,0.021599999999999998,False,1.0,2.0
2,,2,0.021599999999999998,False,1.0,2.0
3,,2,0.021599999999999998,False,1.0,2.0
4,,2,0.021599999999999998,False,1.0,2.0
0,,2,0.0204,False,2.0,2.0
1,,2,0.0204,False,2.0,2.0
2,,2,0.0204,False,2.0,2.0
3,,2,0.0204,False,2.0,2.0
4,,2,0.0204,False,2.0,2.0
0,,2,0.024,False,3.0,2.0
1,,2,0.024,True,3.0,2.0
2,,2,0.024,False,3.0,2.0
3,,2,0.024,True,3.0,2.0
4,,2,0.024,False,3.0,2.0
0,,2,0.0348,True,4.0,2.0
1,,2,0.0348,True,4.0,2.0
2,,2,0.0348,True,4.0,2.0
3,,2,0.0348,False,4.0,2.0
4,,2,0.0348,False,4.0,2.0
0,,2,0.022400000000000003,True,0.0,3.0
1,,2,0.022400000000000003,False,0.0,3.0
2,,2,0.022400000000000003,False,0.0,3.0
3,,2,0.022400000000000003,True,0.0,3.0
4,,2,0.022400000000000003,False,0.0,3.0
0,,2,0.0252,True,1.0,3.0
1,,2,0.0252,True,1.0,3.0
2,,2,0.0252,False,1.0,3.0
3,,2,0.0252,True,1.0,3.0
4,,2,0.0252,False,1.0,3.0
0,,2,0.023800000000000005,False,2.0,3.0
1,,2,0.023800000000000005,False,2.0,3.0
2,,2,0.023800000000000005,False,2.0,3.0
3,,2,0.023800000000000005,False,2.0,3.0
4,,2,0.023800000000000005,False,2.0,3.0
0,,2,0.028000000000000004,False,3.0,3.0
1,,2,0.028000000000000004,False,3.0,3.0
2,,2,0.028000000000000004,False,3.0,3.0
3,,2,0.028000000000000004,False,3.0,3.0
4,,2,0.028000000000000004,False,3.0,3.0
0,,2,0.040600000000000004,True,4.0,3.0
1,,2,0.040600000000000004,True,4.0,3.0
2,,2,0.040600000000000004,True,4.0,3.0
3,,2,0.040600000000000004,False,4.0,3.0
4,,2,0.040600000000000004,False,4.0,3.0
0,,2,0.06559999999999999,False,0.0,4.0
1,,2,0.06559999999999999,False,0.0,4.0
2,,2,0.06559999999999999,False,0.0,4.0
3,,2,0.06559999999999999,False,0.0,4.0
4,,2,0.06559999999999999,False,0.0,4.0
0,,2,0.07379999999999999,False,1.0,4.0
1,,2,0.07379999999999999,False,1.0,4.0
2,,2,0.07379999999999999,False,1.0,4.0
3,,2,0.07379999999999999,False,1.0,4.0
4,,2,0.07379999999999999,False,1.0,4.0
0,,2,0.0697,False,2.0,4.0
1,,2,0.0697,False,2.0,4.0
2,,2,0.0697,False,2.0,4.0
3,,2,0.0697,False,2.0,4.0
4,,2,0.0697,False,2.0,4.0
0,,2,0.082,False,3.0,4.0
1,,2,0.082,False,3.0,4.0
2,,2,0.082,False,3.0,4.0
3,,2,0.082,False,3.0,4.0
4,,2,0.082,False,3.0,4.0
0,,2,0.11889999999999998,False,4.0,4.0
1,,2,0.11889999999999998,False,4.0,4.0
2,,2,0.11889999999999998,False,4.0,4.0
3,,2,0.11889999999999998,False,4.0,4.0
4,,2,0.11889999999999998,False,4.0,4.0
0,,3,0.0304,False,0.0,0.0
1,,3,0.0304,False,0.0,0.0
2,,3,0.0304,False,0.0,0.0
3,,3,0.0304,False,0.0,0.0
4,,3,0.0304,False,0.0,0.0
0,,3,0.0342,False,1.0,0.0
1,,3,0.0342,False,1.0,0.0
2,,3,0.0342,False,1.0,0.0
3,,3,0.0342,False,1.0,0.0
4,,3,0.0342,False,1.0,0.0
0,,3,0.0323,False,2.0,0.0
1,,3,0.0323,False,2.0,0.0
2,,3,0.0323,False,2.0,0.0
3,,3,0.0323,False,2.0,0.0
4,,3,0.0323,False,2.0,0.0
0,,3,0.038000000000000006,False,3.0,0.0
1,,3,0.038000000000000006,False,3.0,0.0
2,,3,0.038000000000000006,False,3.0,0.0
3,,3,0.038000000000000006,False,3.0,0.0
4,,3,0.038000000000000006,False,3.0,0.0
0,,3,0.055099999999999996,False,4.0,0.0
1,,3,0.055099999999999996,False,4.0,0.0
2,,3,0.055099999999999996,False,4.0,0.0
3,,3,0.055099999999999996,False,4.0,0.0
4,,3,0.055099999999999996,False,4.0,0.0
0,,3,0.022400000000000003,False,0.0,1.0
1,,3,0.022400000000000003,False,0.0,1.0
2,,3,0.022400000000000003,False,0.0,1.0
3,,3,0.022400000000000003,False,0.0,1.0
4,,3,0.022400000000000003,False,0.0,1.0
0,,3,0.0252,False,1.0,1.0
1,,3,0.0252,False,1.0,1.0
2,,3,0.0252,False,1.0,1.0
3,,3,0.0252,False,1.0,1.0
4,,3,0.0252,False,1.0,1.0
0,,3,0.023800000000000005,False,2.0,1.0
1,,3,0.023800000000000005,False,2.0,1.0
2,,3,0.023800000000000005,False,2.0,1.0
3,,3,0.023800000000000005,False,2.0,1.0
4,,3,0.023800000000000005,False,2.0,1.0
0,,3,0.028000000000000004,False,3.0,1.0
1,,3,0.028000000000000004,False,3.0,1.0
2,,3,0.028000000000000004,False,3.0,1.0
3,,3,0.028000000000000004,False,3.0,1.0
4,,3,0.028000000000000004,False,3.0,1.0
0,,3,0.040600000000000004,False,4.0,1.0
1,,3,0.040600000000000004,False,4.0,1.0
2,,3,0.040600000000000004,False,4.0,1.0
3,,3,0.040600000000000004,False,4.0,1.0
4,,3,0.040600000000000004,False,4.0,1.0
0,,3,0.0192,False,0.0,2.0
1,,3,0.0192,False,0.0,2.0
2,,3,0.0192,False,0.0,2.0
3,,3,0.0192,False,0.0,2.0
4,,3,0.0192,False,0.0,2.0
0,,3,0.021599999999999998,False,1.0,2.0
1,,3,0.021599999999999998,False,1.0,2.0
2,,3,0.021599999999999998,False,1.0,2.0
3,,3,0.021599999999999998,False,1.0,2.0
4,,3,0.021599999999999998,False,1.0,2.0
0,,3,0.0204,False,2.0,2.0
1,,3,0.0204,False,2.0,2.0
2,,3,0.0204,False,2.0,2.0
3,,3,0.0204,False,2.0,2.0
4,,3,0.0204,False,2.0,2.0
0,,3,0.024,False,3.0,2.0
1,,3,0.024,False,3.0,2.0
2,,3,0.024,False,3.0,2.0
3,,3,0.024,False,3.0,2.0
4,,3,0.024,False,3.0,2.0
0,,3,0.0348,False,4.0,2.0
1,,3,0.0348,False,4.0,2.0
2,,3,0.0348,False,4.0,2.0
3,,3,0.0348,False,4.0,2.0
4,,3,0.0348,False,4.0,2.0
0,,3,0.022400000000000003,True,0.0,3.0
1,,3,0.022400000000000003,False,0.0,3.0
2,,3,0.022400000000000003,False,0.0,3.0
3,,3,0.022400000000000003,True,0.0,3.0
4,,3,0.022400000000000003,False,0.0,3.0
0,,3,0.0252,True,1.0,3.0
1,,3,0.0252,True,1.0,3.0
2,,3,0.0252,False,1.0,3.0
3,,3,0.0252,True,1.0,3.0
4,,3,0.0252,False,1.0,3.0
0,,3,0.023800000000000005,False,2.0,3.0
1,,3,0.023800000000000005,False,2.0,3.0
2,,3,0.023800000000000005,False,2.0,3.0
3,,3,0.023800000000000005,False,2.0,3.0
4,,3,0.023800000000000005,False,2.0,3.0
0,,3,0.028000000000000004,False,3.0,3.0
1,,3,0.028000000000000004,False,3.0,3.0
2,,3,0.028000000000000004,False,3.0,3.0
3,,3,0.028000000000000004,False,3.0,3.0
4,,3,0.028000000000000004,False,3.0,3.0
0,,3,0.040600000000000004,True,4.0,3.0
1,,3,0.040600000000000004,True,4.0,3.0
2,,3,0.040600000000000004,True,4.0,3.0
3,,3,0.040600000000000004,False,4.0,3.0
4,,3,0.040600000000000004,False,4.0,3.0
0,,3,0.06559999999999999,False,0.0,4.0
1,,3,0.06559999999999999,False,0.0,4.0
2,,3,0.06559999999999999,False,0.0,4.0
3,,3,0.06559999999999999,False,0.0,4.0
4,,3,0.06559999999999999,False,0.0,4.0
0,,3,0.07379999999999999,True,1.0,4.0
1,,3,0.07379999999999999,True,1.0,4.0
2,,3,0.07379999999999999,False,1.0,4.0
3,,3,0.07379999999999999,True,1.0,4.0
4,,3,0.07379999999999999,False,1.0,4.0
0,,3,0.0697,False,2.0,4.0
1,,3,0.0697,False,2.0,4.0
2,,3,0.0697,False,2.0,4.0
3,,3,0.0697,False,2.0,4.0
4,,3,0.0697,False,2.0,4.0
0,,3,0.082,False,3.0,4.0
1,,3,0.082,False,3.0,4.0
2,,3,0.082,False,3.0,4.0
3,,3,0.082,False,3.0,4.0
4,,3,0.082,False,3.0,4.0
0,,3,0.11889999999999998,False,4.0,4.0
1,,3,0.11889999999999998,False,4.0,4.0
2,,3,0.11889999999999998,False,4.0,4.0
3,,3,0.11889999999999998,False,4.0,4.0
4,,3,0.11889999999999998,False,4.0,4.0
0,,4,0.0304,False,0.0,0.0
1,,4,0.0304,False,0.0,0.0
2,,4,0.0304,False,0.0,0.0
3,,4,0.0304,False,0.0,0.0
4,,4,0.0304,False,0.0,0.0
0,,4,0.0342,False,1.0,0.0
1,,4,0.0342,False,1.0,0.0
2,,4,0.0342,False,1.0,0.0
3,,4,0.0342,False,1.0,0.0
4,,4,0.0342,False,1.0,0.0
0,,4,0.0323,False,2.0,0.0
1,,4,0.0323,False,2.0,0.0
2,,4,0.0323,False,2.0,0.0
3,,4,0.0323,False,2.0,0.0
4,,4,0.0323,False,2.0,0.0
0,,4,0.038000000000000006,False,3.0,0.0
1,,4,0.038000000000000006,False,3.0,0.0
2,,4,0.038000000000000006,False,3.0,0.0
3,,4,0.038000000000000006,False,3.0,0.0
4,,4,0.038000000000000006,False,3.0,0.0
0,,4,0.055099999999999996,False,4.0,0.0
1,,4,0.055099999999999996,False,4.0,0.0
2,,4,0.055099999999999996,False,4.0,0.0
3,,4,0.055099999999999996,False,4.0,0.0
4,,4,0.055099999999999996,False,4.0,0.0
0,,4,0.022400000000000003,False,0.0,1.0
1,,4,0.022400000000000003,False,0.0,1.0
2,,4,0.022400000000000003,False,0.0,1.0
3,,4,0.022400000000000003,False,0.0,1.0
4,,4,0.022400000000000003,False,0.0,1.0
0,,4,0.0252,True,1.0,1.0
1,,4,0.0252,True,1.0,1.0
2,,4,0.0252,False,1.0,1.0
3,,4,0.0252,True,1.0,1.0
4,,4,0.0252,False,1.0,1.0
0,,4,0.023800000000000005,False,2.0,1.0
1,,4,0.023800000000000005,False,2.0,1.0
2,,4,0.023800000000000005,False,2.0,1.0
3,,4,0.023800000000000005,True,2.0,1.0
4,,4,0.023800000000000005,False,2.0,1.0
