S,2,T,prob,Connected,4,5,3,6
0,0.0,0,0.36,True,,,,
1,0.0,0,0.36,True,,,,
2,0.0,0,0.36,True,,,,
3,0.0,0,0.36,True,,,,
0,1.0,0,0.2,True,,,,
1,1.0,0,0.2,False,,,,
2,1.0,0,0.2,True,,,,
3,1.0,0,0.2,True,,,,
0,2.0,0,0.2,True,,,,
1,2.0,0,0.2,True,,,,
2,2.0,0,0.2,False,,,,
3,2.0,0,0.2,False,,,,
0,3.0,0,0.24,False,,,,
1,3.0,0,0.24,False,,,,
2,3.0,0,0.24,False,,,,
3,3.0,0,0.24,False,,,,
0,0.0,1,0.36,False,,,,
1,0.0,1,0.36,False,,,,
2,0.0,1,0.36,False,,,,
3,0.0,1,0.36,False,,,,
0,1.0,1,0.2,True,,,,
1,1.0,1,0.2,False,,,,
2,1.0,1,0.2,True,,,,
3,1.0,1,0.2,True,,,,
0,2.0,1,0.2,True,,,,
1,2.0,1,0.2,True,,,,
2,2.0,1,0.2,False,,,,
3,2.0,1,0.2,False,,,,
0,3.0,1,0.24,True,,,,
1,3.0,1,0.24,True,,,,
2,3.0,1,0.24,True,,,,
3,3.0,1,0.24,False,,,,
0,0.0,2,0.36,True,,,,
1,0.0,2,0.36,True,,,,
2,0.0,2,0.36,True,,,,
3,0.0,2,0.36,True,,,,
0,1.0,2,0.2,True,,,,
1,1.0,2,0.2,False,,,,
2,1.0,2,0.2,True,,,,
3,1.0,2,0.2,True,,,,
0,2.0,2,0.2,False,,,,
1,2.0,2,0.2,False,,,,
2,2.0,2,0.2,False,,,,
3,2.0,2,0.2,False,,,,
0,3.0,2,0.24,True,,,,
1,3.0,2,0.24,True,,,,
2,3.0,2,0.24,True,,,,
3,3.0,2,0.24,False,,,,
0,,0,0.0252,True,0.0,0.0,,
1,,0,0.0252,True,0.0,0.0,,
2,,0,0.0252,False,0.0,0.0,,
3,,0,0.0252,True,0.0,0.0,,
0,,0,0.043199999999999995,False,1.0,0.0,,
1,,0,0.043199999999999995,False,1.0,0.0,,
2,,0,0.043199999999999995,False,1.0,0.0,,
3,,0,0.043199999999999995,False,1.0,0.0,,
0,,0,0.0468,True,2.0,0.0,,
1,,0,0.0468,True,2.0,0.0,,
2,,0,0.0468,False,2.0,0.0,,
3,,0,0.0468,True,2.0,0.0,,
