S,41,51,T,prob,Connected,39,49,31,42,30,33,24,32,23,29,18,21,7,16,5,15,1,10,37,47,48
1,,,2,0.177,False,,,,,,,,,,,,,1.0,0.0,,,,,,,
2,,,2,0.177,False,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,,2,0.287,True,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,,2,0.287,True,,,,,,,,,,,,,0.0,1.0,,,,,,,
2,,,2,0.287,True,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,,2,0.413,True,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,,2,0.413,False,,,,,,,,,,,,,1.0,1.0,,,,,,,
2,,,2,0.413,False,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,,0,0.084,False,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,,0,0.084,False,,,,,,,,,,,,,,,0.0,0.0,,,,,
2,,,0,0.084,False,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,,0,0.216,True,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,,0,0.216,True,,,,,,,,,,,,,,,1.0,0.0,,,,,
2,,,0,0.216,True,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,,0,0.07840000000000001,True,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,,0,0.07840000000000001,True,,,,,,,,,,,,,,,0.0,1.0,,,,,
2,,,0,0.07840000000000001,True,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,,0,0.2016,True,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,,0,0.2016,True,,,,,,,,,,,,,,,1.0,1.0,,,,,
2,,,0,0.2016,True,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,,0,0.11760000000000001,True,,,,,,,,,,,,,,,0.0,2.0,,,,,
1,,,0,0.11760000000000001,True,,,,,,,,,,,,,,,0.0,2.0,,,,,
2,,,0,0.11760000000000001,True,,,,,,,,,,,,,,,0.0,2.0,,,,,
0,,,0,0.3024,True,,,,,,,,,,,,,,,1.0,2.0,,,,,
1,,,0,0.3024,True,,,,,,,,,,,,,,,1.0,2.0,,,,,
2,,,0,0.3024,True,,,,,,,,,,,,,,,1.0,2.0,,,,,
0,,,1,0.084,False,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,,1,0.084,False,,,,,,,,,,,,,,,0.0,0.0,,,,,
2,,,1,0.084,False,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,,1,0.216,True,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,,1,0.216,True,,,,,,,,,,,,,,,1.0,0.0,,,,,
2,,,1,0.216,True,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,,1,0.07840000000000001,True,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,,1,0.07840000000000001,True,,,,,,,,,,,,,,,0.0,1.0,,,,,
2,,,1,0.07840000000000001,True,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,,1,0.2016,True,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,,1,0.2016,True,,,,,,,,,,,,,,,1.0,1.0,,,,,
2,,,1,0.2016,True,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,,1,0.11760000000000001,False,,,,,,,,,,,,,,,0.0,2.0,,,,,
1,,,1,0.11760000000000001,False,,,,,,,,,,,,,,,0.0,2.0,,,,,
2,,,1,0.11760000000000001,False,,,,,,,,,,,,,,,0.0,2.0,,,,,
0,,,1,0.3024,False,,,,,,,,,,,,,,,1.0,2.0,,,,,
1,,,1,0.3024,False,,,,,,,,,,,,,,,1.0,2.0,,,,,
2,,,1,0.3024,False,,,,,,,,,,,,,,,1.0,2.0,,,,,
0,,,2,0.084,False,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,,2,0.084,False,,,,,,,,,,,,,,,0.0,0.0,,,,,
2,,,2,0.084,False,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,,2,0.216,True,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,,2,0.216,True,,,,,,,,,,,,,,,1.0,0.0,,,,,
2,,,2,0.216,True,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,,2,0.07840000000000001,False,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,,2,0.07840000000000001,False,,,,,,,,,,,,,,,0.0,1.0,,,,,
2,,,2,0.07840000000000001,False,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,,2,0.2016,False,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,,2,0.2016,False,,,,,,,,,,,,,,,1.0,1.0,,,,,
2,,,2,0.2016,False,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,,2,0.11760000000000001,True,,,,,,,,,,,,,,,0.0,2.0,,,,,
1,,,2,0.11760000000000001,True,,,,,,,,,,,,,,,0.0,2.0,,,,,
2,,,2,0.11760000000000001,True,,,,,,,,,,,,,,,0.0,2.0,,,,,
0,,,2,0.3024,True,,,,,,,,,,,,,,,1.0,2.0,,,,,
1,,,2,0.3024,True,,,,,,,,,,,,,,,1.0,2.0,,,,,
2,,,2,0.3024,True,,,,,,,,,,,,,,,1.0,2.0,,,,,
0,,,0,0.0756,False,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,,0,0.0756,False,,,,,,,,,,,,,,,,,0.0,0.0,,,
2,,,0,0.0756,False,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,,0,0.162,True,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,,0,0.162,False,,,,,,,,,,,,,,,,,1.0,0.0,,,
2,,,0,0.162,False,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,,0,0.12240000000000001,False,,,,,,,,,,,,,,,,,2.0,0.0,,,
1,,,0,0.12240000000000001,False,,,,,,,,,,,,,,,,,2.0,0.0,,,
2,,,0,0.12240000000000001,False,,,,,,,,,,,,,,,,,2.0,0.0,,,
0,,,0,0.1344,True,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,,0,0.1344,True,,,,,,,,,,,,,,,,,0.0,1.0,,,
2,,,0,0.1344,False,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,,0,0.28800000000000003,False,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,,0,0.28800000000000003,False,,,,,,,,,,,,,,,,,1.0,1.0,,,
2,,,0,0.28800000000000003,False,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,,0,0.21760000000000002,True,,,,,,,,,,,,,,,,,2.0,1.0,,,
1,,,0,0.21760000000000002,False,,,,,,,,,,,,,,,,,2.0,1.0,,,
2,,,0,0.21760000000000002,True,,,,,,,,,,,,,,,,,2.0,1.0,,,
0,,,1,0.0756,False,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,,1,0.0756,False,,,,,,,,,,,,,,,,,0.0,0.0,,,
2,,,1,0.0756,False,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,,1,0.162,True,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,,1,0.162,False,,,,,,,,,,,,,,,,,1.0,0.0,,,
2,,,1,0.162,False,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,,1,0.12240000000000001,False,,,,,,,,,,,,,,,,,2.0,0.0,,,
1,,,1,0.12240000000000001,False,,,,,,,,,,,,,,,,,2.0,0.0,,,
2,,,1,0.12240000000000001,False,,,,,,,,,,,,,,,,,2.0,0.0,,,
0,,,1,0.1344,False,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,,1,0.1344,False,,,,,,,,,,,,,,,,,0.0,1.0,,,
2,,,1,0.1344,False,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,,1,0.28800000000000003,False,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,,1,0.28800000000000003,False,,,,,,,,,,,,,,,,,1.0,1.0,,,
2,,,1,0.28800000000000003,False,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,,1,0.21760000000000002,False,,,,,,,,,,,,,,,,,2.0,1.0,,,
1,,,1,0.21760000000000002,False,,,,,,,,,,,,,,,,,2.0,1.0,,,
2,,,1,0.21760000000000002,False,,,,,,,,,,,,,,,,,2.0,1.0,,,
0,,,2,0.0756,False,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,,2,0.0756,False,,,,,,,,,,,,,,,,,0.0,0.0,,,
2,,,2,0.0756,False,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,,2,0.162,True,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,,2,0.162,False,,,,,,,,,,,,,,,,,1.0,0.0,,,
2,,,2,0.162,False,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,,2,0.12240000000000001,False,,,,,,,,,,,,,,,,,2.0,0.0,,,
1,,,2,0.12240000000000001,False,,,,,,,,,,,,,,,,,2.0,0.0,,,
2,,,2,0.12240000000000001,False,,,,,,,,,,,,,,,,,2.0,0.0,,,
0,,,2,0.1344,False,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,,2,0.1344,False,,,,,,,,,,,,,,,,,0.0,1.0,,,
2,,,2,0.1344,False,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,,2,0.28800000000000003,False,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,,2,0.28800000000000003,False,,,,,,,,,,,,,,,,,1.0,1.0,,,
2,,,2,0.28800000000000003,False,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,,2,0.21760000000000002,False,,,,,,,,,,,,,,,,,2.0,1.0,,,
1,,,2,0.21760000000000002,False,,,,,,,,,,,,,,,,,2.0,1.0,,,
2,,,2,0.21760000000000002,False,,,,,,,,,,,,,,,,,2.0,1.0,,,
0,,,0,0.0297,True,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,,0,0.0297,True,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2,,,0,0.0297,True,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,,0,0.0803,True,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,,0,0.0803,True,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
2,,,0,0.0803,True,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,,0,0.06534000000000001,False,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,,0,0.06534000000000001,False,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
2,,,0,0.06534000000000001,False,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,,0,0.17666,False,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,,0,0.17666,False,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
2,,,0,0.17666,False,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,,0,0.023760000000000003,True,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,,0,0.023760000000000003,True,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
2,,,0,0.023760000000000003,True,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,,0,0.06423999999999999,True,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,,0,0.06423999999999999,True,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
2,,,0,0.06423999999999999,True,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,,0,0.03780000000000001,True,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,,0,0.03780000000000001,True,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
2,,,0,0.03780000000000001,True,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,,0,0.10220000000000001,True,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,,0,0.10220000000000001,True,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
2,,,0,0.10220000000000001,True,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,,0,0.08316000000000003,False,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,,0,0.08316000000000003,False,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
2,,,0,0.08316000000000003,False,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,,0,0.22484000000000004,False,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,,0,0.22484000000000004,False,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2,,,0,0.22484000000000004,False,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,,0,0.030240000000000006,True,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,,0,0.030240000000000006,True,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
2,,,0,0.030240000000000006,True,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,,0,0.08176,True,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,,0,0.08176,True,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
2,,,0,0.08176,True,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
0,,,1,0.0297,True,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,,1,0.0297,True,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2,,,1,0.0297,True,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,,1,0.0803,True,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,,1,0.0803,True,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
2,,,1,0.0803,True,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,,1,0.06534000000000001,False,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,,1,0.06534000000000001,False,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
2,,,1,0.06534000000000001,False,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,,1,0.17666,False,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,,1,0.17666,False,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
2,,,1,0.17666,False,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,,1,0.023760000000000003,True,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,,1,0.023760000000000003,True,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
2,,,1,0.023760000000000003,True,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,,1,0.06423999999999999,True,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,,1,0.06423999999999999,True,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
2,,,1,0.06423999999999999,True,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,,1,0.03780000000000001,False,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,,1,0.03780000000000001,False,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
2,,,1,0.03780000000000001,False,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,,1,0.10220000000000001,False,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,,1,0.10220000000000001,False,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
2,,,1,0.10220000000000001,False,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,,1,0.08316000000000003,False,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,,1,0.08316000000000003,False,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
2,,,1,0.08316000000000003,False,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,,1,0.22484000000000004,False,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,,1,0.22484000000000004,False,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2,,,1,0.22484000000000004,False,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,,1,0.030240000000000006,False,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,,1,0.030240000000000006,False,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
2,,,1,0.030240000000000006,False,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,,1,0.08176,False,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,,1,0.08176,False,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
2,,,1,0.08176,False,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
0,,,2,0.0297,True,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,,2,0.0297,True,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2,,,2,0.0297,True,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,,2,0.0803,True,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,,2,0.0803,True,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
2,,,2,0.0803,True,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,,2,0.06534000000000001,False,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,,2,0.06534000000000001,False,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
2,,,2,0.06534000000000001,False,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,,2,0.17666,False,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,,2,0.17666,False,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
2,,,2,0.17666,False,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,,2,0.023760000000000003,True,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,,2,0.023760000000000003,True,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
2,,,2,0.023760000000000003,True,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,,2,0.06423999999999999,True,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,,2,0.06423999999999999,True,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
2,,,2,0.06423999999999999,True,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,,2,0.03780000000000001,False,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,,2,0.03780000000000001,False,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
2,,,2,0.03780000000000001,False,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,,2,0.10220000000000001,False,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,,2,0.10220000000000001,False,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
2,,,2,0.10220000000000001,False,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,,2,0.08316000000000003,False,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,,2,0.08316000000000003,False,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
2,,,2,0.08316000000000003,False,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,,2,0.22484000000000004,False,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,,2,0.22484000000000004,False,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2,,,2,0.22484000000000004,False,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,,2,0.030240000000000006,False,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,,2,0.030240000000000006,False,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
2,,,2,0.030240000000000006,False,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,,2,0.08176,False,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,,2,0.08176,False,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
2,,,2,0.08176,False,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
