S,41,51,T,prob,Connected,39,49,31,42,30,33,24,32,23,29,18,21,7,16,5,15,1,10,37,47,48
2,,,1,0.357,True,,,,,,,0.0,0.0,,,,,,,,,,,,,
0,,,1,0.34299999999999997,False,,,,,,,1.0,0.0,,,,,,,,,,,,,
1,,,1,0.34299999999999997,False,,,,,,,1.0,0.0,,,,,,,,,,,,,
2,,,1,0.34299999999999997,False,,,,,,,1.0,0.0,,,,,,,,,,,,,
0,,,1,0.153,False,,,,,,,0.0,1.0,,,,,,,,,,,,,
1,,,1,0.153,False,,,,,,,0.0,1.0,,,,,,,,,,,,,
2,,,1,0.153,False,,,,,,,0.0,1.0,,,,,,,,,,,,,
0,,,1,0.147,True,,,,,,,1.0,1.0,,,,,,,,,,,,,
1,,,1,0.147,True,,,,,,,1.0,1.0,,,,,,,,,,,,,
2,,,1,0.147,False,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,,,2,0.357,False,,,,,,,0.0,0.0,,,,,,,,,,,,,
1,,,2,0.357,False,,,,,,,0.0,0.0,,,,,,,,,,,,,
2,,,2,0.357,False,,,,,,,0.0,0.0,,,,,,,,,,,,,
0,,,2,0.34299999999999997,False,,,,,,,1.0,0.0,,,,,,,,,,,,,
1,,,2,0.34299999999999997,False,,,,,,,1.0,0.0,,,,,,,,,,,,,
2,,,2,0.34299999999999997,False,,,,,,,1.0,0.0,,,,,,,,,,,,,
0,,,2,0.153,False,,,,,,,0.0,1.0,,,,,,,,,,,,,
1,,,2,0.153,False,,,,,,,0.0,1.0,,,,,,,,,,,,,
2,,,2,0.153,False,,,,,,,0.0,1.0,,,,,,,,,,,,,
0,,,2,0.147,False,,,,,,,1.0,1.0,,,,,,,,,,,,,
1,,,2,0.147,False,,,,,,,1.0,1.0,,,,,,,,,,,,,
2,,,2,0.147,False,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,,,0,0.1885,True,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,,0,0.1885,True,,,,,,,,,0.0,0.0,,,,,,,,,,,
2,,,0,0.1885,True,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,,0,0.10149999999999999,True,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,,0,0.10149999999999999,False,,,,,,,,,1.0,0.0,,,,,,,,,,,
2,,,0,0.10149999999999999,True,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,,0,0.46149999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,,0,0.46149999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,
2,,,0,0.46149999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,,0,0.24849999999999997,True,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,,0,0.24849999999999997,False,,,,,,,,,1.0,1.0,,,,,,,,,,,
2,,,0,0.24849999999999997,True,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,,1,0.1885,False,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,,1,0.1885,False,,,,,,,,,0.0,0.0,,,,,,,,,,,
2,,,1,0.1885,False,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,,1,0.10149999999999999,False,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,,1,0.10149999999999999,False,,,,,,,,,1.0,0.0,,,,,,,,,,,
2,,,1,0.10149999999999999,False,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,,1,0.46149999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,,1,0.46149999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,
2,,,1,0.46149999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,,1,0.24849999999999997,True,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,,1,0.24849999999999997,False,,,,,,,,,1.0,1.0,,,,,,,,,,,
2,,,1,0.24849999999999997,True,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,,2,0.1885,False,,,,,,,,,0.0,0.0,,,,,,,,,,,
1,,,2,0.1885,False,,,,,,,,,0.0,0.0,,,,,,,,,,,
2,,,2,0.1885,False,,,,,,,,,0.0,0.0,,,,,,,,,,,
0,,,2,0.10149999999999999,False,,,,,,,,,1.0,0.0,,,,,,,,,,,
1,,,2,0.10149999999999999,False,,,,,,,,,1.0,0.0,,,,,,,,,,,
2,,,2,0.10149999999999999,False,,,,,,,,,1.0,0.0,,,,,,,,,,,
0,,,2,0.46149999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,
1,,,2,0.46149999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,
2,,,2,0.46149999999999997,True,,,,,,,,,0.0,1.0,,,,,,,,,,,
0,,,2,0.24849999999999997,True,,,,,,,,,1.0,1.0,,,,,,,,,,,
1,,,2,0.24849999999999997,False,,,,,,,,,1.0,1.0,,,,,,,,,,,
2,,,2,0.24849999999999997,True,,,,,,,,,1.0,1.0,,,,,,,,,,,
0,,,0,0.48299999999999993,False,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,,0,0.48299999999999993,False,,,,,,,,,,,0.0,0.0,,,,,,,,,
2,,,0,0.48299999999999993,False,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,,0,0.217,True,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,,0,0.217,True,,,,,,,,,,,1.0,0.0,,,,,,,,,
2,,,0,0.217,True,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,,0,0.207,True,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,,0,0.207,True,,,,,,,,,,,0.0,1.0,,,,,,,,,
2,,,0,0.207,True,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,,0,0.093,True,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,,0,0.093,True,,,,,,,,,,,1.0,1.0,,,,,,,,,
2,,,0,0.093,True,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,,1,0.48299999999999993,False,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,,1,0.48299999999999993,False,,,,,,,,,,,0.0,0.0,,,,,,,,,
2,,,1,0.48299999999999993,False,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,,1,0.217,True,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,,1,0.217,True,,,,,,,,,,,1.0,0.0,,,,,,,,,
2,,,1,0.217,True,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,,1,0.207,True,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,,1,0.207,True,,,,,,,,,,,0.0,1.0,,,,,,,,,
2,,,1,0.207,True,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,,1,0.093,True,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,,1,0.093,True,,,,,,,,,,,1.0,1.0,,,,,,,,,
2,,,1,0.093,True,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,,2,0.48299999999999993,False,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,,2,0.48299999999999993,False,,,,,,,,,,,0.0,0.0,,,,,,,,,
2,,,2,0.48299999999999993,False,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,,2,0.217,True,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,,2,0.217,True,,,,,,,,,,,1.0,0.0,,,,,,,,,
2,,,2,0.217,True,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,,2,0.207,False,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,,2,0.207,False,,,,,,,,,,,0.0,1.0,,,,,,,,,
2,,,2,0.207,False,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,,2,0.093,False,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,,2,0.093,False,,,,,,,,,,,1.0,1.0,,,,,,,,,
2,,,2,0.093,False,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,,0,0.12299999999999998,False,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,,0,0.12299999999999998,False,,,,,,,,,,,,,0.0,0.0,,,,,,,
2,,,0,0.12299999999999998,False,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,,0,0.177,False,,,,,,,,,,,,,1.0,0.0,,,,,,,
1,,,0,0.177,False,,,,,,,,,,,,,1.0,0.0,,,,,,,
2,,,0,0.177,False,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,,0,0.287,False,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,,0,0.287,False,,,,,,,,,,,,,0.0,1.0,,,,,,,
2,,,0,0.287,False,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,,0,0.413,False,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,,0,0.413,False,,,,,,,,,,,,,1.0,1.0,,,,,,,
2,,,0,0.413,False,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,,1,0.12299999999999998,False,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,,1,0.12299999999999998,False,,,,,,,,,,,,,0.0,0.0,,,,,,,
2,,,1,0.12299999999999998,False,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,,1,0.177,False,,,,,,,,,,,,,1.0,0.0,,,,,,,
1,,,1,0.177,False,,,,,,,,,,,,,1.0,0.0,,,,,,,
2,,,1,0.177,False,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,,1,0.287,True,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,,1,0.287,True,,,,,,,,,,,,,0.0,1.0,,,,,,,
2,,,1,0.287,True,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,,1,0.413,True,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,,1,0.413,False,,,,,,,,,,,,,1.0,1.0,,,,,,,
2,,,1,0.413,False,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,,2,0.12299999999999998,False,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,,2,0.12299999999999998,False,,,,,,,,,,,,,0.0,0.0,,,,,,,
2,,,2,0.12299999999999998,False,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,,2,0.177,False,,,,,,,,,,,,,1.0,0.0,,,,,,,
