S,3,T,prob,Connected,2,1
0,0.0,0,0.17,False,,
1,0.0,0,0.17,True,,
2,0.0,0,0.17,True,,
3,0.0,0,0.17,False,,
0,1.0,0,0.39,False,,
1,1.0,0,0.39,False,,
2,1.0,0,0.39,False,,
3,1.0,0,0.39,False,,
0,2.0,0,0.44,False,,
1,2.0,0,0.44,True,,
2,2.0,0,0.44,False,,
3,2.0,0,0.44,False,,
0,0.0,1,0.17,False,,
1,0.0,1,0.17,True,,
2,0.0,1,0.17,True,,
3,0.0,1,0.17,False,,
0,1.0,1,0.39,False,,
1,1.0,1,0.39,False,,
2,1.0,1,0.39,False,,
3,1.0,1,0.39,False,,
0,2.0,1,0.44,False,,
1,2.0,1,0.44,True,,
2,2.0,1,0.44,False,,
3,2.0,1,0.44,False,,
0,0.0,2,0.17,False,,
1,0.0,2,0.17,True,,
2,0.0,2,0.17,True,,
3,0.0,2,0.17,False,,
0,1.0,2,0.39,True,,
1,1.0,2,0.39,False,,
2,1.0,2,0.39,True,,
3,1.0,2,0.39,True,,
0,2.0,2,0.44,False,,
1,2.0,2,0.44,False,,
2,2.0,2,0.44,False,,
3,2.0,2,0.44,False,,
0,,0,0.22,False,0.0,
1,,0,0.22,False,0.0,
2,,0,0.22,False,0.0,
3,,0,0.22,False,0.0,
0,,0,0.23,False,1.0,
1,,0,0.23,False,1.0,
2,,0,0.23,False,1.0,
3,,0,0.23,False,1.0,
0,,0,0.55,False,2.0,
1,,0,0.55,False,2.0,
2,,0,0.55,False,2.0,
3,,0,0.55,False,2.0,
0,,1,0.22,False,0.0,
1,,1,0.22,False,0.0,
2,,1,0.22,False,0.0,
3,,1,0.22,False,0.0,
0,,1,0.23,False,1.0,
1,,1,0.23,False,1.0,
2,,1,0.23,False,1.0,
3,,1,0.23,False,1.0,
0,,1,0.55,False,2.0,
1,,1,0.55,True,2.0,
2,,1,0.55,True,2.0,
3,,1,0.55,True,2.0,
0,,2,0.22,False,0.0,
1,,2,0.22,False,0.0,
2,,2,0.22,False,0.0,
3,,2,0.22,True,0.0,
0,,2,0.23,False,1.0,
1,,2,0.23,False,1.0,
2,,2,0.23,False,1.0,
3,,2,0.23,False,1.0,
0,,2,0.55,False,2.0,
1,,2,0.55,False,2.0,
2,,2,0.55,False,2.0,
3,,2,0.55,False,2.0,
0,,0,0.29,False,,0.0
1,,0,0.29,True,,0.0
2,,0,0.29,True,,0.0
3,,0,0.29,True,,0.0
0,,0,0.12,False,,1.0
1,,0,0.12,False,,1.0
2,,0,0.12,False,,1.0
3,,0,0.12,False,,1.0
0,,0,0.27,False,,2.0
1,,0,0.27,False,,2.0
2,,0,0.27,False,,2.0
3,,0,0.27,False,,2.0
0,,0,0.32,False,,3.0
1,,0,0.32,False,,3.0
2,,0,0.32,True,,3.0
3,,0,0.32,False,,3.0
0,,1,0.29,False,,0.0
1,,1,0.29,True,,0.0
2,,1,0.29,True,,0.0
3,,1,0.29,True,,0.0
0,,1,0.12,False,,1.0
1,,1,0.12,False,,1.0
2,,1,0.12,False,,1.0
3,,1,0.12,False,,1.0
0,,1,0.27,False,,2.0
1,,1,0.27,False,,2.0
2,,1,0.27,False,,2.0
3,,1,0.27,False,,2.0
0,,1,0.32,False,,3.0
1,,1,0.32,False,,3.0
2,,1,0.32,True,,3.0
3,,1,0.32,False,,3.0
0,,2,0.29,False,,0.0
1,,2,0.29,True,,0.0
2,,2,0.29,True,,0.0
3,,2,0.29,True,,0.0
0,,2,0.12,False,,1.0
1,,2,0.12,False,,1.0
2,,2,0.12,False,,1.0
3,,2,0.12,False,,1.0
0,,2,0.27,False,,2.0
1,,2,0.27,False,,2.0
2,,2,0.27,False,,2.0
3,,2,0.27,False,,2.0
0,,2,0.32,False,,3.0
1,,2,0.32,False,,3.0
2,,2,0.32,True,,3.0
3,,2,0.32,False,,3.0
