1,,0,0.0693,False,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,
2,,0,0.0693,False,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,
0,,0,0.26070000000000004,False,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
1,,0,0.26070000000000004,False,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
2,,0,0.26070000000000004,False,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
0,,1,0.0735,True,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.0735,True,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
2,,1,0.0735,True,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.27649999999999997,False,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.27649999999999997,True,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
2,,1,0.27649999999999997,True,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.0672,False,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.0672,False,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2,,1,0.0672,False,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.2528,False,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.2528,False,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2,,1,0.2528,False,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.0693,False,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,
1,,1,0.0693,False,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,
2,,1,0.0693,False,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,
0,,1,0.26070000000000004,False,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
1,,1,0.26070000000000004,True,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
2,,1,0.26070000000000004,True,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
0,,0,0.4623,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.4623,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
2,,0,0.4623,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.22769999999999999,True,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.22769999999999999,True,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
2,,0,0.22769999999999999,False,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.20770000000000002,False,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.20770000000000002,False,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
2,,0,0.20770000000000002,False,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.1023,False,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.1023,False,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
2,,0,0.1023,False,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.4623,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.4623,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
2,,1,0.4623,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.22769999999999999,True,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.22769999999999999,True,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
2,,1,0.22769999999999999,False,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.20770000000000002,False,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.20770000000000002,False,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
2,,1,0.20770000000000002,False,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.1023,True,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.1023,True,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
2,,1,0.1023,False,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.0736,True,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,0,0.0736,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
2,,0,0.0736,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,0,0.2464,True,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,0,0.2464,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
2,,0,0.2464,True,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,0,0.1564,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,0,0.1564,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
2,,0,0.1564,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,0,0.5236000000000001,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,0,0.5236000000000001,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
2,,0,0.5236000000000001,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,1,0.0736,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,1,0.0736,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
2,,1,0.0736,False,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,1,0.2464,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,1,0.2464,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
2,,1,0.2464,False,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,1,0.1564,True,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,1,0.1564,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
2,,1,0.1564,False,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,1,0.5236000000000001,True,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,1,0.5236000000000001,False,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
2,,1,0.5236000000000001,True,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,0,0.414,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.414,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
2,,0,0.414,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.186,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.186,True,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
2,,0,0.186,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.1518,True,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.1518,True,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
2,,0,0.1518,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.0682,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.0682,True,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
2,,0,0.0682,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.12419999999999999,True,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
1,,0,0.12419999999999999,True,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
2,,0,0.12419999999999999,False,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
0,,0,0.055799999999999995,False,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
1,,0,0.055799999999999995,True,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
2,,0,0.055799999999999995,False,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
0,,1,0.414,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.414,True,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
2,,1,0.414,False,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.186,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.186,True,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
2,,1,0.186,False,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.1518,True,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.1518,True,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
2,,1,0.1518,False,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.0682,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.0682,True,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
2,,1,0.0682,False,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.12419999999999999,True,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
1,,1,0.12419999999999999,True,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
2,,1,0.12419999999999999,False,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,
0,,1,0.055799999999999995,False,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
1,,1,0.055799999999999995,True,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
2,,1,0.055799999999999995,False,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
0,,0,0.1634,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.1634,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
2,,0,0.1634,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.2166,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.2166,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
2,,0,0.2166,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.2666,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.2666,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
2,,0,0.2666,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.3534,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.3534,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
2,,0,0.3534,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.1634,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.1634,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
2,,1,0.1634,False,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.2166,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.2166,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
2,,1,0.2166,True,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.2666,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.2666,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
2,,1,0.2666,False,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.3534,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.3534,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
2,,1,0.3534,False,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.11,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.11,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
2,,0,0.11,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.1936,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.1936,True,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
2,,0,0.1936,True,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.1364,True,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,
1,,0,0.1364,False,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,
2,,0,0.1364,True,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,
0,,0,0.14,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.14,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
2,,0,0.14,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.24640000000000004,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.24640000000000004,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
2,,0,0.24640000000000004,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.1736,False,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
1,,0,0.1736,False,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
2,,0,0.1736,False,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
0,,1,0.11,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.11,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
2,,1,0.11,False,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.1936,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.1936,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
2,,1,0.1936,False,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.1364,False,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,
1,,1,0.1364,False,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,
2,,1,0.1364,False,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,
0,,1,0.14,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.14,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
2,,1,0.14,False,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.24640000000000004,False,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.24640000000000004,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
2,,1,0.24640000000000004,True,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.1736,False,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
1,,1,0.1736,False,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
2,,1,0.1736,False,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
0,,0,0.3192,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.3192,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2,,0,0.3192,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.1596,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.1596,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
2,,0,0.1596,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.09119999999999999,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
1,,0,0.09119999999999999,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
2,,0,0.09119999999999999,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
0,,0,0.24080000000000001,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.24080000000000001,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
2,,0,0.24080000000000001,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.12040000000000001,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.12040000000000001,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
2,,0,0.12040000000000001,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.0688,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
1,,0,0.0688,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
2,,0,0.0688,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
0,,1,0.3192,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.3192,False,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2,,1,0.3192,True,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.1596,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.1596,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
2,,1,0.1596,False,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.09119999999999999,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
1,,1,0.09119999999999999,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
2,,1,0.09119999999999999,False,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,
0,,1,0.24080000000000001,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.24080000000000001,False,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
2,,1,0.24080000000000001,True,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.12040000000000001,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.12040000000000001,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
2,,1,0.12040000000000001,False,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.0688,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
1,,1,0.0688,True,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
2,,1,0.0688,False,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,
0,,0,0.13419999999999999,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
