S,4,T,prob,Connected,2,1,6
0,0.0,0,0.66,False,,,
1,0.0,0,0.66,True,,,
0,1.0,0,0.34,False,,,
1,1.0,0,0.34,False,,,
0,0.0,1,0.66,False,,,
1,0.0,1,0.66,False,,,
0,1.0,1,0.34,False,,,
1,1.0,1,0.34,False,,,
0,0.0,2,0.66,False,,,
1,0.0,2,0.66,False,,,
0,1.0,2,0.34,True,,,
1,1.0,2,0.34,False,,,
0,,0,0.7,True,0.0,,
1,,0,0.7,True,0.0,,
0,,0,0.3,True,1.0,,
1,,0,0.3,True,1.0,,
0,,1,0.7,True,0.0,,
1,,1,0.7,True,0.0,,
0,,1,0.3,True,1.0,,
1,,1,0.3,True,1.0,,
0,,2,0.7,True,0.0,,
1,,2,0.7,True,0.0,,
0,,2,0.3,True,1.0,,
1,,2,0.3,True,1.0,,
0,,0,0.28319999999999995,False,,0.0,0.0
1,,0,0.28319999999999995,True,,0.0,0.0
0,,0,0.19679999999999997,True,,1.0,0.0
1,,0,0.19679999999999997,False,,1.0,0.0
0,,0,0.1298,False,,0.0,1.0
1,,0,0.1298,True,,0.0,1.0
0,,0,0.09019999999999999,False,,1.0,1.0
1,,0,0.09019999999999999,False,,1.0,1.0
0,,0,0.177,False,,0.0,2.0
1,,0,0.177,False,,0.0,2.0
0,,0,0.12299999999999998,False,,1.0,2.0
1,,0,0.12299999999999998,False,,1.0,2.0
0,,1,0.28319999999999995,False,,0.0,0.0
1,,1,0.28319999999999995,False,,0.0,0.0
0,,1,0.19679999999999997,False,,1.0,0.0
1,,1,0.19679999999999997,False,,1.0,0.0
0,,1,0.1298,False,,0.0,1.0
1,,1,0.1298,False,,0.0,1.0
0,,1,0.09019999999999999,False,,1.0,1.0
1,,1,0.09019999999999999,False,,1.0,1.0
0,,1,0.177,False,,0.0,2.0
1,,1,0.177,False,,0.0,2.0
0,,1,0.12299999999999998,False,,1.0,2.0
1,,1,0.12299999999999998,False,,1.0,2.0
0,,2,0.28319999999999995,False,,0.0,0.0
1,,2,0.28319999999999995,True,,0.0,0.0
0,,2,0.19679999999999997,True,,1.0,0.0
1,,2,0.19679999999999997,False,,1.0,0.0
0,,2,0.1298,False,,0.0,1.0
1,,2,0.1298,True,,0.0,1.0
0,,2,0.09019999999999999,False,,1.0,1.0
1,,2,0.09019999999999999,False,,1.0,1.0
0,,2,0.177,False,,0.0,2.0
1,,2,0.177,False,,0.0,2.0
0,,2,0.12299999999999998,False,,1.0,2.0
1,,2,0.12299999999999998,False,,1.0,2.0
