S,19,T,prob,Connected,9,4,25,34,24,28,20,29,13,27,8,21,7,17,6,16,5,15,3,12
0,,1,0.44799999999999995,False,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.44799999999999995,False,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.252,False,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.252,False,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.192,False,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.192,False,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.108,False,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.108,False,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.3692,False,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.3692,False,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.3408,False,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.3408,False,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.1508,False,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.1508,False,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.1392,False,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.1392,False,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.3692,False,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.3692,False,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.3408,False,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.3408,False,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.1508,False,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.1508,False,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.1392,False,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.1392,False,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.32130000000000003,False,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.32130000000000003,False,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.1887,False,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.1887,True,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.3087,False,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.3087,False,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.1813,False,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.1813,False,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.32130000000000003,False,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.32130000000000003,False,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.1887,False,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.1887,True,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.3087,False,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.3087,False,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.1813,False,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.1813,False,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.33280000000000004,False,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.33280000000000004,False,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.1872,False,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.1872,False,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.3072,False,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.3072,False,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.17279999999999998,True,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.17279999999999998,False,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.33280000000000004,False,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.33280000000000004,False,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.1872,False,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.1872,False,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.3072,False,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.3072,False,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.17279999999999998,False,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.17279999999999998,False,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.4081,False,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.4081,False,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.12190000000000001,False,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.12190000000000001,False,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.3619,False,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.3619,False,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.1081,False,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.1081,False,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.4081,False,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.4081,False,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.12190000000000001,False,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.12190000000000001,False,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.3619,False,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.3619,False,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.1081,False,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.1081,False,,,,,,,,,,,,,,,,,,,1.0,1.0
