1,,0,0.1739,False,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.33390000000000003,True,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.33390000000000003,True,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.1961,True,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.1961,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.2961,False,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.2961,False,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.1739,True,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.1739,False,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.402,True,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.402,True,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.268,True,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.268,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.198,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.198,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.132,True,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.132,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.402,True,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.402,True,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.268,True,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.268,False,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.198,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.198,False,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.132,True,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.132,False,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.4331,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.4331,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.2769,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.2769,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.17689999999999997,False,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.17689999999999997,True,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.11309999999999999,False,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.11309999999999999,False,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.4331,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.4331,False,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.2769,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.2769,False,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.17689999999999997,False,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.17689999999999997,True,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.11309999999999999,False,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.11309999999999999,False,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.4582,False,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.4582,False,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.12179999999999999,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.12179999999999999,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.3318,False,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.3318,True,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.08819999999999999,False,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.08819999999999999,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.4582,False,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.4582,False,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.12179999999999999,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.12179999999999999,False,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.3318,False,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.3318,True,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.08819999999999999,False,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.08819999999999999,True,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.5467,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.5467,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.1633,True,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.1633,True,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.2233,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.2233,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.0667,True,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.0667,True,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.5467,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.5467,False,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.1633,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.1633,False,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.2233,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.2233,False,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.0667,True,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.0667,True,,,,,,,,,,,,,,,,,,,,1.0,1.0
