S,31,T,prob,Connected,27,5,1,32,33,30,34,26,28,22,23,19,21,16,17,14,15,9,11,2,6
0,0.0,0,0.56,True,,,,,,,,,,,,,,,,,,,,,
1,0.0,0,0.56,True,,,,,,,,,,,,,,,,,,,,,
0,1.0,0,0.44,False,,,,,,,,,,,,,,,,,,,,,
1,1.0,0,0.44,False,,,,,,,,,,,,,,,,,,,,,
0,0.0,1,0.56,False,,,,,,,,,,,,,,,,,,,,,
1,0.0,1,0.56,False,,,,,,,,,,,,,,,,,,,,,
0,1.0,1,0.44,True,,,,,,,,,,,,,,,,,,,,,
1,1.0,1,0.44,True,,,,,,,,,,,,,,,,,,,,,
0,,0,0.71,False,0.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.71,True,0.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.29,False,1.0,,,,,,,,,,,,,,,,,,,,
1,,0,0.29,False,1.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.71,False,0.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.71,False,0.0,,,,,,,,,,,,,,,,,,,,
0,,1,0.29,True,1.0,,,,,,,,,,,,,,,,,,,,
1,,1,0.29,True,1.0,,,,,,,,,,,,,,,,,,,,
0,,0,0.56,False,,0.0,,,,,,,,,,,,,,,,,,,
1,,0,0.56,False,,0.0,,,,,,,,,,,,,,,,,,,
0,,0,0.44,False,,1.0,,,,,,,,,,,,,,,,,,,
1,,0,0.44,True,,1.0,,,,,,,,,,,,,,,,,,,
0,,1,0.56,False,,0.0,,,,,,,,,,,,,,,,,,,
1,,1,0.56,True,,0.0,,,,,,,,,,,,,,,,,,,
0,,1,0.44,False,,1.0,,,,,,,,,,,,,,,,,,,
1,,1,0.44,True,,1.0,,,,,,,,,,,,,,,,,,,
0,,0,0.61,False,,,0.0,,,,,,,,,,,,,,,,,,
1,,0,0.61,False,,,0.0,,,,,,,,,,,,,,,,,,
0,,0,0.39,True,,,1.0,,,,,,,,,,,,,,,,,,
1,,0,0.39,True,,,1.0,,,,,,,,,,,,,,,,,,
0,,1,0.61,True,,,0.0,,,,,,,,,,,,,,,,,,
1,,1,0.61,False,,,0.0,,,,,,,,,,,,,,,,,,
0,,1,0.39,True,,,1.0,,,,,,,,,,,,,,,,,,
1,,1,0.39,True,,,1.0,,,,,,,,,,,,,,,,,,
0,,0,0.504,False,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.504,False,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.196,True,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,0,0.196,True,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,0,0.216,False,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.216,False,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.084,True,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,0,0.084,True,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.504,False,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.504,False,,,,0.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.196,True,,,,1.0,0.0,,,,,,,,,,,,,,,,
1,,1,0.196,True,,,,1.0,0.0,,,,,,,,,,,,,,,,
0,,1,0.216,False,,,,0.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.216,False,,,,0.0,1.0,,,,,,,,,,,,,,,,
0,,1,0.084,True,,,,1.0,1.0,,,,,,,,,,,,,,,,
1,,1,0.084,True,,,,1.0,1.0,,,,,,,,,,,,,,,,
0,,0,0.42339999999999994,False,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,0,0.42339999999999994,False,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,0,0.3066,False,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,0,0.3066,False,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,0,0.1566,False,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,0,0.1566,False,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,0,0.1134,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,0,0.1134,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,1,0.42339999999999994,False,,,,,,0.0,0.0,,,,,,,,,,,,,,
1,,1,0.42339999999999994,False,,,,,,0.0,0.0,,,,,,,,,,,,,,
0,,1,0.3066,False,,,,,,1.0,0.0,,,,,,,,,,,,,,
1,,1,0.3066,False,,,,,,1.0,0.0,,,,,,,,,,,,,,
0,,1,0.1566,False,,,,,,0.0,1.0,,,,,,,,,,,,,,
1,,1,0.1566,False,,,,,,0.0,1.0,,,,,,,,,,,,,,
0,,1,0.1134,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
1,,1,0.1134,False,,,,,,1.0,1.0,,,,,,,,,,,,,,
0,,0,0.42779999999999996,True,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,0,0.42779999999999996,False,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,0,0.1922,True,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,0,0.1922,True,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.2622,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.2622,False,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.1178,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.1178,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.42779999999999996,False,,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.42779999999999996,False,,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.1922,False,,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.1922,False,,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.2622,True,,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.2622,False,,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.1178,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.1178,False,,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.3245,True,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.3245,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.2255,True,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.2255,True,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.2655,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.2655,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.1845,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.1845,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.3245,True,,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.3245,False,,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.2255,True,,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.2255,True,,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.2655,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.2655,False,,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.1845,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.1845,True,,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.33390000000000003,True,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.33390000000000003,True,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.1961,True,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.1961,False,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.2961,False,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.2961,False,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.1739,False,,,,,,,,,,,,1.0,1.0,,,,,,,,
