0,,0,0.34,True,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.34,True,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.16,False,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.16,False,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.34,False,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.34,False,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.16,False,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.16,False,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.34,True,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.34,True,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.16,False,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.16,False,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.3127,False,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.3127,False,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.2773,True,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.2773,True,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.2173,True,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.2173,True,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.19269999999999998,False,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.19269999999999998,False,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.3127,False,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.3127,False,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.2773,True,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.2773,True,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.2173,True,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.2173,True,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.19269999999999998,False,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.19269999999999998,False,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.5451,False,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.5451,True,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.2449,False,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.2449,False,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.14489999999999997,False,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.14489999999999997,True,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.06509999999999999,False,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.06509999999999999,False,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.5451,False,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.5451,True,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.2449,False,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.2449,False,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.14489999999999997,False,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.14489999999999997,True,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.06509999999999999,False,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.06509999999999999,False,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.5236000000000001,False,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.5236000000000001,True,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.2464,True,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.2464,True,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.1564,False,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.1564,True,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.0736,False,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.0736,False,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.5236000000000001,False,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.5236000000000001,True,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.2464,True,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.2464,True,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.1564,False,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.1564,True,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.0736,False,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.0736,False,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.5372,True,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.5372,True,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.2528,False,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.2528,False,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.1428,True,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.1428,True,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.0672,True,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.0672,True,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.5372,True,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.5372,True,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.2528,False,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.2528,False,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.1428,False,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.1428,False,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.0672,False,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.0672,False,,,,,,,,,,,,,,,,,,,1.0,1.0
