S,6,T,prob,Connected,3,2,1
0,0.0,0,0.14,True,,,
1,0.0,0,0.14,False,,,
2,0.0,0,0.14,True,,,
3,0.0,0,0.14,True,,,
0,1.0,0,0.19,True,,,
1,1.0,0,0.19,True,,,
2,1.0,0,0.19,True,,,
3,1.0,0,0.19,False,,,
0,2.0,0,0.05,False,,,
1,2.0,0,0.05,True,,,
2,2.0,0,0.05,True,,,
3,2.0,0,0.05,True,,,
0,3.0,0,0.1,False,,,
1,3.0,0,0.1,False,,,
2,3.0,0,0.1,False,,,
3,3.0,0,0.1,False,,,
0,0.0,1,0.14,False,,,
1,0.0,1,0.14,False,,,
2,0.0,1,0.14,False,,,
3,0.0,1,0.14,False,,,
0,1.0,1,0.19,False,,,
1,1.0,1,0.19,False,,,
2,1.0,1,0.19,False,,,
3,1.0,1,0.19,False,,,
0,2.0,1,0.05,False,,,
1,2.0,1,0.05,True,,,
2,2.0,1,0.05,True,,,
3,2.0,1,0.05,True,,,
0,3.0,1,0.1,False,,,
1,3.0,1,0.1,False,,,
2,3.0,1,0.1,False,,,
3,3.0,1,0.1,False,,,
0,0.0,2,0.14,False,,,
1,0.0,2,0.14,False,,,
2,0.0,2,0.14,False,,,
3,0.0,2,0.14,False,,,
0,1.0,2,0.19,False,,,
1,1.0,2,0.19,False,,,
2,1.0,2,0.19,False,,,
3,1.0,2,0.19,False,,,
0,2.0,2,0.05,False,,,
1,2.0,2,0.05,True,,,
2,2.0,2,0.05,True,,,
3,2.0,2,0.05,True,,,
0,3.0,2,0.1,True,,,
1,3.0,2,0.1,False,,,
2,3.0,2,0.1,True,,,
3,3.0,2,0.1,False,,,
0,0.0,3,0.14,False,,,
1,0.0,3,0.14,False,,,
2,0.0,3,0.14,False,,,
3,0.0,3,0.14,False,,,
0,1.0,3,0.19,False,,,
1,1.0,3,0.19,False,,,
2,1.0,3,0.19,False,,,
3,1.0,3,0.19,False,,,
0,2.0,3,0.05,False,,,
1,2.0,3,0.05,True,,,
2,2.0,3,0.05,True,,,
3,2.0,3,0.05,True,,,
0,3.0,3,0.1,False,,,
1,3.0,3,0.1,False,,,
2,3.0,3,0.1,False,,,
3,3.0,3,0.1,False,,,
0,,0,0.19,False,0.0,,
1,,0,0.19,False,0.0,,
2,,0,0.19,False,0.0,,
3,,0,0.19,False,0.0,,
0,,0,0.01,False,1.0,,
1,,0,0.01,False,1.0,,
2,,0,0.01,False,1.0,,
3,,0,0.01,False,1.0,,
0,,0,0.04,False,2.0,,
