S,6,T,prob,Connected,3,2,1
1,,0,0.04,False,2.0,,
2,,0,0.04,False,2.0,,
3,,0,0.04,False,2.0,,
0,,0,0.18,True,3.0,,
1,,0,0.18,True,3.0,,
2,,0,0.18,False,3.0,,
3,,0,0.18,True,3.0,,
0,,1,0.19,False,0.0,,
1,,1,0.19,False,0.0,,
2,,1,0.19,False,0.0,,
3,,1,0.19,False,0.0,,
0,,1,0.01,False,1.0,,
1,,1,0.01,False,1.0,,
2,,1,0.01,False,1.0,,
3,,1,0.01,False,1.0,,
0,,1,0.04,False,2.0,,
1,,1,0.04,False,2.0,,
2,,1,0.04,False,2.0,,
3,,1,0.04,False,2.0,,
0,,1,0.18,False,3.0,,
1,,1,0.18,False,3.0,,
2,,1,0.18,False,3.0,,
3,,1,0.18,False,3.0,,
0,,2,0.19,True,0.0,,
1,,2,0.19,False,0.0,,
2,,2,0.19,True,0.0,,
3,,2,0.19,True,0.0,,
0,,2,0.01,False,1.0,,
1,,2,0.01,False,1.0,,
2,,2,0.01,False,1.0,,
3,,2,0.01,False,1.0,,
0,,2,0.04,False,2.0,,
1,,2,0.04,False,2.0,,
2,,2,0.04,False,2.0,,
3,,2,0.04,True,2.0,,
0,,2,0.18,False,3.0,,
1,,2,0.18,False,3.0,,
2,,2,0.18,False,3.0,,
3,,2,0.18,False,3.0,,
0,,3,0.19,False,0.0,,
1,,3,0.19,False,0.0,,
2,,3,0.19,False,0.0,,
3,,3,0.19,False,0.0,,
0,,3,0.01,False,1.0,,
1,,3,0.01,False,1.0,,
2,,3,0.01,False,1.0,,
3,,3,0.01,False,1.0,,
0,,3,0.04,False,2.0,,
1,,3,0.04,False,2.0,,
2,,3,0.04,False,2.0,,
3,,3,0.04,False,2.0,,
0,,3,0.18,True,3.0,,
1,,3,0.18,True,3.0,,
2,,3,0.18,False,3.0,,
3,,3,0.18,True,3.0,,
0,,0,0.13,False,,0.0,
1,,0,0.13,False,,0.0,
2,,0,0.13,True,,0.0,
3,,0,0.13,False,,0.0,
0,,0,0.19,False,,1.0,
1,,0,0.19,True,,1.0,
2,,0,0.19,False,,1.0,
3,,0,0.19,False,,1.0,
0,,0,0.14,False,,2.0,
1,,0,0.14,False,,2.0,
2,,0,0.14,False,,2.0,
3,,0,0.14,False,,2.0,
0,,0,0.03,True,,3.0,
1,,0,0.03,True,,3.0,
2,,0,0.03,False,,3.0,
3,,0,0.03,False,,3.0,
0,,1,0.13,False,,0.0,
1,,1,0.13,False,,0.0,
2,,1,0.13,True,,0.0,
3,,1,0.13,False,,0.0,
0,,1,0.19,False,,1.0,
1,,1,0.19,True,,1.0,
2,,1,0.19,False,,1.0,
3,,1,0.19,False,,1.0,
0,,1,0.14,False,,2.0,
1,,1,0.14,False,,2.0,
2,,1,0.14,False,,2.0,
3,,1,0.14,False,,2.0,
0,,1,0.03,False,,3.0,
1,,1,0.03,False,,3.0,
2,,1,0.03,False,,3.0,
3,,1,0.03,False,,3.0,
0,,2,0.13,False,,0.0,
1,,2,0.13,False,,0.0,
2,,2,0.13,True,,0.0,
3,,2,0.13,False,,0.0,
0,,2,0.19,False,,1.0,
1,,2,0.19,False,,1.0,
2,,2,0.19,False,,1.0,
3,,2,0.19,False,,1.0,
0,,2,0.14,False,,2.0,
1,,2,0.14,False,,2.0,
2,,2,0.14,False,,2.0,
3,,2,0.14,False,,2.0,
0,,2,0.03,False,,3.0,
1,,2,0.03,False,,3.0,
2,,2,0.03,False,,3.0,
3,,2,0.03,False,,3.0,
0,,3,0.13,False,,0.0,
1,,3,0.13,False,,0.0,
2,,3,0.13,False,,0.0,
3,,3,0.13,False,,0.0,
0,,3,0.19,False,,1.0,
1,,3,0.19,True,,1.0,
2,,3,0.19,False,,1.0,
3,,3,0.19,False,,1.0,
0,,3,0.14,False,,2.0,
1,,3,0.14,False,,2.0,
2,,3,0.14,False,,2.0,
3,,3,0.14,False,,2.0,
0,,3,0.03,True,,3.0,
1,,3,0.03,True,,3.0,
2,,3,0.03,False,,3.0,
3,,3,0.03,False,,3.0,
0,,0,0.13,False,,,0.0
1,,0,0.13,False,,,0.0
2,,0,0.13,False,,,0.0
3,,0,0.13,False,,,0.0
0,,0,0.1,False,,,1.0
1,,0,0.1,False,,,1.0
2,,0,0.1,False,,,1.0
3,,0,0.1,False,,,1.0
0,,0,0.06,False,,,2.0
1,,0,0.06,False,,,2.0
2,,0,0.06,False,,,2.0
3,,0,0.06,False,,,2.0
0,,0,0.12,False,,,3.0
1,,0,0.12,False,,,3.0
2,,0,0.12,True,,,3.0
3,,0,0.12,False,,,3.0
0,,1,0.13,False,,,0.0
1,,1,0.13,False,,,0.0
2,,1,0.13,False,,,0.0
3,,1,0.13,False,,,0.0
0,,1,0.1,False,,,1.0
1,,1,0.1,False,,,1.0
2,,1,0.1,False,,,1.0
3,,1,0.1,False,,,1.0
0,,1,0.06,False,,,2.0
1,,1,0.06,False,,,2.0
2,,1,0.06,False,,,2.0
3,,1,0.06,False,,,2.0
0,,1,0.12,False,,,3.0
1,,1,0.12,False,,,3.0
2,,1,0.12,True,,,3.0
3,,1,0.12,False,,,3.0
0,,2,0.13,False,,,0.0
1,,2,0.13,False,,,0.0
2,,2,0.13,False,,,0.0
3,,2,0.13,False,,,0.0
0,,2,0.1,False,,,1.0
1,,2,0.1,False,,,1.0
2,,2,0.1,False,,,1.0
3,,2,0.1,False,,,1.0
0,,2,0.06,False,,,2.0
1,,2,0.06,False,,,2.0
2,,2,0.06,False,,,2.0
3,,2,0.06,False,,,2.0
0,,2,0.12,False,,,3.0
1,,2,0.12,False,,,3.0
2,,2,0.12,False,,,3.0
3,,2,0.12,False,,,3.0
0,,3,0.13,False,,,0.0
1,,3,0.13,True,,,0.0
2,,3,0.13,False,,,0.0
3,,3,0.13,True,,,0.0
0,,3,0.1,True,,,1.0
1,,3,0.1,True,,,1.0
2,,3,0.1,False,,,1.0
3,,3,0.1,True,,,1.0
0,,3,0.06,True,,,2.0
1,,3,0.06,False,,,2.0
2,,3,0.06,False,,,2.0
3,,3,0.06,False,,,2.0
0,,3,0.12,False,,,3.0
1,,3,0.12,False,,,3.0
2,,3,0.12,False,,,3.0
3,,3,0.12,False,,,3.0
