S,6,7,T,prob,Connected,4,5
0,0.0,0.0,0,0.4914,True,,
1,0.0,0.0,0,0.4914,False,,
0,1.0,0.0,0,0.1386,False,,
1,1.0,0.0,0,0.1386,True,,
0,0.0,1.0,0,0.2886,False,,
1,0.0,1.0,0,0.2886,False,,
0,1.0,1.0,0,0.0814,False,,
1,1.0,1.0,0,0.0814,True,,
0,0.0,0.0,1,0.4914,False,,
1,0.0,0.0,1,0.4914,False,,
0,1.0,0.0,1,0.1386,False,,
1,1.0,0.0,1,0.1386,False,,
0,0.0,1.0,1,0.2886,False,,
1,0.0,1.0,1,0.2886,False,,
0,1.0,1.0,1,0.0814,False,,
1,1.0,1.0,1,0.0814,False,,
0,,,0,0.39,True,0.0,0.0
1,,,0,0.39,False,0.0,0.0
0,,,0,0.11,True,1.0,0.0
1,,,0,0.11,True,1.0,0.0
0,,,0,0.39,False,0.0,1.0
1,,,0,0.39,False,0.0,1.0
0,,,0,0.11,False,1.0,1.0
1,,,0,0.11,False,1.0,1.0
0,,,1,0.39,True,0.0,0.0
1,,,1,0.39,False,0.0,0.0
0,,,1,0.11,True,1.0,0.0
1,,,1,0.11,True,1.0,0.0
0,,,1,0.39,True,0.0,1.0
1,,,1,0.39,False,0.0,1.0
0,,,1,0.11,True,1.0,1.0
1,,,1,0.11,True,1.0,1.0
