S,3,T,prob,Connected,1,7,8
0,0.0,0,0.64,False,,,
1,0.0,0,0.64,False,,,
0,1.0,0,0.36,True,,,
1,1.0,0,0.36,False,,,
0,0.0,1,0.64,True,,,
1,0.0,1,0.64,True,,,
0,1.0,1,0.36,True,,,
1,1.0,1,0.36,False,,,
0,,0,0.73,False,0.0,,
1,,0,0.73,False,0.0,,
0,,0,0.27,False,1.0,,
1,,0,0.27,False,1.0,,
0,,1,0.73,False,0.0,,
1,,1,0.73,False,0.0,,
0,,1,0.27,True,1.0,,
1,,1,0.27,True,1.0,,
0,,0,0.31,False,,0.0,0.0
1,,0,0.31,True,,0.0,0.0
0,,0,0.31,False,,1.0,0.0
1,,0,0.31,False,,1.0,0.0
0,,0,0.19,False,,0.0,1.0
1,,0,0.19,True,,0.0,1.0
0,,0,0.19,False,,1.0,1.0
1,,0,0.19,True,,1.0,1.0
0,,1,0.31,False,,0.0,0.0
1,,1,0.31,True,,0.0,0.0
0,,1,0.31,False,,1.0,0.0
1,,1,0.31,False,,1.0,0.0
0,,1,0.19,False,,0.0,1.0
1,,1,0.19,True,,0.0,1.0
0,,1,0.19,False,,1.0,1.0
1,,1,0.19,True,,1.0,1.0
