0,,,2,0.039,False,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,
1,,,2,0.039,False,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,
2,,,2,0.039,False,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,
0,,,2,0.0156,True,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
1,,,2,0.0156,False,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
2,,,2,0.0156,False,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
0,,,2,0.005399999999999999,False,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
1,,,2,0.005399999999999999,False,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
2,,,2,0.005399999999999999,False,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,
0,,,0,0.1824,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,,0,0.1824,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
2,,,0,0.1824,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,,0,0.1976,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,,0,0.1976,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
2,,,0,0.1976,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,,0,0.2976,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,,0,0.2976,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
2,,,0,0.2976,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,,0,0.3224,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,,0,0.3224,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
2,,,0,0.3224,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,,1,0.1824,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,,1,0.1824,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
2,,,1,0.1824,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,,1,0.1976,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,,1,0.1976,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
2,,,1,0.1976,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,,1,0.2976,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,,1,0.2976,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
2,,,1,0.2976,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,,1,0.3224,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,,1,0.3224,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
2,,,1,0.3224,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,,2,0.1824,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1,,,2,0.1824,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
2,,,2,0.1824,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
0,,,2,0.1976,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
1,,,2,0.1976,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
2,,,2,0.1976,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
0,,,2,0.2976,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
1,,,2,0.2976,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
2,,,2,0.2976,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
0,,,2,0.3224,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
1,,,2,0.3224,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
2,,,2,0.3224,False,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
0,,,0,0.165,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,,0,0.165,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
2,,,0,0.165,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,,0,0.14850000000000002,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
1,,,0,0.14850000000000002,True,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
2,,,0,0.14850000000000002,True,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,,0,0.0165,False,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
1,,,0,0.0165,True,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
2,,,0,0.0165,True,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
0,,,0,0.22,True,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,,0,0.22,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
2,,,0,0.22,True,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,,0,0.198,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,,0,0.198,True,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
2,,,0,0.198,True,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,,0,0.022000000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
1,,,0,0.022000000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
2,,,0,0.022000000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
0,,,0,0.115,True,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
1,,,0,0.115,False,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
2,,,0,0.115,True,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
0,,,0,0.10350000000000001,False,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
1,,,0,0.10350000000000001,True,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
2,,,0,0.10350000000000001,True,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
0,,,0,0.011500000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
1,,,0,0.011500000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
2,,,0,0.011500000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
0,,,1,0.165,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,,1,0.165,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
2,,,1,0.165,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,,1,0.14850000000000002,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
1,,,1,0.14850000000000002,True,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
2,,,1,0.14850000000000002,True,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,,1,0.0165,False,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
1,,,1,0.0165,True,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
2,,,1,0.0165,True,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
0,,,1,0.22,True,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,,1,0.22,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
2,,,1,0.22,True,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,,1,0.198,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,,1,0.198,True,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
2,,,1,0.198,True,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,,1,0.022000000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
1,,,1,0.022000000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
2,,,1,0.022000000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
0,,,1,0.115,False,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
1,,,1,0.115,False,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
2,,,1,0.115,False,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
0,,,1,0.10350000000000001,False,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
1,,,1,0.10350000000000001,False,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
2,,,1,0.10350000000000001,False,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
0,,,1,0.011500000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
1,,,1,0.011500000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
2,,,1,0.011500000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
0,,,2,0.165,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
1,,,2,0.165,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
2,,,2,0.165,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
0,,,2,0.14850000000000002,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
1,,,2,0.14850000000000002,True,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
2,,,2,0.14850000000000002,True,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,
0,,,2,0.0165,False,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
1,,,2,0.0165,True,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
2,,,2,0.0165,True,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,
0,,,2,0.22,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
1,,,2,0.22,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
2,,,2,0.22,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
0,,,2,0.198,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
1,,,2,0.198,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
2,,,2,0.198,False,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
0,,,2,0.022000000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
1,,,2,0.022000000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
2,,,2,0.022000000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,
0,,,2,0.115,False,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
1,,,2,0.115,False,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
2,,,2,0.115,False,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,
0,,,2,0.10350000000000001,False,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
1,,,2,0.10350000000000001,False,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
2,,,2,0.10350000000000001,False,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
0,,,2,0.011500000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
1,,,2,0.011500000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
2,,,2,0.011500000000000002,False,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
0,,,0,0.1705,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,,0,0.1705,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
2,,,0,0.1705,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,,0,0.3795,False,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,,0,0.3795,True,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
2,,,0,0.3795,True,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,,0,0.1395,True,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,,0,0.1395,True,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
2,,,0,0.1395,False,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,,0,0.3105,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,,0,0.3105,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
2,,,0,0.3105,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,,1,0.1705,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,,1,0.1705,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
2,,,1,0.1705,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,,1,0.3795,False,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,,1,0.3795,True,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
2,,,1,0.3795,True,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,,1,0.1395,False,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,,1,0.1395,False,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
2,,,1,0.1395,False,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,,1,0.3105,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,,1,0.3105,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
2,,,1,0.3105,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,,2,0.1705,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
1,,,2,0.1705,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
2,,,2,0.1705,False,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
0,,,2,0.3795,False,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
1,,,2,0.3795,False,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
2,,,2,0.3795,False,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
0,,,2,0.1395,True,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
1,,,2,0.1395,True,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
2,,,2,0.1395,False,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
0,,,2,0.3105,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
1,,,2,0.3105,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
2,,,2,0.3105,False,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
0,,,0,0.17820000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,,0,0.17820000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
2,,,0,0.17820000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,,0,0.0918,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,,0,0.0918,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
2,,,0,0.0918,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,,0,0.4818,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,,0,0.4818,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
2,,,0,0.4818,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,,0,0.2482,True,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,,0,0.2482,True,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
2,,,0,0.2482,True,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,,1,0.17820000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,,1,0.17820000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
2,,,1,0.17820000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,,1,0.0918,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,,1,0.0918,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
2,,,1,0.0918,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,,1,0.4818,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,,1,0.4818,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
2,,,1,0.4818,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,,1,0.2482,True,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,,1,0.2482,True,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
2,,,1,0.2482,True,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,,2,0.17820000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
1,,,2,0.17820000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
2,,,2,0.17820000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
0,,,2,0.0918,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
1,,,2,0.0918,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
2,,,2,0.0918,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,
0,,,2,0.4818,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
1,,,2,0.4818,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
2,,,2,0.4818,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,
0,,,2,0.2482,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
1,,,2,0.2482,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
2,,,2,0.2482,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,,0,0.036504,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,,0,0.036504,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2,,,0,0.036504,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,,0,0.10389599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,,0,0.10389599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
2,,,0,0.10389599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,,0,0.057798,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,,0,0.057798,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
2,,,0,0.057798,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,,0,0.16450199999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,,0,0.16450199999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
2,,,0,0.16450199999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,,0,0.007098000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,,0,0.007098000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
2,,,0,0.007098000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,,0,0.020202,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,,0,0.020202,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
2,,,0,0.020202,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,,0,0.029952000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,,0,0.029952000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
2,,,0,0.029952000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,,0,0.08524799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,,0,0.08524799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
2,,,0,0.08524799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,,0,0.047424,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,,0,0.047424,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
2,,,0,0.047424,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,,0,0.13497599999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,,0,0.13497599999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2,,,0,0.13497599999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,,0,0.005824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,,0,0.005824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
2,,,0,0.005824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,,0,0.016576,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,,0,0.016576,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
2,,,0,0.016576,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
0,,,0,0.027143999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
1,,,0,0.027143999999999998,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
2,,,0,0.027143999999999998,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
0,,,0,0.07725599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
1,,,0,0.07725599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
2,,,0,0.07725599999999999,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
0,,,0,0.042977999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
1,,,0,0.042977999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
2,,,0,0.042977999999999995,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0
0,,,0,0.12232199999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
1,,,0,0.12232199999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
2,,,0,0.12232199999999997,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0
0,,,0,0.005278,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
1,,,0,0.005278,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
2,,,0,0.005278,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0
0,,,0,0.015022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
1,,,0,0.015022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
2,,,0,0.015022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
0,,,1,0.036504,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,,1,0.036504,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2,,,1,0.036504,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,,1,0.10389599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,,1,0.10389599999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
2,,,1,0.10389599999999999,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,,1,0.057798,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,,1,0.057798,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
2,,,1,0.057798,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,,1,0.16450199999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,,1,0.16450199999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
2,,,1,0.16450199999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,,1,0.007098000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,,1,0.007098000000000001,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
2,,,1,0.007098000000000001,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,,1,0.020202,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,,1,0.020202,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
2,,,1,0.020202,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,,1,0.029952000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,,1,0.029952000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
2,,,1,0.029952000000000003,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,,1,0.08524799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,,1,0.08524799999999999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
2,,,1,0.08524799999999999,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,,1,0.047424,False,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,,1,0.047424,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
2,,,1,0.047424,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
