S,2,T,prob,Connected,4,5
0,0.0,0,0.58,False,,
1,0.0,0,0.58,False,,
0,1.0,0,0.42,False,,
1,1.0,0,0.42,False,,
0,0.0,1,0.58,False,,
1,0.0,1,0.58,True,,
0,1.0,1,0.42,False,,
1,1.0,1,0.42,False,,
0,,0,0.2912,False,0.0,0.0
1,,0,0.2912,False,0.0,0.0
0,,0,0.26880000000000004,False,1.0,0.0
1,,0,0.26880000000000004,False,1.0,0.0
0,,0,0.2288,False,0.0,1.0
1,,0,0.2288,False,0.0,1.0
0,,0,0.2112,False,1.0,1.0
1,,0,0.2112,False,1.0,1.0
0,,1,0.2912,False,0.0,0.0
1,,1,0.2912,False,0.0,0.0
0,,1,0.26880000000000004,False,1.0,0.0
1,,1,0.26880000000000004,False,1.0,0.0
0,,1,0.2288,False,0.0,1.0
1,,1,0.2288,False,0.0,1.0
0,,1,0.2112,False,1.0,1.0
1,,1,0.2112,False,1.0,1.0
