1,,0,0.12539999999999998,True,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,0,0.33540000000000003,False,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,0,0.33540000000000003,False,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,0,0.0946,False,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,0,0.0946,False,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,1,0.4446,True,,,,,,,0.0,0.0,,,,,,,,,,,,
1,,1,0.4446,True,,,,,,,0.0,0.0,,,,,,,,,,,,
0,,1,0.12539999999999998,True,,,,,,,1.0,0.0,,,,,,,,,,,,
1,,1,0.12539999999999998,True,,,,,,,1.0,0.0,,,,,,,,,,,,
0,,1,0.33540000000000003,False,,,,,,,0.0,1.0,,,,,,,,,,,,
1,,1,0.33540000000000003,False,,,,,,,0.0,1.0,,,,,,,,,,,,
0,,1,0.0946,False,,,,,,,1.0,1.0,,,,,,,,,,,,
1,,1,0.0946,False,,,,,,,1.0,1.0,,,,,,,,,,,,
0,,0,0.5148,True,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,0,0.5148,True,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,0,0.1452,True,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,0,0.1452,True,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,0,0.26520000000000005,False,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,0,0.26520000000000005,False,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,0,0.0748,True,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,0,0.0748,True,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,1,0.5148,True,,,,,,,,,0.0,0.0,,,,,,,,,,
1,,1,0.5148,True,,,,,,,,,0.0,0.0,,,,,,,,,,
0,,1,0.1452,True,,,,,,,,,1.0,0.0,,,,,,,,,,
1,,1,0.1452,True,,,,,,,,,1.0,0.0,,,,,,,,,,
0,,1,0.26520000000000005,False,,,,,,,,,0.0,1.0,,,,,,,,,,
1,,1,0.26520000000000005,False,,,,,,,,,0.0,1.0,,,,,,,,,,
0,,1,0.0748,True,,,,,,,,,1.0,1.0,,,,,,,,,,
1,,1,0.0748,True,,,,,,,,,1.0,1.0,,,,,,,,,,
0,,0,0.33,True,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,0,0.33,True,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,0,0.17,True,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,0,0.17,True,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,0,0.33,True,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,0,0.33,True,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,0,0.17,True,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,0,0.17,True,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.33,True,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.33,True,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.17,True,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.17,True,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.33,True,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.33,True,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.17,True,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.17,True,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,0,0.39,True,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.39,True,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.39,False,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.39,False,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.11,True,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.11,True,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.11,True,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.11,True,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.39,False,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.39,False,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.39,False,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.39,False,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.11,True,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.11,True,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.11,True,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.11,True,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.42779999999999996,True,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.42779999999999996,False,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.2622,True,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.2622,True,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.1922,True,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.1922,False,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.1178,True,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.1178,True,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.42779999999999996,True,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.42779999999999996,False,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.2622,True,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.2622,True,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.1922,True,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.1922,False,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.1178,True,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.1178,True,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.3672,True,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.3672,True,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.1728,True,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.1728,True,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.3128,True,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.3128,True,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.1472,False,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.1472,False,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.3672,True,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.3672,True,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.1728,True,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.1728,True,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.3128,True,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.3128,True,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.1472,False,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.1472,False,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.29680000000000006,True,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.29680000000000006,True,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.2632,True,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.2632,True,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.23320000000000002,True,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.23320000000000002,True,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.20679999999999998,True,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.20679999999999998,True,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.29680000000000006,False,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.29680000000000006,False,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.2632,False,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.2632,False,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.23320000000000002,True,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.23320000000000002,True,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.20679999999999998,True,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.20679999999999998,True,,,,,,,,,,,,,,,,,,,1.0,1.0
