S,5,T,prob,Connected,4,3,2,1
1,,3,0.08,False,1.0,,,
2,,3,0.08,False,1.0,,,
3,,3,0.08,True,1.0,,,
0,,3,0.16,False,2.0,,,
1,,3,0.16,False,2.0,,,
2,,3,0.16,False,2.0,,,
3,,3,0.16,False,2.0,,,
0,,3,0.01,False,3.0,,,
1,,3,0.01,True,3.0,,,
2,,3,0.01,False,3.0,,,
3,,3,0.01,True,3.0,,,
0,,0,0.01,False,,0.0,,
1,,0,0.01,False,,0.0,,
2,,0,0.01,False,,0.0,,
3,,0,0.01,False,,0.0,,
0,,0,0.17,False,,1.0,,
1,,0,0.17,False,,1.0,,
2,,0,0.17,True,,1.0,,
3,,0,0.17,True,,1.0,,
0,,0,0.04,False,,2.0,,
1,,0,0.04,False,,2.0,,
2,,0,0.04,False,,2.0,,
3,,0,0.04,False,,2.0,,
0,,0,0.13,False,,3.0,,
1,,0,0.13,False,,3.0,,
2,,0,0.13,False,,3.0,,
3,,0,0.13,False,,3.0,,
0,,1,0.01,False,,0.0,,
1,,1,0.01,False,,0.0,,
2,,1,0.01,False,,0.0,,
3,,1,0.01,False,,0.0,,
0,,1,0.17,False,,1.0,,
1,,1,0.17,False,,1.0,,
2,,1,0.17,True,,1.0,,
3,,1,0.17,True,,1.0,,
0,,1,0.04,False,,2.0,,
1,,1,0.04,False,,2.0,,
2,,1,0.04,False,,2.0,,
3,,1,0.04,False,,2.0,,
0,,1,0.13,False,,3.0,,
1,,1,0.13,False,,3.0,,
2,,1,0.13,False,,3.0,,
3,,1,0.13,False,,3.0,,
0,,2,0.01,True,,0.0,,
1,,2,0.01,True,,0.0,,
2,,2,0.01,True,,0.0,,
3,,2,0.01,True,,0.0,,
0,,2,0.17,False,,1.0,,
1,,2,0.17,False,,1.0,,
2,,2,0.17,False,,1.0,,
3,,2,0.17,False,,1.0,,
0,,2,0.04,False,,2.0,,
1,,2,0.04,False,,2.0,,
2,,2,0.04,False,,2.0,,
3,,2,0.04,False,,2.0,,
0,,2,0.13,True,,3.0,,
1,,2,0.13,False,,3.0,,
2,,2,0.13,False,,3.0,,
3,,2,0.13,True,,3.0,,
0,,3,0.01,False,,0.0,,
1,,3,0.01,False,,0.0,,
2,,3,0.01,False,,0.0,,
3,,3,0.01,False,,0.0,,
0,,3,0.17,False,,1.0,,
1,,3,0.17,False,,1.0,,
2,,3,0.17,True,,1.0,,
3,,3,0.17,True,,1.0,,
0,,3,0.04,True,,2.0,,
1,,3,0.04,True,,2.0,,
2,,3,0.04,True,,2.0,,
3,,3,0.04,True,,2.0,,
0,,3,0.13,True,,3.0,,
1,,3,0.13,False,,3.0,,
2,,3,0.13,False,,3.0,,
3,,3,0.13,True,,3.0,,
0,,0,0.18,False,,,0.0,
1,,0,0.18,True,,,0.0,
2,,0,0.18,False,,,0.0,
3,,0,0.18,True,,,0.0,
0,,0,0.04,False,,,1.0,
1,,0,0.04,False,,,1.0,
2,,0,0.04,False,,,1.0,
3,,0,0.04,False,,,1.0,
0,,0,0.11,False,,,2.0,
1,,0,0.11,False,,,2.0,
2,,0,0.11,False,,,2.0,
3,,0,0.11,False,,,2.0,
0,,0,0.0,False,,,3.0,
1,,0,0.0,False,,,3.0,
2,,0,0.0,False,,,3.0,
3,,0,0.0,False,,,3.0,
0,,1,0.18,False,,,0.0,
1,,1,0.18,True,,,0.0,
2,,1,0.18,False,,,0.0,
3,,1,0.18,True,,,0.0,
0,,1,0.04,False,,,1.0,
1,,1,0.04,False,,,1.0,
2,,1,0.04,False,,,1.0,
3,,1,0.04,False,,,1.0,
0,,1,0.11,True,,,2.0,
1,,1,0.11,True,,,2.0,
2,,1,0.11,True,,,2.0,
3,,1,0.11,True,,,2.0,
0,,1,0.0,False,,,3.0,
1,,1,0.0,False,,,3.0,
2,,1,0.0,False,,,3.0,
3,,1,0.0,False,,,3.0,
0,,2,0.18,False,,,0.0,
1,,2,0.18,False,,,0.0,
2,,2,0.18,False,,,0.0,
3,,2,0.18,False,,,0.0,
0,,2,0.04,False,,,1.0,
1,,2,0.04,False,,,1.0,
2,,2,0.04,False,,,1.0,
3,,2,0.04,False,,,1.0,
0,,2,0.11,False,,,2.0,
1,,2,0.11,False,,,2.0,
2,,2,0.11,False,,,2.0,
3,,2,0.11,False,,,2.0,
0,,2,0.0,False,,,3.0,
1,,2,0.0,False,,,3.0,
2,,2,0.0,False,,,3.0,
3,,2,0.0,False,,,3.0,
0,,3,0.18,False,,,0.0,
1,,3,0.18,False,,,0.0,
2,,3,0.18,False,,,0.0,
3,,3,0.18,False,,,0.0,
0,,3,0.04,False,,,1.0,
1,,3,0.04,False,,,1.0,
2,,3,0.04,False,,,1.0,
3,,3,0.04,False,,,1.0,
0,,3,0.11,False,,,2.0,
1,,3,0.11,False,,,2.0,
2,,3,0.11,False,,,2.0,
3,,3,0.11,False,,,2.0,
0,,3,0.0,False,,,3.0,
1,,3,0.0,False,,,3.0,
2,,3,0.0,False,,,3.0,
3,,3,0.0,False,,,3.0,
0,,0,0.04,False,,,,0.0
1,,0,0.04,False,,,,0.0
2,,0,0.04,False,,,,0.0
3,,0,0.04,False,,,,0.0
0,,0,0.1,True,,,,1.0
1,,0,0.1,True,,,,1.0
2,,0,0.1,False,,,,1.0
3,,0,0.1,False,,,,1.0
0,,0,0.14,False,,,,2.0
1,,0,0.14,False,,,,2.0
2,,0,0.14,False,,,,2.0
3,,0,0.14,False,,,,2.0
0,,0,0.07,False,,,,3.0
1,,0,0.07,False,,,,3.0
2,,0,0.07,True,,,,3.0
3,,0,0.07,True,,,,3.0
0,,1,0.04,True,,,,0.0
1,,1,0.04,True,,,,0.0
2,,1,0.04,True,,,,0.0
3,,1,0.04,False,,,,0.0
0,,1,0.1,False,,,,1.0
1,,1,0.1,False,,,,1.0
2,,1,0.1,False,,,,1.0
3,,1,0.1,False,,,,1.0
0,,1,0.14,True,,,,2.0
1,,1,0.14,False,,,,2.0
2,,1,0.14,True,,,,2.0
3,,1,0.14,False,,,,2.0
0,,1,0.07,False,,,,3.0
1,,1,0.07,False,,,,3.0
2,,1,0.07,False,,,,3.0
3,,1,0.07,False,,,,3.0
0,,2,0.04,True,,,,0.0
1,,2,0.04,True,,,,0.0
2,,2,0.04,True,,,,0.0
3,,2,0.04,False,,,,0.0
0,,2,0.1,False,,,,1.0
1,,2,0.1,False,,,,1.0
2,,2,0.1,False,,,,1.0
3,,2,0.1,False,,,,1.0
0,,2,0.14,True,,,,2.0
1,,2,0.14,False,,,,2.0
2,,2,0.14,True,,,,2.0
3,,2,0.14,False,,,,2.0
0,,2,0.07,False,,,,3.0
1,,2,0.07,False,,,,3.0
2,,2,0.07,False,,,,3.0
3,,2,0.07,False,,,,3.0
0,,3,0.04,True,,,,0.0
1,,3,0.04,True,,,,0.0
2,,3,0.04,True,,,,0.0
3,,3,0.04,False,,,,0.0
0,,3,0.1,True,,,,1.0
1,,3,0.1,True,,,,1.0
2,,3,0.1,False,,,,1.0
3,,3,0.1,False,,,,1.0
0,,3,0.14,True,,,,2.0
1,,3,0.14,False,,,,2.0
2,,3,0.14,True,,,,2.0
3,,3,0.14,False,,,,2.0
0,,3,0.07,False,,,,3.0
1,,3,0.07,False,,,,3.0
2,,3,0.07,True,,,,3.0
3,,3,0.07,True,,,,3.0
