1,,0,0.1938,False,,,,0.0,1.0,,,,,,,,,,,,,
0,,0,0.1862,False,,,,1.0,1.0,,,,,,,,,,,,,
1,,0,0.1862,False,,,,1.0,1.0,,,,,,,,,,,,,
0,,1,0.3162,False,,,,0.0,0.0,,,,,,,,,,,,,
1,,1,0.3162,False,,,,0.0,0.0,,,,,,,,,,,,,
0,,1,0.3038,False,,,,1.0,0.0,,,,,,,,,,,,,
1,,1,0.3038,False,,,,1.0,0.0,,,,,,,,,,,,,
0,,1,0.1938,True,,,,0.0,1.0,,,,,,,,,,,,,
1,,1,0.1938,False,,,,0.0,1.0,,,,,,,,,,,,,
0,,1,0.1862,False,,,,1.0,1.0,,,,,,,,,,,,,
1,,1,0.1862,False,,,,1.0,1.0,,,,,,,,,,,,,
0,,0,0.44079999999999997,False,,,,,,0.0,0.0,,,,,,,,,,,
1,,0,0.44079999999999997,False,,,,,,0.0,0.0,,,,,,,,,,,
0,,0,0.1392,False,,,,,,1.0,0.0,,,,,,,,,,,
1,,0,0.1392,False,,,,,,1.0,0.0,,,,,,,,,,,
0,,0,0.3192,False,,,,,,0.0,1.0,,,,,,,,,,,
1,,0,0.3192,False,,,,,,0.0,1.0,,,,,,,,,,,
0,,0,0.10079999999999999,False,,,,,,1.0,1.0,,,,,,,,,,,
1,,0,0.10079999999999999,True,,,,,,1.0,1.0,,,,,,,,,,,
0,,1,0.44079999999999997,False,,,,,,0.0,0.0,,,,,,,,,,,
1,,1,0.44079999999999997,False,,,,,,0.0,0.0,,,,,,,,,,,
0,,1,0.1392,False,,,,,,1.0,0.0,,,,,,,,,,,
1,,1,0.1392,False,,,,,,1.0,0.0,,,,,,,,,,,
0,,1,0.3192,False,,,,,,0.0,1.0,,,,,,,,,,,
1,,1,0.3192,False,,,,,,0.0,1.0,,,,,,,,,,,
0,,1,0.10079999999999999,False,,,,,,1.0,1.0,,,,,,,,,,,
1,,1,0.10079999999999999,True,,,,,,1.0,1.0,,,,,,,,,,,
0,,0,0.3726,False,,,,,,,,0.0,0.0,,,,,,,,,
1,,0,0.3726,False,,,,,,,,0.0,0.0,,,,,,,,,
0,,0,0.3174,False,,,,,,,,1.0,0.0,,,,,,,,,
1,,0,0.3174,False,,,,,,,,1.0,0.0,,,,,,,,,
0,,0,0.16740000000000002,False,,,,,,,,0.0,1.0,,,,,,,,,
1,,0,0.16740000000000002,False,,,,,,,,0.0,1.0,,,,,,,,,
0,,0,0.1426,False,,,,,,,,1.0,1.0,,,,,,,,,
1,,0,0.1426,False,,,,,,,,1.0,1.0,,,,,,,,,
0,,1,0.3726,False,,,,,,,,0.0,0.0,,,,,,,,,
1,,1,0.3726,False,,,,,,,,0.0,0.0,,,,,,,,,
0,,1,0.3174,False,,,,,,,,1.0,0.0,,,,,,,,,
1,,1,0.3174,False,,,,,,,,1.0,0.0,,,,,,,,,
0,,1,0.16740000000000002,False,,,,,,,,0.0,1.0,,,,,,,,,
1,,1,0.16740000000000002,False,,,,,,,,0.0,1.0,,,,,,,,,
0,,1,0.1426,False,,,,,,,,1.0,1.0,,,,,,,,,
1,,1,0.1426,False,,,,,,,,1.0,1.0,,,,,,,,,
0,,0,0.41040000000000004,False,,,,,,,,,,0.0,0.0,,,,,,,
1,,0,0.41040000000000004,False,,,,,,,,,,0.0,0.0,,,,,,,
0,,0,0.3496,False,,,,,,,,,,1.0,0.0,,,,,,,
1,,0,0.3496,False,,,,,,,,,,1.0,0.0,,,,,,,
0,,0,0.1296,False,,,,,,,,,,0.0,1.0,,,,,,,
1,,0,0.1296,False,,,,,,,,,,0.0,1.0,,,,,,,
0,,0,0.1104,False,,,,,,,,,,1.0,1.0,,,,,,,
1,,0,0.1104,False,,,,,,,,,,1.0,1.0,,,,,,,
0,,1,0.41040000000000004,False,,,,,,,,,,0.0,0.0,,,,,,,
1,,1,0.41040000000000004,False,,,,,,,,,,0.0,0.0,,,,,,,
0,,1,0.3496,True,,,,,,,,,,1.0,0.0,,,,,,,
1,,1,0.3496,False,,,,,,,,,,1.0,0.0,,,,,,,
0,,1,0.1296,False,,,,,,,,,,0.0,1.0,,,,,,,
1,,1,0.1296,False,,,,,,,,,,0.0,1.0,,,,,,,
0,,1,0.1104,False,,,,,,,,,,1.0,1.0,,,,,,,
1,,1,0.1104,False,,,,,,,,,,1.0,1.0,,,,,,,
0,,0,0.5700000000000001,False,,,,,,,,,,,,0.0,0.0,,,,,
1,,0,0.5700000000000001,False,,,,,,,,,,,,0.0,0.0,,,,,
0,,0,0.18,False,,,,,,,,,,,,1.0,0.0,,,,,
1,,0,0.18,False,,,,,,,,,,,,1.0,0.0,,,,,
0,,0,0.19,False,,,,,,,,,,,,0.0,1.0,,,,,
1,,0,0.19,False,,,,,,,,,,,,0.0,1.0,,,,,
0,,0,0.06,False,,,,,,,,,,,,1.0,1.0,,,,,
1,,0,0.06,False,,,,,,,,,,,,1.0,1.0,,,,,
0,,1,0.5700000000000001,False,,,,,,,,,,,,0.0,0.0,,,,,
1,,1,0.5700000000000001,False,,,,,,,,,,,,0.0,0.0,,,,,
0,,1,0.18,False,,,,,,,,,,,,1.0,0.0,,,,,
1,,1,0.18,False,,,,,,,,,,,,1.0,0.0,,,,,
0,,1,0.19,False,,,,,,,,,,,,0.0,1.0,,,,,
1,,1,0.19,False,,,,,,,,,,,,0.0,1.0,,,,,
0,,1,0.06,False,,,,,,,,,,,,1.0,1.0,,,,,
1,,1,0.06,False,,,,,,,,,,,,1.0,1.0,,,,,
0,,0,0.45499999999999996,True,,,,,,,,,,,,,,0.0,0.0,,,
1,,0,0.45499999999999996,False,,,,,,,,,,,,,,0.0,0.0,,,
0,,0,0.24499999999999997,False,,,,,,,,,,,,,,1.0,0.0,,,
1,,0,0.24499999999999997,False,,,,,,,,,,,,,,1.0,0.0,,,
0,,0,0.195,False,,,,,,,,,,,,,,0.0,1.0,,,
1,,0,0.195,False,,,,,,,,,,,,,,0.0,1.0,,,
0,,0,0.105,False,,,,,,,,,,,,,,1.0,1.0,,,
1,,0,0.105,False,,,,,,,,,,,,,,1.0,1.0,,,
0,,1,0.45499999999999996,True,,,,,,,,,,,,,,0.0,0.0,,,
1,,1,0.45499999999999996,False,,,,,,,,,,,,,,0.0,0.0,,,
0,,1,0.24499999999999997,False,,,,,,,,,,,,,,1.0,0.0,,,
1,,1,0.24499999999999997,False,,,,,,,,,,,,,,1.0,0.0,,,
0,,1,0.195,False,,,,,,,,,,,,,,0.0,1.0,,,
1,,1,0.195,False,,,,,,,,,,,,,,0.0,1.0,,,
0,,1,0.105,False,,,,,,,,,,,,,,1.0,1.0,,,
1,,1,0.105,False,,,,,,,,,,,,,,1.0,1.0,,,
0,,0,0.339264,False,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,0,0.339264,False,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,0,0.20793599999999998,False,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,0,0.20793599999999998,True,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,0,0.10713599999999998,False,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,0,0.10713599999999998,False,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,0,0.065664,False,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,0,0.065664,True,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,0,0.13193600000000003,False,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,0,0.13193600000000003,False,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,0,0.080864,False,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,0,0.080864,False,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,0,0.041664,False,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,0,0.041664,False,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,0,0.025536000000000003,False,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,0,0.025536000000000003,False,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,1,0.339264,False,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,1,0.339264,False,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,1,0.20793599999999998,False,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,1,0.20793599999999998,False,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,1,0.10713599999999998,False,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,1,0.10713599999999998,False,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,1,0.065664,False,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,1,0.065664,False,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,1,0.13193600000000003,False,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,1,0.13193600000000003,False,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,1,0.080864,False,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,1,0.080864,False,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,1,0.041664,False,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,1,0.041664,False,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,1,0.025536000000000003,False,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,1,0.025536000000000003,False,,,,,,,,,,,,,,,,1.0,1.0,1.0
