S,2,T,prob,Connected,1,3,5
0,0.0,0,0.66,False,,,
1,0.0,0,0.66,False,,,
0,1.0,0,0.34,False,,,
1,1.0,0,0.34,False,,,
0,0.0,1,0.66,False,,,
1,0.0,1,0.66,False,,,
0,1.0,1,0.34,False,,,
1,1.0,1,0.34,True,,,
0,,0,0.67,False,0.0,,
1,,0,0.67,True,0.0,,
0,,0,0.33,False,1.0,,
1,,0,0.33,False,1.0,,
0,,1,0.67,False,0.0,,
1,,1,0.67,True,0.0,,
0,,1,0.33,False,1.0,,
1,,1,0.33,False,1.0,,
0,,0,0.5327999999999999,False,,0.0,0.0
1,,0,0.5327999999999999,False,,0.0,0.0
0,,0,0.1872,False,,1.0,0.0
1,,0,0.1872,False,,1.0,0.0
0,,0,0.20720000000000002,False,,0.0,1.0
1,,0,0.20720000000000002,False,,0.0,1.0
0,,0,0.0728,False,,1.0,1.0
1,,0,0.0728,False,,1.0,1.0
0,,1,0.5327999999999999,False,,0.0,0.0
1,,1,0.5327999999999999,False,,0.0,0.0
0,,1,0.1872,False,,1.0,0.0
1,,1,0.1872,False,,1.0,0.0
0,,1,0.20720000000000002,False,,0.0,1.0
1,,1,0.20720000000000002,False,,0.0,1.0
0,,1,0.0728,False,,1.0,1.0
1,,1,0.0728,False,,1.0,1.0
